district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4
ambala,31.460323,10.199276,4.0728912,59.779804,174.23453,43.343086,1072485.956,5.4264326,55.810799,89.9282,83.433411,1.9993488,38.99915083,30.155167,9.8756914,9.1837749,176.69647,46.407814,135454.6304,5.0373459,0.45293963,74.686661,13.130443,72.850334,1.2022024,676.5398403,17.077866,0.79714632,9.8933277,30.226301,44.87545,5.2318892,186525.81,715.539,0.32358456,-2.4619446
yamunanagar,31.541321,9.2878036,7.0071826,66.761108,170.23926,39.993519,980698.2316,5.1690235,59.997929,90.563812,85.281982,1.9730078,47.11333013,29.775089,8.6407328,13.619193,161.05757,39.562897,108049.0857,5.7700219,0.4386439,70.829895,9.7172709,48.915596,1.0326878,740.4510898,41.648216,0.94032001,8.6794415,29.880749,39.778206,5.4695225,160252.31,787.56439,0.64707088,9.1816864
kurukshetra,32.661785,9.345933,6.7695084,60.736118,167.86409,26.498552,963069.2243,5.8107619,67.474648,92.050453,87.047974,2.0561056,32.78417107,29.708689,8.2364273,18.724676,151.11212,30.856716,112348.301,5.4040666,0.47325894,72.786331,13.344698,55.35202,1.1745062,532.6701816,36.698433,0.88159943,8.3007545,29.879904,28.677635,5.6074142,161671.78,565.45435,1.1095057,16.751968
kaithal,30.187351,10.425437,7.3387613,54.012276,174.2709,9.4005013,1015079.026,5.5805821,57.261806,87.578117,76.485001,2.0182245,37.37354086,29.798416,7.2832093,24.939888,137.62134,25.970953,89575.99338,5.6199551,0.54226571,74.178459,16.413054,48.945,1.0573524,594.8255953,38.633118,0.96087205,7.4689674,29.821409,17.685726,5.6002684,144288.7,632.19916,3.1422276,36.649567
karnal,32.728142,8.7654171,8.5473938,61.943279,164.81108,33.492245,922808.3626,5.7261882,64.202896,94.719788,88.181007,2.1293042,71.24658057,29.941832,8.1964684,18.832314,150.67899,30.904716,104504.7871,5.6085939,0.55773741,75.67305,14.63439,53.248932,1.11842,998.0170727,41.470856,1.0108842,8.2343779,30.127487,32.198479,5.6673908,159029.53,1069.2637,0.56894875,14.132095
panipat,30.349918,10.148883,3.4958887,58.118809,175.2003,44.073563,734970.7014,5.5248418,59.399902,88.671753,80.039177,2.0180914,50.77443883,29.954027,8.515729,20.375532,152.1293,53.717525,121770.1505,5.5930796,0.487544,75.996719,13.993053,60.174648,1.0999714,643.9499597,28.497105,0.91812003,8.6350889,29.982962,48.895546,5.5589609,166586.36,694.72443,1.6331539,23.070999
sonipat,30.303776,10.539184,4.6472602,63.110172,184.75801,42.583023,937944.6081,4.7755394,55.599045,93.537079,90.488289,2.2089291,74.9276754,29.676687,8.645915,17.287971,159.96506,33.06707,108136.864,5.8961024,0.57525313,74.634483,15.433434,52.933056,1.1232848,839.3209278,40.604023,1.0856442,8.8010788,29.728081,37.825047,5.3358212,176144.16,914.2486,1.8932686,24.792953
jind,30.207373,10.144032,6.4350309,62.173485,173.00056,17.467775,836214.6336,5.4746904,52.927895,87.999107,86.408325,2.1250236,57.66225737,30.082615,7.9025388,22.476843,150.89622,21.491465,89026.86339,5.7606564,0.62352556,78.297409,18.194433,58.1945,1.0955287,762.3529108,29.804607,1.0294949,8.0601568,30.091387,19.47962,5.6176734,141568,820.0152,2.2414927,22.10434
fatehabad,30.486437,8.5394936,8.4094152,62.214325,159.62944,16.964304,886870.6635,6.1041145,56.626747,89.807709,83.723236,2.0452995,48.69412318,29.286325,7.0827003,26.578293,136.98938,20.8934,94390.4341,6.1103239,0.6295473,73.653694,15.700849,40.038879,1.0965927,545.9709442,49.768829,0.94870687,7.2019897,29.384596,18.928852,6.1072192,159282.64,594.66504,1.4567933,22.64006
sirsa,30.180031,7.7222867,17.677275,50.390751,161.02026,0,723211.4837,5.3655577,61.179466,85.600571,88.892899,1.9640377,18.15582955,29.57612,6.8402295,28.34255,133.64336,27.727282,93474.37352,6.0622206,0.73239213,75.68309,15.759616,46.491779,1.0535553,778.4132964,39.108791,0.91048241,6.8603339,29.589886,13.863641,5.7138891,107827.68,796.56915,0.88205719,27.376907
hisar,31.57135,8.9244022,6.9779477,64.508446,153.91551,23.520248,878077.327,6.5845499,64.304459,93.0793,81.013214,2.0849714,82.50527322,30.505974,7.3665986,25.843847,137.16809,32.360695,90242.94718,5.8194175,0.62212521,74.574333,14.378534,35.949028,1.1253757,1049.287135,57.130272,0.95959568,7.4801593,30.583637,27.940472,6.2019835,147674.41,1131.7924,1.5578036,16.747421
rohtak,32.297569,10.390614,5.6151257,55.001537,174.16205,39.849808,1107927.737,5.7362089,56.732552,89.705948,84.731735,2.1513102,44.64936566,29.353947,8.0906286,19.421194,150.44487,41.833237,85136.39678,5.8237643,0.5997268,74.184631,17.060225,46.035309,1.071584,606.8556327,43.670639,1.0797262,8.2482529,29.555681,40.841522,5.7799864,155231,651.505,2.2999849,23.717178
jhajjar,31.699902,11.187133,1.2743611,55.061169,187.90265,27.517065,1231370.096,5.2552581,57.830173,87.755875,84.943077,2.1724386,37.68986396,30.236246,8.824234,14.025277,160.32971,30.248489,94607.10657,5.9034891,0.54098696,77.061653,15.361969,44.870678,1.0423505,579.9496025,42.885197,1.1300881,8.9684238,30.325562,28.882778,5.5793734,163975.16,617.63947,2.3628988,27.572937
mahendragarh,30.971891,10.565167,6.7592368,63.624447,180.87326,12.634571,702205.0343,5.4169869,58.027775,89.217339,74.992195,2.0702822,36.46623379,30.219067,8.2414808,20.277925,153.77444,14.919488,81039.44877,5.9915891,0.51328588,75.601173,13.417824,56.036747,1.1211044,552.5147556,33.180592,0.94917786,8.3853502,30.265676,13.777029,5.704288,119498.36,588.98102,2.3236866,27.098816
rewari,31.954475,10.769744,4.501965,55.797298,176.75723,20.529297,939201.8394,5.1757512,52.078796,89.09156,82.444366,2.2052433,32.62708446,30.132298,7.9271383,20.06027,154.29311,32.836212,81148.80178,5.9837241,0.59101355,77.829742,15.877068,45.593746,1.0508283,613.2829723,43.497814,1.154415,8.0707283,30.224342,26.682755,5.5797377,124491.94,645.91003,2.8426056,22.464127
gurgaon,30.497656,12.06748,0.8821587,54.874771,196.42111,66.093796,1156914.791,4.3237467,62.884735,95.726974,92.421486,2.4503524,49.90927443,29.836445,8.2751322,22.441576,144.88289,75.068893,101468.785,5.2032552,0.60877639,81.434425,14.643858,78.041145,1.1229795,1133.180637,17.685829,1.3273729,8.4351149,29.864338,70.581345,4.7635012,145993.33,1183.09,3.7923479,51.538223
mewat,28.470032,7.3579178,20.755518,52.27129,127.32565,15.128067,172722.7332,5.9932399,58.660759,92.403511,74.340446,1.9684532,35.58348808,27.508739,3.1347568,59.010792,72.200531,18.646404,8097.027743,8.2054911,1.4772781,74.456169,30.598358,13.710565,0.43461075,592.9781462,78.692947,1.5338424,3.3738341,27.56316,16.887236,7.0993652,17416.65,628.56165,4.2231607,55.125122
faridabad,30.655602,10.462789,8.8560238,51.779842,175.62572,76.901596,1157806.729,5.2638364,55.748981,90.210709,81.851044,2.1964879,76.82444182,29.272919,7.2318826,24.798756,141.73933,85.574242,95229.56102,6.0671849,0.61495209,72.259514,14.828727,58.373142,1.1467851,1486.180087,31.837566,1.0497028,7.3906875,29.340879,81.237915,5.6655107,147457.11,1563.0045,3.230906,33.886383
palwal,29.468494,9.8105612,6.0370889,58.749336,173.80655,20.861084,573638.473,6.6411138,65.501747,88.640167,87.432846,2.1200969,45.82559647,29.151085,6.1610661,36.919033,121.68221,29.395452,50742.13447,6.5701032,0.82270801,77.080116,20.719759,37.046597,0.93336415,573.6810277,51.593571,1.1867328,6.4310231,29.174564,25.128269,6.6056085,89421.359,619.50665,3.6494951,52.124336
ganganagar,31.417953,8.9021282,10.986874,48.175804,158.74248,30.753389,506998.5256,5.5590143,57.965065,94.139061,87.686317,2.1295254,105.6027456,29.8874,6.6693144,29.747963,129.46219,28.259605,54976.13907,6.0097241,0.55586624,74.390945,11.180044,36.837593,0.97983521,1216.505989,57.301468,1.1496902,6.8476591,30.009651,29.506496,5.7843695,91081.195,1322.1088,2.2328138,29.280289
hanumangarh,32.086498,9.1966009,11.10839,49.057598,156.27574,26.009754,609027.1904,5.8551435,65.559143,95.34758,88.683388,2.0550659,92.83177775,29.962091,6.2357206,33.631153,120.52976,20.746817,45725.00895,5.8644657,0.53292269,76.404152,12.111422,28.486547,0.87815523,950.3791886,66.861031,1.1769106,6.4991994,30.151134,23.378284,5.8598046,95851.344,1043.2109,2.9608803,35.745979
bikaner,30.623617,7.7726483,19.485172,53.294308,141.5229,41.997414,600975.4694,6.5936203,66.077423,94.793785,88.844391,2.0877242,106.6543289,28.943314,5.4416676,37.196777,125.4946,39.261951,43725.00771,6.5913286,0.68679732,73.742538,17.361492,41.702347,0.79522932,1238.896435,53.091438,1.2924949,5.6264315,29.076502,40.629684,6.5924745,87895.156,1345.5508,2.3309808,16.028305
churu,30.483557,8.8164968,13.414412,55.522537,157.10623,38.237701,281256.7111,6.5665998,54.713406,86.747398,82.872238,1.8951172,102.1862369,29.131989,5.3971286,40.604568,108.67065,28.137154,26969.07292,6.0110621,0.70070738,77.796761,16.955082,36.94038,0.78599447,1041.67014,49.807018,1.1091228,5.7025971,29.252731,33.187428,6.2888308,49685.82,1143.8563,3.4193683,48.435577
jhunjhunun,31.389399,10.43978,4.3229842,55.487251,176.87183,23.127649,691813.0125,5.9049969,61.752106,95.672157,89.481216,2.1895084,84.58039504,29.267815,7.1187272,30.401506,133.88351,25.780424,56460.37833,6.0754852,0.59154469,71.69902,11.59492,48.5434,0.94099253,1275.971387,47.128757,1.2485158,7.3251848,29.399706,24.454037,5.9902411,95957.867,1360.5518,3.321053,42.988312
alwar,30.253847,9.9585762,8.3161573,48.15107,169.74126,19.5555,461276.2832,6.0599265,65.225311,92.381805,83.319687,1.9658749,136.6316339,29.247337,5.9639597,37.734882,111.93668,14.99155,28264.98813,6.2459383,0.80705816,78.888031,16.720453,43.577568,0.82325888,1881.908668,48.804237,1.142616,6.2343488,29.315466,17.273525,6.1529322,57574.801,2018.5403,3.9946165,57.804581
bharatpur,30.334703,9.4776754,7.7520399,57.802792,171.26659,24.088734,32817.47578,6.2319374,61.490887,88.766159,83.975098,1.8943253,84.84058443,28.601595,5.1606631,42.653717,100.60272,21.440414,-2771.481257,6.6317916,0.96181017,74.342003,23.96962,33.517559,0.69962996,1276.567123,55.2486,1.1946952,5.4296918,28.709599,22.764574,6.4318647,-553.63873,1361.4077,4.3170123,70.663864
dhaulpur,30.563463,8.3379526,14.889661,51.360966,158.9164,25.466877,-168279.6952,5.7975674,56.959499,80.761818,85.140274,1.7781543,44.08893688,28.517149,5.4062057,38.17387,106.49664,23.614832,-10032.29655,6.8186121,0.94154739,72.466873,22.342327,34.798698,0.65461898,582.1147741,45.96312,1.1235353,5.6126204,28.661222,24.540855,6.3080897,-21173.975,626.20374,2.931747,52.419754
karauli,30.030273,8.9657421,11.845265,56.644676,163.01501,23.566685,-71490.6735,5.8363481,57.593399,88.773697,90.339569,1.932138,53.67515942,28.471338,4.7022552,44.615559,92.682175,15.924046,-25618.13607,6.285224,0.76216257,73.314545,21.370871,28.907665,0.56371772,741.1139027,59.866032,1.3684202,4.9901848,28.57662,19.745365,6.0607862,-28716.084,794.78906,4.2634869,70.33284
sawai madhopur,30.332537,8.9637957,11.261584,53.070377,156.09526,22.537575,-131126.5693,6.7559013,65.984718,89.432747,86.88118,1.8686963,56.93947208,28.656902,4.0022521,51.338512,86.229164,19.746689,-14583.97317,6.6780562,0.80295342,75.813293,18.209042,28.983604,0.63223666,755.5068184,60.449142,1.2364597,4.349977,28.774338,21.142132,6.716979,-22751.742,812.44629,4.9615436,69.866096
dausa,30.428139,10.491339,6.30825,48.434895,183.52881,19.029261,57438.03696,5.9258909,55.208874,88.195175,93.140968,2.0655634,64.67084783,28.648863,5.7424426,40.304985,114.6772,14.095208,-7238.568847,5.9981151,0.67272031,74.101181,17.141041,38.192783,0.63745296,842.6935591,50.002392,1.4281105,6.0809121,28.775679,16.562235,5.9620028,-2628.8542,907.36438,4.7488961,68.851608
jaipur,30.666779,10.295588,8.4732018,50.54652,175.34312,40.712837,746736.0051,6.6858368,61.17421,93.18483,87.745644,2.1916203,248.0016258,28.919914,7.2669754,29.154026,138.15517,50.311642,73846.54781,6.3478932,0.67734605,71.934601,14.744544,48.856117,1.0343179,3236.187615,44.328712,1.1573025,7.4825497,29.044254,45.512238,6.5168648,121742.25,3484.1892,3.0286121,37.187958
sikar,29.958067,10.678764,7.1002016,49.19521,175.09808,23.453239,542747.0518,6.993011,55.548,91.074348,85.650208,2.1314158,111.3737204,29.100763,5.9400063,33.875633,132.41801,27.852121,61551.90041,6.5635948,0.68260998,72.014282,14.829082,41.830788,0.91620219,1602.657848,49.243561,1.2152137,6.2479196,29.156469,25.652679,6.7783031,92818.82,1714.0316,4.7387581,42.680069
nagaur,30.891886,9.0777893,9.3350582,59.22665,161.97803,20.25915,517689.919,6.4857407,67.551132,91.887115,86.297066,2.0655959,165.9962519,28.889803,4.8866081,46.534798,98.457047,22.549768,24239.18415,6.3455639,0.62138081,75.211723,14.711389,48.397064,0.81387526,1735.191369,43.490051,1.2517207,5.2525482,29.064608,21.404459,6.4156523,67323.289,1901.1876,4.1911812,63.520981
jodhpur,30.558262,7.8598418,14.149862,49.458916,137.07237,38.661045,402428.1898,6.9526682,68.843231,90.783104,91.929398,2.1645012,190.5315843,29.10124,5.3807411,41.456432,105.02599,34.744961,42387.46994,6.5140324,0.68717265,75.341377,14.740811,51.588375,0.82737958,2006.373849,39.194729,1.3371216,5.5957465,29.227604,36.703003,6.7333503,73612.813,2196.9055,2.4791007,32.046387
jaisalmer,30.120646,7.3756189,21.326334,48.667206,145.79501,9.2171755,39976.22021,6.8455687,62.266212,91.554657,86.392014,2.0609176,30.51728628,28.589996,2.9205863,58.565037,64.562317,11.322235,-24121.24344,6.3118072,0.84629625,82.186935,21.426943,43.716934,0.53434777,308.4041353,47.837723,1.5265698,3.321728,28.727819,10.269705,6.5786877,-18349.756,338.92142,4.4550323,81.232697
barmer,30.581978,8.7152014,7.950727,65.811386,165.69769,6.3972702,169497.1005,5.9518981,65.298744,90.688492,95.096817,2.0917923,120.7273174,28.698084,3.2586808,58.016079,68.50251,7.0835366,-54968.84252,6.6681042,0.9477551,79.773003,23.484125,44.783287,0.4177683,1126.771911,45.905205,1.6740241,3.7867382,28.880398,6.7404032,6.3100014,-33246.047,1247.4993,5.4565206,97.195183
jalor,30.147722,8.0077257,11.796579,56.129211,160.09514,5.0798154,198447.8082,5.8875942,66.672638,84.633919,91.827919,1.9761119,110.6806042,28.675327,3.5546129,54.523785,77.395233,8.4545393,-15844.13012,7.0088062,0.87012726,75.524086,19.637457,33.344921,0.54723179,995.7442736,51.288998,1.4288801,4.0000777,28.822617,6.7671776,6.4482002,5592.4463,1106.4249,4.4531126,82.699905
sirohi,32.207462,8.1630154,17.703012,51.052265,161.56924,23.109827,14177.60484,5.6603251,68.559822,92.904167,94.51841,2.1971843,48.93488348,28.905228,3.9228275,52.566559,81.103394,20.657454,-6693.884482,5.8541155,0.63310546,73.52964,22.987223,41.933853,0.64222074,524.2234774,50.970314,1.5549636,4.2848444,29.187164,21.88364,5.7572203,-4911.9268,573.15839,4.2401876,80.465851
pali,31.333376,9.6097069,4.4712262,70.717606,171.93282,25.502119,633654.0027,5.5238824,65.456459,95.761513,95.750542,2.2856889,84.16518959,28.797003,5.0810862,37.424572,108.51779,24.445309,28772.15771,6.0501781,0.62742251,69.36628,16.035192,54.547756,0.88465911,1153.301229,41.213757,1.4010298,5.3890963,28.969511,24.973713,5.7870302,69912.664,1237.4664,4.5286207,63.415024
ajmer,31.545586,9.4668779,8.696866,54.18058,166.82988,45.795406,689864.6554,6.1011224,64.588463,93.745049,87.127441,2.0844092,106.4366314,29.270132,6.3179526,33.753708,132.02299,39.095531,59883.03194,6.1407208,0.61388421,71.816132,13.464284,51.71019,0.93822223,1511.624397,42.034859,1.1461871,6.5250902,29.419813,42.445469,6.1209216,101323.45,1618.061,3.1489253,34.806885
tonk,31.815102,9.5111799,10.054981,46.516277,163.36478,28.137886,136032.9979,5.6838069,65.076935,91.591537,87.521103,2.1039267,57.19111818,28.736259,5.0858912,42.099007,98.832916,27.243462,5553.526512,6.3595204,0.65799546,72.093109,15.156855,40.601967,0.74965674,784.6697506,50.989571,1.35427,5.3865194,28.945417,27.690674,6.0216637,14417.541,841.86084,4.4252887,64.53186
bundi,30.341162,7.8144798,17.187838,51.770718,151.54744,19.337927,-121979.4714,6.0822654,66.408852,93.089638,83.815979,1.948149,48.19342329,29.137589,4.9105453,44.670853,98.915741,21.646441,-3995.972945,5.6264591,0.54387724,71.250526,16.488867,38.184162,0.69611567,546.3827549,54.905476,1.2520332,5.1459241,29.235144,20.492184,5.8543625,-13559.136,594.57617,2.9039345,52.631699
bhilwara,31.247332,8.5890617,13.874565,54.405319,153.52544,17.725378,257089.7256,5.7841525,66.328835,90.304123,87.881233,2.1876876,58.67390259,29.341616,4.7897363,48.534546,91.081009,25.166935,17456.86857,5.7235708,0.53380018,75.47197,14.381468,53.916214,0.74987626,1332.345128,36.387909,1.4378114,4.9499936,29.421999,21.446156,5.7538614,27564.707,1391.019,3.7993255,62.444427
rajsamand,30.841766,9.7393265,7.284914,57.406826,166.10536,17.380466,410633.4317,6.0601172,62.326611,94.731537,89.632515,2.1702232,51.53407314,29.193707,5.2674036,39.290573,122.84652,15.379807,1840.926568,5.751071,0.60627526,76.609413,16.749531,49.505241,0.74115765,652.326638,45.226295,1.4290656,5.5948215,29.314371,16.380136,5.9055939,31771.199,703.86072,4.4719229,43.258842
dungarpur,31.570095,9.5692968,8.3063793,63.721603,171.17413,5.8027716,-147115.3419,5.5415621,65.403648,87.886345,94.752602,2.202364,76.35301799,29.085361,5.0043373,46.964439,120.50632,5.6408076,-52512.35062,5.7780356,0.64335221,75.620331,20.304056,35.30442,0.4811725,766.5226505,52.581924,1.7211914,5.41786,29.310444,5.7217894,5.6597986,-61082.09,842.87567,4.5649595,50.667809
banswara,30.590899,8.2170668,18.530386,49.051487,145.82819,5.9339404,-614555.2045,5.828783,65.638557,85.845024,88.67382,1.9442751,72.97781757,28.996548,4.437551,51.71833,83.246025,8.5008278,-70930.34204,6.0597796,0.68250382,77.069359,17.032738,18.285086,0.35621816,1008.082973,67.559937,1.588057,4.6926899,29.104176,7.2173843,5.9442816,-107628.15,1081.0608,3.7795157,62.582161
chittaurgarh,31.355709,8.4544468,10.286852,60.791595,158.64592,21.477468,179426.3553,5.2938852,67.427811,91.580376,88.787674,2.0668373,56.60999298,30.10877,4.6403279,46.63216,91.400734,18.918854,-2170.8594,5.3567166,0.49490687,79.438744,14.773796,38.973988,0.70317763,767.2311722,52.606388,1.3636596,4.9024138,30.194454,20.198162,5.3253012,10307.537,823.84119,3.8141189,67.245186
kota,32.703529,10.345839,9.2354755,45.261581,164.35384,64.680168,894616.834,4.8242607,67.702003,96.002289,89.958908,2.2660871,75.42890367,29.951235,7.4448838,24.841261,135.76642,61.756462,63039.47649,5.8301806,0.49422026,72.046814,13.12827,48.105423,0.95627898,1106.199664,47.896866,1.309808,7.6300654,30.126926,63.218315,5.3272209,116122.97,1181.6285,2.9009547,28.587418
baran,30.284269,8.6163607,12.801388,54.703842,159.77971,22.151014,-16604.25331,6.1114159,60.117443,88.146088,82.047035,1.9448414,64.14447752,28.62653,5.0872011,39.435009,99.515945,21.090414,-9625.193705,6.4617577,0.62015975,73.027405,16.992765,22.644964,0.72732991,737.730404,65.501122,1.2175114,5.3695097,28.759138,21.620714,6.2865868,-10183.471,801.87488,3.5291595,60.263763
jhalawar,31.036217,7.9939795,9.8068838,52.393608,135.18102,11.80851,-207406.5974,5.9240637,65.351013,89.580414,78.347084,1.9002262,60.88654414,29.327723,4.8044143,44.08474,93.203056,16.607729,-18112.82547,5.6266489,0.4668003,74.546791,15.182627,31.087727,0.60804945,770.5587252,58.492687,1.2921767,5.0379853,29.452835,14.208119,5.7753563,-31974.764,831.44525,3.1895652,41.977959
udaipur,31.503231,8.4698362,11.027859,54.277153,170.7206,26.959702,98141.52871,5.5479341,67.817749,91.472519,96.717232,2.2064519,138.3263165,29.233778,4.9067683,45.199387,97.04142,18.167219,-28101.82756,5.930048,0.65910572,76.3741,19.224667,38.16647,0.58118939,1603.803393,53.306049,1.6252625,5.1896782,29.413975,22.563461,5.7389908,-18078.018,1742.1298,3.5630679,73.679176
pratapgarh,30.778622,6.9464192,19.922211,49.883778,138.15724,8.5844402,-642418.3426,5.3602152,65.681496,81.317856,84.699753,1.8867657,37.31180806,28.976767,4.1074591,51.926071,85.611046,7.8012652,-69614.82059,5.7818379,0.69729728,77.042564,19.949886,25.265709,0.45336387,482.8007083,56.052147,1.4334018,4.31112,29.106028,8.192853,5.5710268,-110706.57,520.11249,2.8389602,52.546196
