district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
baghpat,0.02202756,0.024528088,0.12278527,0.14177677,0.056176905,0.13984606,0.17677164,0.19623938,0.88258821,0.29421735,0.88258821,0.29421735,1.9096609,,0.63655365,0.79680651,1.2594839,1.5219408,1.6749278,2.1744227,1.5658629,0.97237068,1.1553603,2.3112268,2.4720378,56.76443161,0.28956974,0.32354003,0.32917407,0.1012441,0.15556809,0.17514044,0.44492337,0.20812134,100.56226,,,,,,58.433109,94,94,94,,,0.2790105,0.2865302,0.046303492,0,,,0.53493166,,,,,,0.89123112,,0.15021224,,0.59617072,0.01460891,,0.066390991,,0.066273198,0.13103735,0.010323703,,,,0.49941325,0.034646213,0,,0.049902581,0.048030667,0.088780299,0.11737239,0,0,0.039495151,0.004739352,,,0.079683132,0.005152166,,0.059742454,,1.5363264,1.9217037,2.4773324,2.381546,0.91836643,0.60647768,0.75057971,2.418318,2.4507525,108.2446376,Matched (3),-0.008642912,,-0.008642912,
lahul & spiti,0.18623959,0.089125171,0.20701702,0.17096867,0.17500716,0.18531677,0.25524479,0.3912662,1,0.10451449,1,0.10451449,1.0504607,,0.35015357,,1.4203055,1.2355001,1.5710547,2.1063256,1.9717292,1.2882794,1.9442487,2.1207108,2.0530281,2.894390004,0.11611098,0.14162214,0.20279405,0.23999068,0.16574982,0.17173724,0.29689068,0.21047799,68.846695,,,,,,54.735577,94,,,,,0.21823148,0.39279932,4.6306581,,,,0.72220337,,,,,,1.0106391,,0.49948663,,0.68327856,0.22856024,,0.33070007,,0.51879871,0.45881858,0.23368432,,,,0.81074494,0.24927846,0.21655345,,0.32314309,0.61062121,0.47760817,0.53871113,0.19721061,0.19721061,0.41466498,0.26522988,,,0.41156748,0.19721061,,0.53419018,,1.5232666,1.3674847,1.7137647,2.563894,2.1817529,1.0465875,2.1757395,2.4245915,2.5518701,3.162302002,Matched (3),-0.010639071,,-0.010639071,
umaria,0.087556057,0.09391737,0.17858526,0.063676603,0.078118563,0.20459199,0.2391576,0.2931717,0.8562451,0.078984752,0.8562451,0.078984752,1.27167,,0.42389002,1,1.9146969,1.5075194,1.2365659,2.7506042,2.378016,2.5186505,2.5235257,2.4217846,2.4767356,33.50709303,0.41714615,0.46392846,0.38794208,0.62843525,0.40500495,0.61681086,0.64428943,0.14889671,69.489403,,,,,,77.050278,94,94,94,,,0.1159576,0.12284657,0.11379772,,,,0.66079378,,,,,,0.87208319,,0.22566396,,0.28797504,0.098258734,,0.085859843,,0.1974595,0.21966513,0.038037546,,,,0.6164608,0.26016405,0.064148515,,0.17555821,0.30366015,0.1840971,0.15696897,0.031188054,0.031727839,0.16758455,0.074590124,,,0.20479253,0.039153326,,0.076775342,,1.9489605,1.6609144,1.9251869,2.6644313,1.6586059,1.478672,1.4542098,2.5108194,2.3060136,61.30660489,Matched (3),-0.015838087,,-0.015838087,
godda,0.049938936,0.008430044,0.070238635,0.069682725,0.00871649,0.11433731,0.14362165,0.28379783,0.78349513,0.17082961,0.78349513,0.17082961,1.7034479,,0.56781602,,2.0658259,1.228573,1.0558063,2.6234386,2.457391,2.6540868,2.5786943,2.7533116,2.4487746,43.21946365,0.38386932,0.44538048,0.62886131,0.45533976,0.35526761,0.49131805,0.56342626,0.86398733,74.149849,,,,,,77.958961,94,,,,,0.07698445,0.076320656,0.14643295,0,,,0.61972737,,,,,,0.79952449,,0.06372451,,0.21310513,0.062626913,,0.073346086,,0.06192245,0.077456385,0.035344172,,,,0.60146391,0.13321993,0.039222073,,0.12624875,0.20785551,0.05051963,0.095431551,0.048143405,0.030153953,0.081168011,0.032977838,,,0.051210094,0.028884131,,0.006607913,,2.0188591,1.8357064,2.1377556,2.6415157,1.9413362,2.1779871,2.1841514,2.5970151,2.2099454,95.321859,Matched (3),-0.016029358,,-0.016029358,
bareilly,0.55226535,0.54906636,0.67418593,0.65732974,0.88981467,0.86357898,0.83747715,0.50196284,0.88330019,0.22269,0.88330019,0.22269,1.7917454,,0.59724849,0.85444045,1.5203279,1.6912794,1.7665135,2.2969375,1.8446141,1.5324602,1.598212,2.2267652,2.3935971,165.5997174,0.23331982,0.26305968,0.27783859,0.16977803,0.19431077,0.19086979,0.3468717,0.20988385,128.12283,,,,,,60.80801,94,94,94,,,0.27203628,0.19860011,0.13434996,0.35578352,,,0.61414248,1,,,,,0.89984334,,0.050149303,,0.41530073,0.0353931,,0.021662481,,0.033886019,0.07914836,0.011244658,,,,0.59096318,0.16305384,0.024739698,,0.077786736,0.048567761,0.19994326,0.097499743,0.027256025,0,0.056923542,0.027099602,,,0.081284672,0.012032758,,0.014583134,,2.2332661,2.0590429,2.6841228,2.2181063,1.8435729,1.5746714,1.5691967,2.442955,2.5943718,393.2199044,Matched (3),-0.01654315,,-0.01654315,
bhilwara,0.1737,0.13699955,0.2975097,0.15332684,0.23986298,0.29566106,0.25386959,0.18758811,0.90304124,0.4494082,0.90304124,0.4494082,1.9857386,,0.66191286,1,1.275317,1.8404623,1.8723767,2.2701201,1.1168967,0.75798136,0.73046988,2.5506442,2.7460208,58.67390259,0.29616857,0.26538453,0.24552271,0.23517285,0.17683232,0.164352,0.27769452,1.1884476,76.330811,,,,,,63.708073,94,,,,,0.052076846,0.16746387,0,0,,,0.60940427,,,,,,0.92072076,,0.1332211,,0.43240157,0,,0.076270692,,0.053666595,0.085151374,0,,,,0.58514702,0.11007334,0,,0.06077202,0.11773977,0.17496461,0.12322982,0,0,0.029414844,0.060328115,,,0.081819125,0,,0.10835642,,1.6116444,2.2285507,2.4358201,2.6622694,0.44430774,0.24755388,0.3959246,2.730988,2.5067739,202.4037547,Matched (3),-0.017679513,,-0.017679513,
meerut,0.17462806,0.159436,0.34654284,0.44582438,0.16942829,0.63185233,0.47553211,0.69609046,0.89670402,0.37606749,0.89670402,0.37606749,2.095253,,0.69841772,0.4342232,1.2117182,1.6979386,1.7269741,2.2684379,1.8119413,1.5116204,1.7925594,2.1653769,2.5346377,143.2492972,0.2573027,0.27211067,0.31472605,0.21857165,0.16964866,0.28247663,0.30770138,0.24058267,124.54836,,,,,,53.445263,94,94,,,,0.39387292,0.36752707,0.15784878,0.22857209,,,0.56270474,0.57313901,,,,,0.91441852,,0.18399169,,0.61103874,0.041141,,0.073333912,,0.050145779,0.10876774,0.018630909,,,,0.49349689,0.15278107,0.061489116,,0.11163131,0.0903816,0.20594533,0.13597187,0.044441883,0.003553576,0.074641488,0.069835275,,,0.12888688,0.039760847,,0.056146,,1.7655417,1.9675087,2.612736,2.1456492,1.6437176,0.97804862,1.3546922,2.4196839,2.3500667,389.1550111,Matched (3),-0.0177145,,-0.0177145,
faizabad,0.18710111,0.14609928,0.15392764,0.18951967,0.1963724,0.31210557,0.2336676,0.17757872,0.89461315,0.17297897,0.89461315,0.17297897,1.5980482,,0.53268272,0.52326697,1.7733209,1.1688856,1.3476784,2.5694382,1.6900052,1.4887197,1.597043,2.4995222,2.6070518,103.1481107,0.39993569,0.41635004,0.4609144,0.23021618,0.2774016,0.36585903,0.5508393,0.54438496,99.503761,,,,,,71.127846,94,94,94,,,0.23610395,0.17759517,0.088498905,0,,,0.59754467,,,,,,0.91359806,,0.04250966,,0.43815348,0.036458742,,0.063895188,,0.018106339,0.096252255,0,,,,0.50107008,0.091014333,0.005891259,,0.072046347,0.12790227,0.071760342,0.086037554,0.005660392,0,0.043544609,0.01347628,,,0.071127951,0,,0.053589743,,2.0170176,1.1458703,1.5509651,2.7630935,1.1662259,1.100822,1.1137215,2.4742789,2.5127742,190.8450916,Matched (3),-0.018984914,,-0.018984914,
arwal,0.10085411,0.057078216,0.13461633,0.083726846,0.031116111,0.17652297,0.17948551,0.51365882,0.85407549,0.040788773,0.85407549,0.040788773,0.7498849,,0.24996164,0.51914895,1.7515706,1.376507,1.3086007,2.6575937,2.4896357,2.5483243,2.5248947,2.5125043,2.3551319,69.07402423,0.2532973,0.28990319,0.3046948,0.14210701,0.27730963,0.30752024,0.43889448,0.24441805,75.890579,,,,,,74.043053,94,94,,,,0.097417697,0.11961912,0.41412464,0,,,0.5918932,1,,,,,0.87367535,,0.15707991,,0.29664513,0.073273711,,0.10199774,,0.17368875,0.079083376,0.023951996,,,,0.54371929,0.20484376,0.045304243,,0.14198689,0.18929048,0.12411148,0.092674583,0.032919951,0.032534156,0.082383223,0.052481882,,,0.095743164,0.023543138,,0.02500028,,1.8879604,1.5745329,2.2037177,2.7179551,2.3303931,2.2649922,2.3510399,2.7678988,2.3508725,57.03236346,Matched (3),-0.019599855,,-0.019599855,
morena,0.27845567,0.22140189,0.29964936,0.31706071,0.27187094,0.33142516,0.26552331,1.1127454,0.82154554,0.2175321,0.82154554,0.2175321,1.5358479,,0.5119493,0.77030498,1.3628035,1.4763864,1.5019175,2.1363192,0.71664733,0.54547966,0.59622204,1.6754996,2.0904653,60.68414247,0.13726579,0.17002428,0.17821366,0.082619824,0.13310395,0.15611941,0.31776777,0.53537077,70.335876,,,,,,70.782501,94,94,,,,0.12427232,0.087143399,0.12256368,0,,,0.61111927,,,,,,0.84217656,,0.11258854,,0.32543471,0.039864346,,0.094740734,,0.11683814,0.13585481,0.004285979,,,,0.54917806,0.082776137,0.020134963,,0.096108966,0.16912712,0.18226454,0.11526478,0.009535549,0,0.080702201,0.031150021,,,0.072300687,0.009270795,,0.060856428,,1.5376918,1.6082038,1.5336548,2.233546,0.71374428,0.56536472,0.61283684,2.4076233,2.1048422,162.7949064,Matched (3),-0.020631015,,-0.020631015,
ribhoi,0.3631953,0.6111635,0.3230505,0.34625039,0.074756265,0.79063481,0.72307688,0.73587418,0.8211627,0.091423176,0.8211627,0.091423176,1.2856234,,0.42854112,0.69620419,1.8818101,1.8266584,1.53854,2.0773325,2.222079,2.3257051,2.3611205,2.062134,2.0841546,33.08202945,1.1442037,1.1606781,1.0763979,1.2082232,0.80828887,1.1082535,0.97107512,1.2326726,18.799566,,,,,,69.279869,94,94,,,,0.20953506,0.23925146,0.41258177,,,,0.72673321,,,,,,0.84202945,,0.41387945,,0.16435082,0.10503373,,0.11575837,,0.35120243,0.31288034,0.19007996,,,,0.62227672,0.38679284,0.36196819,,0.3684507,0.30808851,0.37819168,0.36721236,0.24160689,0.12114627,0.2473944,0.23784204,,,0.39768004,0.12332427,,0.010038281,,1.940472,1.8017318,1.4330809,2.1283512,2.1309516,2.2838609,2.3402295,2.1610582,2.1486306,19.85614597,Matched (3),-0.020866752,,-0.020866752,
begusarai,0.21151137,0.24382371,0.26140755,0.20949149,0.23737153,0.21284227,0.23767263,0.31583843,0.86855304,0.072145574,0.86855304,0.072145574,1.0711118,,0.35703725,0.46108755,1.4484482,1.5691084,1.523605,2.3104961,2.3075178,2.3673263,2.377409,2.4016302,2.8168719,498.0956464,0.52811068,0.50972235,0.47664431,0.29445651,0.44967875,0.38974932,0.58670479,0.37154374,79.10006,,,,,,71.461441,94,94,94,,,0.13945188,0.14999892,0.097041346,0,,,0.56571102,1,,,,,0.88983834,,0.037121162,,0.3607648,0.075773768,,0.069555797,,0.030394418,0.087112531,0.047018059,,,,0.51094675,0.12312242,0.024812423,,0.12099818,0.1949046,0.29119748,0.14299734,0.012954419,0.059427742,0.10100688,0.0625339,,,0.13107781,0.00255822,,0.011227287,,1.9265286,1.2899057,1.2809786,2.6309485,2.2338462,2.2717831,2.2764037,2.5127616,2.3372567,318.4342371,Matched (3),-0.021285295,,-0.021285295,
rampur,0.11161676,0.12051589,0.12932236,0.10819232,0.098111175,0.12225655,0.14529738,0.71814609,0.91110235,0.21077067,0.91110235,0.21077067,1.6471013,,0.54903376,1,1.5582945,1.6829067,1.6062586,2.3069453,1.6188476,1.2783244,1.6797816,2.1883304,2.5420156,80.63183093,0.34688705,0.37630305,0.4242222,0.21623781,0.30417532,0.28931755,0.41691476,0.55524462,112.57783,,,,,,62.849777,94,94,,,,0.3271654,0.22458977,0,1,,,0.71313614,1,,,,,0.93378633,,0.02398666,,0.49856389,0.044676907,,0.028549498,,0.01018827,0.23007786,0.010011857,,,,0.69106388,0.13036589,0.014541006,,0.074138068,0.030238563,0.24620964,0.13264374,0.005205799,0.005112965,0.068951622,0.027360652,,,0.20637742,0.014923254,,0.029267671,,2.1574275,2.0371304,2.5578773,2.2568531,2.0096345,1.8832411,1.9584938,2.520927,2.5764389,198.2803773,Matched (3),-0.022683978,,-0.022683978,
shahjahanpur,0.48014912,0.45494029,0.6814431,0.55651134,0.5436132,0.76917303,0.68444401,0.82189256,0.86742586,0.20001599,0.86742586,0.20001599,1.3671963,,0.45573211,0.68790781,1.6165724,1.9192742,1.9918003,2.530906,1.7816094,1.7935864,1.8346279,2.549587,2.6186423,137.2362435,0.38082346,0.28968886,0.3707512,0.25758412,0.20628887,0.32868892,0.47040272,0.22548395,131.50362,,,,,,69.163231,94,94,,,,0.27504873,0.17557061,0.10146815,,,,0.54042566,1,,,,,0.89079809,,0.034076463,,0.41966403,0,,0.033880413,,0.015219946,0.11542793,0.013368877,,,,0.53036797,0.18101048,0.013368877,,0.14416178,0.082942598,0.18459609,0.11420142,0.013368877,0,0.10658749,0.042485733,,,0.11473301,0.006722977,,0.010613185,,2.0442779,1.9829187,2.4479768,2.4211826,1.4586669,1.2695036,1.3480476,2.3106017,2.4526064,237.0441173,Matched (3),-0.023372233,,-0.023372233,
rewa,0.21688111,0.24338162,0.28267255,0.17790781,0.27637637,0.44635984,0.3950063,1.9461726,0.77616221,0.085728481,0.77616221,0.085728481,1.2369559,,0.41231865,0.40923443,1.5507603,1.4670109,1.666515,2.4642787,1.7915403,1.7226257,1.4960436,2.2929983,2.1856649,64.53148592,0.28994817,0.31504315,0.26197523,0.17564511,0.33242494,0.30879039,0.42410955,0.65246969,70.591927,,,,,,73.841393,94,94,94,,,0.083847664,0.11266348,0.11573084,0,,,0.55938303,0,,,,,0.80193412,,0.10523655,,0.32343119,0.026236925,,0.025962375,,0.042832285,0.066510096,0.006875706,,,,0.51207501,0.21043813,0.026913377,,0.15635648,0.14898077,0.047900971,0.064124964,0.012670148,0.014686151,0.077440448,0.05873967,,,0.096648261,0.014686151,,0.038634166,,1.8411764,1.5356764,1.7302495,2.727035,1.1939833,0.95595783,0.91541672,2.284039,1.9984344,232.5953719,Matched (3),-0.025771916,,-0.025771916,
nagapattinam,0.24481022,0.39427593,0.14021549,0.083818056,0.089889303,0.32982644,0.38718149,0.52092099,0.83322638,0.21263932,0.83322638,0.21263932,1.657124,,0.55237466,,1.2724488,1.3592675,1.7790453,2.0354049,1.7817324,1.9617299,2.1102602,2.182451,2.1665215,50.14308472,0.52891487,0.59720755,0.58247542,0.37175322,0.425165,0.33228946,0.52492273,0.55316645,48.228428,,,,,,50.268093,94,,,,,0.26563513,0.093211025,0,,,,0.68866229,,,,,,0.85911262,,0.32514727,,0.31417468,0.39307231,,0.37006614,,0.46022141,0.15848289,0.084678531,,,,0.52702618,0.382714,0.42588213,,0.31046513,0.47607803,0.22814301,0.37864867,0.11454579,0.24666129,0.24154907,0.18406063,,,0.20768866,0.077747345,,0.18068205,,1.2409568,1.8457627,1.5444167,2.3465781,1.9773632,2.0286753,2.2807903,2.0314925,2.1358888,236.1627563,Matched (3),-0.025886238,,-0.025886238,
sivaganga,0.5898959,0.56552428,0.39491251,0.25956559,0.37426099,0.70643437,0.72449166,0.5544132,0.96437204,0.54372358,0.96437204,0.54372358,2.2064664,,0.73548883,,1.0834126,1.4109771,1.5476034,1.9532692,1.9572511,2.1069841,2.1899841,2.4423246,2.4137237,38.8739906,0.75697643,0.91255051,0.77940321,0.6721769,0.56911784,0.39905903,0.67874265,0.61082065,73.182625,,,,,,43.268555,94,,,,,0.31973609,0.28947541,0.45314443,,,,0.77387881,,,,,,0.99744731,,0.31071961,,0.41811714,0.32395688,,0.38849822,,0.40844479,0.26995018,0.083432607,,,,0.59429431,0.35607925,0.43156245,,0.35750565,0.33025712,0.25543535,0.46000329,0.1627932,0.3346912,0.30778557,0.17830198,,,0.36499876,0.070909947,,0.1914928,,1.1982275,1.7718337,1.3628044,2.1013174,1.9483526,2.0401669,2.1380191,2.2285333,2.1837914,191.535538,Matched (3),-0.033075273,,-0.033075273,
dindori,0.040912379,0.028434269,0.09653987,0.066805594,0.032037947,0.19393803,0.1370997,0.25913709,0.81533337,0.17342404,0.81533337,0.17342404,1.5175359,,0.50584531,0.6307202,2.0751417,1.3360466,1.3061701,2.5362983,2.1688402,2.2251196,2.279197,2.4032025,1.8236552,32.86667895,0.23561595,0.23362972,0.21240698,0.25346318,0.1562099,0.1871347,0.23429888,0.75101298,67.783272,,,,,,79.975616,94,,,,,0.061613787,0.056840472,0,,,,0.65726095,,,,,,0.85242081,,0.034599192,,0.17417195,0.006426787,,0.02019247,,0.013383527,0.056584224,0.056755278,,,,0.622657,0.25523764,0.013951435,,0.1522689,0.18221365,0.083667219,0.10649377,0.056755278,0,0.12148754,0.006175128,,,0.050158791,0,,0.037207276,,2.3560767,1.5889207,1.7757884,2.8047235,2.0283401,2.0208981,2.0266576,2.5986621,1.8571497,69.2841799,Matched (3),-0.03708744,,-0.03708744,
ambedkar nagar,0.18366021,0.27211556,0.35865366,0.15986007,0.11872607,0.34064841,0.51807952,0.60274583,0.86670691,0.13108988,0.86670691,0.13108988,1.7220104,,0.57400346,0,2.1011574,1.2563941,1.2036893,2.602567,1.9380985,1.9824015,2.0949934,2.2828281,2.675806,82.07492498,0.35296917,0.40179136,0.48908773,0.34938931,0.32415941,0.35106236,0.55066556,0.30507761,106.36105,,,,,,69.978165,94,,,,,0.30540493,0.3035644,0,,,,0.59814245,0.39176244,,,,,0.90469098,,0.090604685,,0.51719558,0.015578951,,0.11421832,,0.031568158,0.18488431,0.009782516,,,,0.55001563,0.18141404,0.02545047,,0.1125432,0.20171671,0.064348653,0.094125845,0.009782516,0.005178405,0.15016232,0.052074768,,,0.12047194,0,,0.01589996,,2.0168347,1.1287204,1.6189669,2.7063875,1.8559296,1.7891523,1.8045076,2.5647609,2.6062229,245.5291635,Matched (3),-0.037984073,,-0.037984073,
saharanpur,0.053505573,0.040507119,0.068608336,0,0.005396484,0.12849598,0.15413271,0.10162079,0.87686086,0.12582704,0.87686086,0.12582704,1.7349002,,0.57830006,1,1.4222826,1.4822763,1.5748948,2.2955337,1.9939889,1.7217554,1.8649429,2.6022284,2.4945576,137.2738294,0.20811307,0.27280182,0.25715852,0.19160879,0.23799467,0.24199925,0.34034261,0.36842507,101.88046,,,,,,58.094765,94,94,94,,,0.30895481,0.20758013,0.029330246,0.19382671,,,0.64121991,1,,,,,0.91625905,,0.12604967,,0.48582348,0.051859595,,0.031788453,,0.06873931,0.12035577,0.003664198,,,,0.58457339,0.14852263,0.026148545,,0.10092023,0.061227076,0.14121233,0.15903986,0.014667473,0.011190324,0.12214699,0.048503008,,,0.087711073,0.005539422,,0.050972741,,1.9682689,2.0313082,2.5387533,2.387373,1.5100259,0.96787614,1.3438852,2.5782993,2.4610624,283.2400759,Matched (3),-0.039398193,,-0.039398193,
