district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
alirajpur,0.074926034,0.060628295,0.070968665,0.052104365,0.11669219,0.14004563,0.26258999,0.22285588,0.82330692,0.13328543,0.82330692,0.13328543,0.95842516,,0.31947505,0.47961354,1.7982776,2.0865376,2.0735989,2.6464772,1.4004347,1.4271338,1.511345,2.4404249,2.3666186,21.8867451,0.27338636,0.30771181,0.38619339,0.18347108,0.3203131,0.38593712,0.61126262,0.39305514,88.269508,,,,,,68.104668,94,94,94,,,0.062681615,0.088676512,0.094373941,0,,,0.50105953,0.67654067,,,,,0.66566527,,0.049224775,,0.22410536,0.033606034,,0.034820944,,0.090232678,0.11104003,0.017826898,,,,0.44047388,0.075156257,0.057123881,,0.098228566,0.12387201,0.11083418,0.1039277,0.010812504,0.028601544,0.068441913,0.04191374,,,0.067947648,0.014584454,,0.048862793,,1.9269855,1.3512993,1.6561699,2.2506058,1.642715,1.6821321,1.8799511,2.5730584,2.365715,77.46490091,Matched (3),0.15764165,,0.15764165,
shivpuri,0.22117925,0.22634849,0.23250566,0.25510681,0.18110867,0.20574258,0.22581472,0.065124795,0.91058278,0.24008356,0.91058278,0.24008356,1.7728075,,0.59093583,,1.50484,1.8022977,1.501734,2.3260312,1.3286277,1.0987455,1.0861431,1.6372334,1.6871302,70.09749609,0.26404446,0.17547917,0.24483654,0.12655106,0.1099252,0.1960012,0.26825315,0.21333128,62.86396,,,,,,73.682182,94,94,,,,0.094337173,0.10735352,0.098259158,0,,,0.58160532,,,,,,0.75305259,,0.12245208,,0.27208862,0.050907444,,0.084953777,,0.12915473,0.21209636,0.011469033,,,,0.51608431,0.14447837,0.018629091,,0.14890203,0.22977792,0.21649149,0.17317194,0.005645718,0.005114977,0.06015908,0.055947993,,,0.11485892,0.005114977,,0.02943043,,1.8311018,1.6605129,1.6356565,2.4674349,0.76728857,0.72119159,0.79499406,2.4778075,2.3271244,169.828857,Matched (3),0.15753019,,0.15753019,
bara banki,0.61665338,0.57713985,0.62911081,0.43148744,0.4657678,0.52590096,0.66017747,1.0746704,0.82642341,0.095004931,0.82642341,0.095004931,0.93483549,,0.31161183,0,2.0128367,1.6372739,1.6702579,2.3620279,1.4753113,1.372411,1.4097086,2.1257002,2.1078153,128.4283074,0.22898783,0.23357531,0.28928727,0.31216916,0.25843206,0.36104777,0.54356366,0.2733472,89.374863,,,,,,63.736057,94,,,,,0.24978672,0.17722204,0.081489712,,,,0.4083862,,,,,,0.66951412,,0.048235442,,0.40012562,0.085095197,,0.0292587,,0.050927062,0.13726707,0,,,,0.36588687,0.036246702,0.029733161,,0.078678623,0.070379637,0.014018079,0.12707408,0,0.006093626,0.04848785,0.032185782,,,0.075131759,0,,0.012557378,,1.8679103,1.5842692,1.8281183,2.617229,1.0237309,0.92361212,0.95667428,2.4847791,2.3255532,256.8412932,Matched (3),0.15690929,,0.15690929,
rajsamand,0.067638859,0.081067063,0.086471118,0.072815768,0.080735162,0.064789623,0.1766746,0.24818033,0.94731534,0.34474564,0.94731534,0.34474564,2.248961,,0.74965364,0,1.2810348,1.6565361,1.4688909,2.1926851,1.2141715,0.66551119,0.88651943,2.3215802,2.1220956,51.53407314,0.15138978,0.14591429,0.15106428,0.13993886,0.18660225,0.13315511,0.24303813,0.90092558,101.65845,,,,,,64.125023,94,94,,,,0.12980008,0.11755255,0,0,,,0.45386085,,,,,,0.79083079,,0.050674114,,0.53501111,0.035471592,,0.092471518,,0.034795675,0.082280718,0.005980023,,,,0.32604307,0.054819778,0.010854664,,0.024050334,0.062424649,0.077483669,0.12638837,0.005980023,0.005980023,0.041398782,0.039748941,,,0.043407388,0.005980023,,0.13890272,,1.5610693,2.2215681,2.6672039,2.6427765,0.78134644,0.67354035,0.76033425,2.7349765,2.59007,103.9782457,Matched (3),0.15648454,,0.15648454,
mokokchung,0.65874392,0.90539974,0.96128976,0.80257249,0.8007313,1.4582262,0.93074584,0.13536215,1,0.18109044,1,0.18109044,1.7382011,,0.57940036,0.65630901,1.6389822,2.1298556,1.734925,2.3925023,2.3200548,2.4128823,2.31457,2.3476589,2.4354954,14.24752806,0.3459444,0.85411793,0.73725969,0.61070579,0.57310581,0.67424244,0.85498512,0.17345999,47.700901,,,,,,44.463951,94,,,,,0.31104997,0.21221741,,,,,0.7992599,,,,,,0.84396285,,0.27183342,,0.30104619,0.20967947,,0.21653399,,0.16858347,0.21338812,0.11082695,,,,0.6755619,0.20265491,0.20476767,,0.16198258,0.25237405,0.10258146,0.22904664,0.22996302,0.042404402,0.059774708,0.067098409,,,0.39035413,0.17198248,,0.069024891,,1.4066107,2.2245595,1.4685909,2.3991573,2.0510807,2.1991348,1.9828662,2.2676132,2.2759624,8.742815025,Matched (3),0.15603715,,0.15603715,
ballia,0.23902503,0.17230628,0.25348917,0.1092086,0.12358992,0.36614618,0.34149012,0.66464347,0.90029001,0.24382722,0.90029001,0.24382722,1.5490046,,0.51633489,0.74903834,1.8378193,1.4348916,1.3118968,2.4442995,1.8665637,1.7034721,1.5791605,2.298352,2.1286445,100.4349248,0.29401433,0.35646942,0.44086432,0.13350777,0.25303957,0.32983518,0.45471254,0.43315601,99.43045,,,,,,77.042778,94,94,,,,0.24318433,0.36039943,0.75294453,0,,,0.54960608,,,,,,0.7444976,,0.093744382,,0.44671401,0.018400785,,0.042851429,,0.071226068,0.19199203,0.010635964,,,,0.51648545,0.17516063,0.040168528,,0.15473486,0.1505136,0.025330411,0.074680038,0.010635964,0,0.088569805,0.082502753,,,0.19713013,0.008733096,,0.05216356,,1.8411142,1.2745144,1.5593985,2.6651402,1.8511205,1.789049,1.821136,2.5440984,2.5646257,272.2088503,Matched (3),0.15579242,,0.15579242,
korba,0.45061868,0.49294916,0.51812094,0.53324753,0.45951188,0.63968718,0.79337776,1.2849882,0.86851144,0.20874161,0.86851144,0.20874161,1.6436031,,0.54786766,0.55772382,2.1854022,1.6661972,1.3386705,2.4104407,2.2771211,2.3658273,2.4067695,2.5860169,2.5191748,56.15817316,0.10996607,0.11359323,0.140046,0.090723202,0.083098896,0.22154224,0.24074858,0.54567546,62.956108,,,,,,76.83976,94,94,,,,0.05895276,0.052079428,0.032892711,0,,,0.68416959,,,,,,0.71351582,,0.041824955,,0.1558086,0.035160001,,0.045218475,,0.13880055,0.22639848,0.018325854,,,,0.65243208,0.25116688,0.062657632,,0.28047645,0.36695752,0.10767698,0.15070637,0.021753319,0.020845886,0.15070839,0.032190334,,,0.18585891,0.008518675,,0.011913217,,2.2820609,1.6738925,1.4801717,2.5614896,2.166317,2.1084006,2.175673,2.6106348,2.3434529,122.6337317,Matched (3),0.15499562,,0.15499562,
yanam,0.56497931,0.86393493,0.41828763,0.32946697,0.31970596,0.43415505,0.62292403,0.33745369,0.92999732,0.63102192,0.92999732,0.63102192,1.924727,,0.64157563,1,1.1293515,1.6873,1.7659395,2.2494121,2.0168962,1.8856325,2.2568393,2.301193,2.4046435,2.536830998,0.37294289,0.5795908,0.41019955,0.29706705,0.34634769,0.32320186,0.4779394,0.39271131,45.50576,,,,,,59.842266,94,94,,,,0.25502798,0.3216992,0.49648425,,,,0.69724894,,,,,,0.77507657,,0.45088825,,0.43274483,0.28040394,,0.29824281,,0.4756141,0.28129923,0.11210882,,,,0.49686384,0.34504148,0.40678275,,0.36708379,0.39564562,0.31190181,0.37448102,0.12535296,0.22890252,0.1661649,0.23419076,,,0.26393282,0.11366713,,0.2279287,,1.272953,1.9140214,1.3772764,2.0720005,1.9886025,1.7774582,2.0751748,2.3404446,2.4376752,6.985621912,Matched (3),0.15492076,,0.15492076,
jajapur,0.13340655,0.19727662,0.20492129,0.11995798,0.1053608,0.15738684,0.33996069,0.41153133,0.84259146,0.2474743,0.84259146,0.2474743,1.3999243,,0.46664143,0,2.0154555,1.2556037,1.0848278,2.7081821,2.2086232,2.0825002,2.2769022,2.0088353,2.5656815,77.68872282,0.44289517,0.42278028,0.4522233,0.31507576,0.33581388,0.35825944,0.61064899,0.64164907,52.347492,,,,,,76.818176,94,94,,,,0.12326189,0.069583982,0,0,,,0.68365526,,,,,,0.68844974,,0.18938036,,0.27965179,0.30037954,,0.34660497,,0.16504176,0.2722452,0.066842936,,,,0.52477169,0.29806113,0.11372437,,0.33848101,0.42365173,0.27772522,0.31353849,0.075598001,0.083558403,0.16535294,0.14448486,,,0.27259368,0.048893072,,0,,2.0245998,1.3404535,1.1830482,2.601598,2.0390954,2.1740036,2.2172949,1.3313398,1.9559841,176.2325104,Matched (3),0.15414172,,0.15414172,
banas kantha,0.32734913,0.26573536,0.25704214,0.25016564,0.17647582,0.30937588,0.34285739,0.40694797,0.8811996,0.15163301,0.8811996,0.15163301,1.4187776,,0.47292584,0.33936337,1.2840132,1.7698194,1.6013178,2.37204,0.70053911,0.6022718,0.88351876,2.143486,1.9656565,306.6250252,0.21810539,0.26698971,0.26084054,0.17406356,0.1992593,0.28663227,0.24781582,0.17380024,63.508591,,,,,,67.354538,94,94,94,,,0.11016794,0.12061362,0.10407832,,,,0.59926778,,,,,,0.72801161,,0.065421641,,0.35827151,0.016265601,,0.060925148,,0.071025968,0.084160946,0.006445203,,,,0.47921219,0.11341049,0.006445203,,0.097054936,0.2430537,0.10307029,0.24406646,0.006899496,0.013191292,0.006638866,0.081597216,,,0.33398506,0,,0.038081765,,1.3036405,1.6313641,1.3671796,2.4873552,0.37109023,0.32382438,0.39118046,2.7061419,2.4711406,435.0442557,Matched (3),0.15318799,,0.15318799,
kozhikode,0.46829405,0.60842073,0.44338652,0.43429664,0.31017458,0.66454041,0.6907683,0.33276817,0.98126048,0.50115478,0.98126048,0.50115478,2.4899263,,0.82997543,,1.3678589,1.5305966,1.9770656,1.957763,1.8855975,1.4367123,2.2372441,2.0929286,2.1484876,393.4275305,0.3349933,0.47190252,0.24513964,0.31671053,0.12855573,0.48932055,0.62950397,0.36973524,33.79845,,,,,,62.521893,94,,,,,0.13473637,0.13486078,,,,,0.79097241,,,,,,0.83043337,,0.30468136,,0.20940238,0.15297613,,0.12326995,,0.010908186,0.20205556,0.038140789,,,,0.64761502,0.20067394,0.2365081,,0.17940782,0.10781111,0.33956528,0.30129725,0.037200201,0.20435749,0.2187123,0.048399922,,,0.16652641,0.020565454,,0.016634747,,1.7381467,1.8419232,2.2655926,1.7934052,1.9926484,1.2318758,2.40119,2.155349,1.9304727,372.6344111,Matched (3),0.15082711,,0.15082711,
sidhi,0.044873908,0.10313392,0.11912118,0.098636456,0.062884085,0.12384413,0.2134551,0.72155315,0.7878558,0.16786394,0.7878558,0.16786394,1.4385773,,0.47952574,1,1.7941592,1.2855,1.5285282,2.568507,1.5315363,1.3237699,1.3624592,2.3543067,1.3435984,39.30738594,0.363713,0.29074895,0.32819164,0.44359449,0.2970539,0.57467091,0.42264217,0.39274448,66.795685,,,,,,75.887421,94,94,,,,0.070998229,0.084289588,0,,,,0.51312417,1,,,,,0.6371839,,0.11470369,,0.25481036,0.0673237,,0.055409767,,0.12833542,0.26666564,0.05660601,,,,0.50067931,0.21991985,0.061621469,,0.19702297,0.35008171,0.14538081,0.16403431,0.061471075,0.050610896,0.0830293,0.08058247,,,0.12283108,0.05660601,,0.086170003,,1.7863966,1.3600174,1.5443817,2.4408748,0.82884175,0.76925659,0.7944209,2.1696925,1.1051092,112.9654373,Matched (3),0.1506719,,0.1506719,
south twenty four parganas,0.29967141,0.28739926,0.2888388,0.2060283,0.1371275,0.318185,0.27076706,0.1623885,0.90695596,0.085639141,0.90695596,0.085639141,1.6762444,,0.55874813,1,1.8718475,1.642952,1.0949442,2.3971865,1.7510027,1.7343078,2.3158708,1.9870278,2.3840725,1135.733655,0.25891554,0.37494829,0.39027974,0.1495799,0.17187084,0.2174854,0.40123636,0.70637459,52.752151,,,,,,74.524437,94,,,,,0.14470145,0.053271588,0,,,,0.73209029,,,,,,0.75666457,,0.1050919,,0.19812214,0.21012078,,0.18444054,,0.093263485,0.21358116,0.042181272,,,,0.59355402,0.35714209,0.42615199,,0.33103225,0.45813507,0.10101231,0.38955536,0.030413674,0.055840977,0.10194136,0.067655735,,,0.27694836,0.041665237,,0.066875763,,1.9742483,1.6742126,1.3149054,2.1351831,1.8545034,1.4750495,2.513582,2.0744281,2.2601149,725.0216751,Matched (3),0.15029138,,0.15029138,
baramula,0.4791756,0.47704527,0.56895918,0.46382871,0.37168795,0.66807455,0.6531263,0.73066539,0.94171333,0.30420232,0.94171333,0.30420232,1.7741238,,0.59137464,,1.5041585,2.0954373,1.7989655,2.0473485,2.0165215,2.4381881,2.2211056,1.8291314,1.7318951,135.4725585,0.46979344,0.41023079,0.52106655,0.41891003,0.22148226,0.53284705,0.5139342,0.94043738,51.017311,,,,,,68.536613,94,,,,,0.19735882,0.21563068,0.50269461,,,,0.7401849,,,,,,0.79159576,,0.37397867,,0.39737257,0.17689437,,0.23760174,,0.13924599,0.17665818,0.18764785,,,,0.55118263,0.072484158,0.34897557,,0.12779568,0.38232422,0.094315611,0.51031381,0.086175881,0.070887208,0.076130725,0.19849472,,,0.37285221,0.1818839,,0.068907343,,1.9089483,2.3697855,1.5675114,2.2191219,2.4447436,2.6755946,2.3125153,2.5773475,2.3863599,161.5307655,Matched (3),0.15011758,,0.15011758,
dewas,0.23023011,0.14796674,0.19313021,0.14994578,0.059937462,0.30978268,0.32547086,1.8935521,0.92460626,0.23478648,0.92460626,0.23478648,1.8367661,,0.61225533,1,1.7047719,1.6519753,1.5078958,2.451138,1.6554576,1.3205791,1.425586,2.1296973,2.0896463,70.37503847,0.23342097,0.27686474,0.44605717,0.35202536,0.19703378,0.40070644,0.50539488,0.25684321,91.367676,,,,,,60.471809,94,94,,,,0.12912276,0.031219224,0,,,,0.66985476,,,,,,0.77479649,,0.2386364,,0.34302416,0.049156632,,0.05877376,,0.29338542,0.21509464,0.042659596,,,,0.60870653,0.14047062,0.093413949,,0.1958143,0.26080462,0.17330731,0.18332626,0.035707228,0.018391579,0.087589726,0.1380982,,,0.053666212,0.035702962,,0.040643409,,1.7532943,1.6488831,1.4176984,2.3382499,1.1896803,1.1268326,1.22297,2.4983416,2.2664549,147.0978269,Matched (3),0.14980978,,0.14980978,
jamui,0.047955576,0.074574903,0.18559685,0.072006442,0.066345669,0.17760102,0.22476323,0.20864259,0.92677391,0.078886509,0.92677391,0.078886509,1.3256935,,0.44189784,0.76143324,1.4217294,1.5860662,1.6522667,2.4841187,2.4334428,2.4021175,2.450212,2.5426505,2.6444693,144.7944713,0.31022912,0.34647468,0.38577911,0.22026534,0.35333067,0.3623969,0.42767206,0.29860494,83.909248,,,,,,69.208038,94,94,,,,0.20645769,0.16566779,0.097683653,0,,,0.5133034,1,,,,,0.77741623,,0.1089742,,0.39324614,0.033959687,,0.081835099,,0.11416506,0.14133912,0.019055109,,,,0.47338763,0.15957342,0.064475939,,0.13967659,0.25246668,0.16466436,0.15033458,0.041299172,0.01106209,0.052189399,0.05044489,,,0.063799448,0.011481899,,0.024492374,,1.7666728,1.2546637,1.401544,2.6906257,2.4050922,2.5108142,2.4895437,2.5964265,2.2226872,145.8761225,Matched (3),0.14935768,,0.14935768,
hazaribagh,0.15569298,0.16913454,0.16561891,0.23321567,0.085981034,0.28842205,0.26799533,1.1449097,0.84214664,0.070222713,0.84214664,0.070222713,1.1519293,,0.38397643,0,1.8991604,1.674139,1.4456564,2.4457936,2.3828185,2.4388704,2.4348373,2.5656362,2.4685781,45.1975027,0.18204454,0.22989513,0.21759045,0.38140836,0.16966331,0.18184769,0.18844183,0.33350897,67.940338,,,,,,73.253563,94,94,,,,0.062931135,0.082277223,0.14039876,,,,0.59416491,,,,,,0.69300961,,0.031532016,,0.13170831,0.050695453,,0.072106324,,0.032481108,0.11055852,0.010131729,,,,0.58286679,0.23801801,0.011044452,,0.161341,0.30327427,0.065807328,0.10516553,0.016317733,0.005690145,0.11709985,0.011275528,,,0.054674014,0,,0,,2.0867288,1.647578,1.6020852,2.6896813,2.2851865,2.5277028,2.4701402,2.5106428,1.9341562,176.841598,Matched (3),0.14913702,,0.14913702,
dhar,0.27034995,0.23105483,0.21621022,0.25274116,0.15998572,0.32206872,0.30956593,0.28931692,0.84969932,0.35132462,0.84969932,0.35132462,1.2734016,,0.42446721,0.62286717,2.1420605,2.1442907,2.0686693,2.5252559,1.9048784,1.863203,1.8827261,2.0917437,1.7772919,69.86939913,0.37724611,0.37219605,0.42285776,0.21695714,0.27247018,0.46753725,0.60154378,0.27866891,98.502464,,,,,,60.342304,94,94,94,,,0.062575884,0.022969479,0.056768768,0,,,0.64893639,1,,,,,0.7033869,,0.18097599,,0.33121628,0.06985832,,0.04931486,,0.2241279,0.24128687,0.052134626,,,,0.55637705,0.17448694,0.11249463,,0.1717633,0.28849608,0.21840052,0.21527168,0.028013371,0.010507348,0.13946711,0.15634972,,,0.11728892,0.04185386,,0.03852509,,1.6473182,1.6236949,1.4885459,2.2985511,1.4166008,1.2565601,1.3669208,2.5083969,2.0978549,249.3814902,Matched (3),0.14631242,,0.14631242,
baleshwar,0.45213437,0.43590415,0.45306647,0.37508047,0.27858815,0.25091726,0.5366019,0.23344572,0.84469551,0.23923811,0.84469551,0.23923811,1.2429893,,0.41432977,1,2.1705241,1.4014572,1.1614814,2.8197188,2.1573565,2.3101442,2.2746706,1.5052774,2.6804571,72.00458616,0.38734686,0.59993565,0.48933652,0.14447613,0.22396344,0.41176313,0.73330271,0.53612465,40.767101,,,,,,70.206818,94,94,,,,0.088809803,0.1966984,0,,,,0.68165618,,,,,,0.69861555,,0.070891172,,0.2757521,0.20719334,,0.2940523,,0.052680515,0.26280266,0.015535808,,,,0.48564026,0.16129029,0.0875443,,0.260939,0.37247184,0.1693459,0.20087726,0.019451417,0.045689292,0.052998774,0.068629354,,,0.30373073,0.026124718,,0,,1.9415792,1.6429257,1.2166183,2.5859425,2.018867,2.0442817,2.1574264,1.4313008,2.1036294,230.3462832,Matched (3),0.14607996,,0.14607996,
jhalawar,0.045935977,0.043837421,0.070742317,0.039451279,0.060888987,0.11689571,0.1746804,0.26637733,0.89580417,0.2466512,0.89580417,0.2466512,1.5750241,,0.52500802,,1.5932819,2.0095546,2.1206756,2.3856299,1.2867312,0.95155698,1.0055053,2.4904237,2.6722763,60.88654414,0.15695448,0.16503993,0.1661827,0.20032828,0.18810105,0.17502101,0.21645251,0.044964153,78.116028,,,,,,64.487953,94,,,,,0.042661589,0.065405555,0,0,,,0.36987644,,,,,,0.75005978,,0.040237378,,0.39307126,0.02406672,,0.031576835,,0.070156455,0.064125791,0,,,,0.33543003,0.049056157,0,,0.063620605,0.024371641,0.025647813,0.007933794,0,0,0.032518525,0.007451282,,,0.017559925,0,,0.026115786,,1.5913521,2.1248484,2.5118871,2.7161393,0.51999259,0.37291211,0.4080365,2.8351588,2.6782067,115.9327167,Matched (3),0.14574438,,0.14574438,
mysore,0.3822937,0.6711362,0.65073067,0.30746269,0.27395025,0.67693835,0.85959631,0.87092596,0.90425187,0.41215041,0.90425187,0.41215041,1.6963727,,0.56545758,,1.182675,1.2976143,1.3169432,1.9724948,1.8513094,1.7357637,1.8018615,2.4625165,2.4098709,458.1531055,0.88229477,0.83065087,0.80468655,0.93898517,0.80041593,0.78111959,0.9192456,0.34010077,51.38765,,,,,,61.516083,94,,,,,0.2019888,0.091462336,0.32859701,,,,0.71505535,,,,,,0.75893837,,0.35444403,,0.43420014,0.14262171,,0.22650032,,0.25522316,0.22744073,0.058874305,,,,0.50715744,0.17729922,0.16088822,,0.24294707,0.21302031,0.23343709,0.26532197,0.10945662,0.073165178,0.11096427,0.14568847,,,0.37039042,0.13704126,,0.15982777,,1.2445692,1.2746007,1.2530351,1.9118831,1.843716,1.8500257,1.9433595,2.2290642,2.2269096,309.6061732,Matched (3),0.1453135,,0.1453135,
tinsukia,0.27276114,0.16475323,0.25062698,0.20057429,0.13903283,0.22963353,0.30678207,1.0757512,0.79378814,0.18564267,0.79378814,0.18564267,1.335368,,0.44512269,0.78515929,2.0884731,1.095778,1.8497918,2.4150345,2.1919947,2.1643085,2.2954874,1.8878987,2.436255,174.8244339,0.57436645,0.68526316,0.63007683,0.74891019,0.51368082,0.66047978,0.636805,1.1281946,40.522949,,,,,,78.2201,94,94,,,,0.1136956,0.077493876,0,,,,0.62098563,1,,,,,0.6486392,,0.073590443,,0.22750255,0.072553381,,0.14926697,,0.15915315,0.28950804,0.043423798,,,,0.54550648,0.29470906,0.11292796,,0.19465172,0.21726863,0.067750685,0.27390248,0.059649922,0.046196125,0.3135927,0.093316518,,,0.30119571,0.057543978,,0.052039836,,1.8318344,1.2650676,1.409855,2.4191275,1.9954743,2.0188491,2.1009467,1.564656,1.8059995,137.6507505,Matched (3),0.14514893,,0.14514893,
chandauli,0.1159727,0.12066577,0.23445593,0.094848841,0.16714174,0.32881436,0.44858888,1.0093501,0.84323263,0.2083554,0.84323263,0.2083554,1.6625758,,0.55419195,0,1.7436659,1.2746819,1.1980793,2.5819376,2.014379,2.1131911,2.1272306,2.2217252,2.6062543,85.25969341,0.41319314,0.41642421,0.42741421,0.13651581,0.33085716,0.3106198,0.50507575,0.25376055,92.289589,,,,,,73.921242,94,94,,,,0.23308952,0.19359794,0.111644,,,,0.50150198,,,,,,0.6985504,,0.13112099,,0.44170135,0.052241776,,0.12648019,,0.17601795,0.1975314,0.009516028,,,,0.45426515,0.11642331,0.05435456,,0.099371679,0.26857069,0.071688645,0.088167369,0.016880251,0.013482913,0.10357106,0.023004146,,,0.045430519,0.003983647,,0.058537014,,1.924468,1.1355801,1.3333906,2.6656287,1.9107194,1.7619708,1.8098874,2.3082914,2.2903626,183.8546534,Matched (3),0.14468223,,0.14468223,
south district,0.17727277,0.22741926,0.18888913,0.16268976,0.094221964,0.25101945,0.24914774,1.10361,0.95675814,0.27394658,0.95675814,0.27394658,2.1392233,,0.71307445,,1.1659111,1.2290186,1.2631884,2.1659629,1.9594009,2.1071155,2.0553584,1.9390216,2.4086108,14.13747893,0.023052242,0.059023336,0.010532869,0,0,0.023052242,0.11526121,1.5601146,22.650408,,,,,,69.808273,94,,,,,0.47151586,0.47968715,1,,,,0.75414294,,,,,,0.81256771,,0.30007529,,0.58677828,0.21208031,,0.31647739,,0.21989755,0.32955763,0.18580405,,,,0.56079841,0.25365993,0.18766351,,0.28271303,0.51314402,0.33219254,0.42444247,0.1600491,0.13286254,0.29445508,0.32436234,,,0.46012771,0.1447567,,0.12623744,,1.2336466,1.3499795,1.1670103,2.3731201,2.015568,2.1465733,2.0463276,2.5083249,2.5075784,4.868853875,Matched (3),0.14419043,,0.14419043,
jodhpur,0.10005829,0.1077975,0.12559125,0.054313108,0.087891646,0.17420527,0.22052881,0.1672426,0.90783101,0.37162894,0.90783101,0.37162894,2.0503438,,0.6834479,1,1.3516589,1.6052252,1.6316433,2.4454167,1.5950474,0.76453274,1.0393033,1.7514305,1.8897678,190.5315843,0.25659791,0.23887146,0.27565613,0.15511014,0.18129411,0.24142925,0.34654117,0.44188851,78.65081,,,,,,59.921547,94,94,,,,0.10210181,0.11195603,0.07176514,0,,,0.55295557,,,,,,0.76383394,,0.20948809,,0.54070514,0.015718253,,0.10811435,,0.088834308,0.14200291,0.004448445,,,,0.46923465,0.068131343,0.019338716,,0.023799373,0.077488355,0.11501969,0.14047889,0.004448445,0.008644212,0.040880118,0.058105145,,,0.10234648,0.004448445,,0.13035871,,1.4743109,1.9596026,2.2167728,2.3988864,0.72427398,0.43377417,0.61951405,2.5681648,2.4722292,304.1432962,Matched (3),0.14399707,,0.14399707,
hanumangarh,0.049349308,0.081918634,0.10463727,0.090693653,0.12050468,0.2873219,0.33539096,0.16624896,0.95347583,0.22523497,0.95347583,0.22523497,1.7949758,,0.59832525,0,1.1513067,1.4556414,1.3883435,2.3577662,1.3285863,0.49840766,0.91890657,2.3901136,2.3624787,92.83177775,0.18805571,0.235861,0.24961177,0.24621212,0.2729193,0.31880942,0.3387486,0.27178341,91.395248,,,,,,59.914036,94,94,,,,0.14748771,0.13925768,0.095058605,0,,,0.61662394,,,,,,0.80976462,,0.094286434,,0.47895825,0.090679146,,0.093956105,,0.10098318,0.16089797,0,,,,0.52514857,0.21605805,0.006674345,,0.14575371,0.13629808,0.065628573,0.13448082,0.008919014,0,0.041996285,0.022185743,,,0.052307021,0,,0.21961294,,1.3330021,2.0428207,2.2211449,2.5785391,0.39772841,0.27107126,0.35177246,2.6426725,2.5537016,163.9752635,Matched (3),0.14371121,,0.14371121,
wokha,0.13186902,0.26088423,0.29026583,0.17230289,0.095689267,0.2197385,0.40007755,0.030759782,0.99300951,0.33606035,0.99300951,0.33606035,2.0336483,,0.67788273,0.79042131,1.4261568,2.2681885,1.6271673,2.6933348,2.3490405,2.3869634,2.3736138,2.6204991,2.7483344,9.636576913,0.3287372,0.39701259,0.47522366,0.58341861,0.50608903,0.33688259,0.78070283,0.16233025,34.422771,,,,,,56.560253,94,94,,,,0.23714118,0.24498688,0.25736409,,,,0.69134134,,,,,,0.84933662,,0.34878686,,0.23603107,0.1335004,,0.13198988,,0.22089246,0.056578565,0.39136222,,,,0.5306499,0.24275024,0.36757475,,0.18225732,0.29100579,0.23613878,0.3151553,0.25061366,0.17432894,0.20012294,0.122992,,,0.42318982,0.23676227,,0.028245008,,1.5436728,2.5577507,1.5858053,2.5518513,2.4588628,2.5050633,2.3528016,2.4358318,2.6266327,5.761665961,Matched (3),0.14367288,,0.14367288,
bharatpur,0.1616178,0.19993933,0.22445855,0.11604609,0.074586153,0.25449437,0.38425747,0.46234488,0.88766158,0.18803634,0.88766158,0.18803634,1.5730405,,0.52434683,0,1.3796365,2.0843577,2.0548804,2.5212336,1.4615085,0.77951807,0.85688812,2.331425,2.5722182,84.84058443,0.30219588,0.30594555,0.30269495,0.42155257,0.32224879,0.2873601,0.51642245,0.77800858,78.188301,,,,,,72.71936,94,94,94,,,0.18238871,0.1744457,0.35299483,0,0,,0.53363627,0,,,,,0.74399215,,0.071407281,,0.45696479,0.062915139,,0.064127922,,0.061764482,0.15696335,0.064541742,,,,0.53872329,0.17883292,0.080190159,,0.16431971,0.20209494,0.061777577,0.15252377,0.045801178,0.036970656,0.12133966,0.10960061,,,0.082347929,0.036970656,,0.090658911,,1.3320429,2.0522988,1.7403805,2.5198259,0.84108084,0.44037983,0.60732031,2.3816459,2.2677314,212.220107,Matched (3),0.14366943,,0.14366943,
