district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents
chamoli,14.2857151,uttarakhand,24.693306,30.363306,2.0073807,10.067701,92.62822,20.562937,1.3602573,63.253807,14.166169,208875.3811,3.0655358,14.676541,85.323456,5.0862427,70.75927,3.1468809,67.096642,31.136238,232.7751361
champawat,43.82022476,uttarakhand,21.022591,30.007704,1.7957487,8.9671478,86.587379,20.02198,0.87496799,70.181633,8.9214191,145136.2574,2.9608686,16.756828,83.243172,5.4150181,70.26899,2.6693659,70.413086,21.731024,155.0430422
dehradun,14.21647835,uttarakhand,32.19915,30.311493,2.0049298,10.165074,88.352379,14.367218,5.6400957,46.35461,31.027767,1195130.124,4.4411035,55.213062,44.786934,5.4598722,67.010315,2.3110521,66.469078,40.426014,1073.082183
garhwal,31.29251671,uttarakhand,22.656044,30.80055,1.9003179,9.6062098,88.361015,19.431982,0.26826504,71.098343,9.0672712,295681.2316,3.1745322,17.721884,82.278114,4.8590431,65.428467,4.9198093,65.761688,45.347668,324.2205387
hardwar,10.07874012,uttarakhand,29.769424,29.060736,1.5872914,7.8380308,76.171402,27.745163,1.2151065,21.005703,49.137535,718982.5276,3.7793977,36.232403,63.767601,6.2234263,67.082344,3.8268585,49.529953,42.172947,1175.457776
nainital,24.27536201,uttarakhand,22.345741,30.523335,1.9068317,9.6355476,87.789085,30.730406,1.7674055,53.257561,13.555028,704990.5611,3.8209994,39.391048,60.608952,5.4724278,69.314735,3.4481544,66.187561,34.014309,580.6851593
pithoragarh,47.82608795,uttarakhand,18.354614,30.932999,1.972056,9.8324327,92.140335,25.6457,1.2482871,61.30801,11.625713,203856.0047,3.037118,12.284593,87.715408,5.0845199,71.790741,4.0308094,72.711441,29.342482,310.6154373
rudraprayag,18,uttarakhand,21.494194,30.697098,1.9234053,9.6126404,89.669128,17.209133,0.088455535,80.622719,2.0796936,179686.7227,2.9908042,10.062607,89.937393,5.0487309,71.430588,4.693923,70.377792,31.278292,142.3053887
tehri garhwal,18.03278542,uttarakhand,32.761837,31.217823,1.6516171,8.4145613,76.755867,13.89426,0.74395823,63.473724,21.772629,258637.2477,3.1224365,11.895414,88.104591,4.9498096,70.337387,5.1942325,55.644016,33.476307,285.5413055
udham singh nagar,20,uttarakhand,39.139328,29.831568,1.5543672,7.615612,74.923088,12.463148,8.5922461,34.988617,43.242558,681450.0544,3.7664583,41.313938,58.686066,5.7987862,70.554787,3.2185748,50.59433,38.810753,1159.697085
uttarkashi,22.3776226,uttarakhand,33.964897,30.25749,1.7757716,8.9191675,81.882401,22.500654,3.9107728,14.060709,59.435593,120471.024,2.9450827,8.5602236,91.439781,5.3111897,73.451797,2.17307,55.34565,34.286926,165.8711875
bankura,1.976284623,west bengal,51.092987,30.578075,1.3573469,6.1629157,72.647873,34.908649,13.273287,32.691391,14.445332,-777809.2492,1.7939785,8.9390144,91.060982,4.9746885,79.734749,3.8573551,31.118805,20.706566,2290.466532
birbhum,13.55932236,west bengal,47.864532,30.162981,1.4025989,6.2559972,75.875694,40.167301,9.8538923,31.199699,18.684729,-616991.6061,2.0243592,11.185761,88.81424,4.9838128,79.735771,6.0035844,39.296822,18.566551,2587.613793
dakshin dinajpur,19.88950157,west bengal,23.710751,31.113043,1.5419585,7.0197721,81.747986,47.471134,19.621578,22.870724,8.8564577,-547039.1962,2.0239537,14.866254,85.133743,4.6287599,77.912132,6.7273417,61.470234,20.192167,1217.617869
darjiling,24.01433754,west bengal,19.606514,31.377325,1.6718588,7.9170308,84.374832,35.872192,18.76687,27.90786,17.251162,78618.41637,2.8818831,43.176399,56.823605,4.8752031,70.741341,4.6370783,69.554344,19.694574,1156.701266
haora,15.13292503,west bengal,32.529743,31.393253,1.747046,8.0612793,87.759216,29.093206,1.3472074,56.881386,12.041322,189697.7622,3.0843942,66.9058,33.094204,4.7443738,73.887016,3.829252,62.106396,18.132393,3320.21573
hugli,18.26309204,west bengal,30.521896,31.618551,1.7002002,7.842793,86.513649,32.742416,5.2087169,51.131351,9.9576092,-80494.11885,2.6787891,37.287163,62.712837,4.7324052,77.793137,4.595747,59.615242,17.255827,3730.965059
jalpaiguri,27.25,west bengal,31.618027,31.281445,1.5290209,7.0521722,77.795486,51.440357,19.943827,15.087684,11.583425,-274135.4981,2.3806832,29.231422,70.768578,4.611095,72.228447,4.9522085,57.60231,22.140036,2628.085972
koch bihar,22.3776226,west bengal,50.716232,30.611784,1.5570569,6.8602457,83.643669,62.391842,0.63036132,18.420509,15.343256,-562822.0584,1.9352534,11.418026,88.58197,4.6387744,80.740128,3.4730103,41.684837,19.763435,2026.147985
kolkata,17.98107338,west bengal,7.1153488,32.516041,1.9592292,9.5118761,91.203461,24.379986,0.84708172,66.605499,6.3614979,677706.895,3.7731674,100,0,4.3691158,67.369934,4.5981593,86.19899,28.081173,2786.060735
maldah,19.81424141,west bengal,50.331509,29.920122,1.3612831,6.2543077,73.32354,41.212246,5.4288487,27.906046,15.778871,-444021.2176,2.1416385,12.70794,87.292061,4.9369988,77.521408,5.456007,37.722652,24.90486,2684.722507
murshidabad,21.66212463,west bengal,50.669464,29.634407,1.3933009,6.1657805,76.755775,18.239563,4.300837,57.123478,18.704899,-548425.3169,2.0151134,22.649862,77.350143,5.0473738,79.590973,4.5631657,30.824152,18.425835,5116.030679
nadia,20.17937088,west bengal,40.544777,31.801559,1.5345726,6.8754215,81.773903,47.330811,2.275476,31.488323,15.835847,-316636.789,2.3389225,27.861872,72.13813,4.4176826,81.355118,4.0676246,42.950676,30.547205,3446.029856
north twenty four parganas,19.26940727,west bengal,31.680576,31.455334,1.8040247,8.4048042,90.1633,42.15451,4.6271114,31.933836,20.711784,192151.8674,3.058341,54.907722,45.092278,4.4060364,76.954323,4.681736,63.392437,30.786238,6447.614752
paschim barddhaman,,west bengal,42.075382,30.821068,1.579502,7.41852,78.958817,37.963974,5.7305813,37.674992,17.577318,111998.9418,2.9797995,81.546013,18.453983,5.5033689,74.240608,6.3215361,44.408001,21.011799,1880.361413
paschim medinipur,12.99559498,west bengal,44.279987,30.904078,1.4447618,6.4187078,79.611816,29.224977,18.015009,31.31802,18.234509,-771867.8326,1.777637,17.979656,82.02034,4.7169137,81.909615,4.5999413,40.468136,19.770773,3882.900562
purba barddhaman,,west bengal,33.579937,31.298376,1.4035479,6.2950373,75.144073,51.761333,8.7922335,22.124859,14.640458,-425144.1103,2.2489648,17.370588,82.62941,4.7047467,80.347939,5.7573195,52.834141,26.125973,3138.860683
purba medinipur,7.407407284,west bengal,33.676094,30.504511,1.5816661,7.1260176,87.960793,21.399017,3.6812882,56.119011,12.499198,-655833.9779,1.8470482,11.439982,88.560013,4.6219463,84.541695,2.6574106,52.105682,16.544447,2975.714202
puruliya,8.695652008,west bengal,53.717609,30.460726,1.285197,5.8786635,67.576622,17.992956,24.331867,25.532871,28.406126,-922008.7573,1.7620661,17.363729,82.636276,5.2336826,75.813782,4.0511675,29.82893,12.938205,1746.852617
south twenty four parganas,14.1605835,west bengal,41.08152,30.738676,1.6738687,7.6208377,87.340714,43.7435,0.33909407,35.035645,16.127785,-323728.6475,2.3098836,25.608524,74.391479,4.7656293,81.054482,3.1450245,49.614075,22.756287,5311.306705
uttar dinajpur,10.36269474,west bengal,47.386593,29.370247,1.3413244,6.1729736,70.5401,33.099255,8.6357288,39.321404,17.558014,-566574.7551,1.9910388,12.033838,87.966164,4.9560313,71.07888,4.4681191,44.077282,16.179962,1842.336538
barddhaman,15.2716589,,,,,,,,,,,,,,,,,,,,
dakshin bastar dantewada,15.68627548,,,,,,,,,,,,,,,,,,,,
jaintia hills,36.74121475,,,,,,,,,,,,,,,,,,,,
kondagaon,70,,,,,,,,,,,,,,,,,,,,
korea (koriya),25,,,,,,,,,,,,,,,,,,,,
leh (ladakh),25,,,,,,,,,,,,,,,,,,,,
north district,52.49999619,,,,,,,,,,,,,,,,,,,,
rangareddy,47.57281494,,,,,,,,,,,,,,,,,,,,
saraikela kharsawan,31.25,,,,,,,,,,,,,,,,,,,,
senapati (excluding 3 sub-divisions),26.8199234,,,,,,,,,,,,,,,,,,,,
sukama,81.8181839,,,,,,,,,,,,,,,,,,,,
warangal,41.08526993,,,,,,,,,,,,,,,,,,,,
