district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents
rajgarh,24.18136024,madhya pradesh,56.821983,29.400011,1.1863947,5.4357376,62.254471,18.895271,8.8713217,15.335217,54.228931,-344586.7647,2.3395662,18.293869,81.706131,6.0616241,75.258461,3.3561847,29.60096,39.484112,947.9589669
ratlam,25.45454407,madhya pradesh,57.112083,30.43174,1.3274072,6.0729976,70.856995,13.362281,23.149691,14.415304,48.557121,203730.7362,3.1227875,35.387974,64.612022,5.9766865,77.234589,2.9628456,32.888924,38.341614,964.3159724
rewa,23.55371857,madhya pradesh,35.966591,29.25803,1.4404004,6.5572157,73.784676,22.221272,18.749735,27.324841,31.258778,-727725.5532,1.8934381,19.649931,80.350067,5.3918786,69.449799,2.8693166,41.649628,21.937151,1495.21348
sagar,31.45695305,madhya pradesh,58.091564,29.91032,1.6311944,7.6354966,82.960701,19.396305,6.1594253,15.312198,55.572231,-220367.4646,2.4963644,32.867741,67.132256,5.9055758,72.957657,4.1375403,32.026501,32.292984,1536.317502
satna,19.45080185,madhya pradesh,40.157272,29.966452,1.6184248,7.5836215,80.244682,18.535774,13.196622,27.525299,36.70443,-306649.9914,2.441102,28.403103,71.596893,5.1060314,69.374298,2.9367321,46.053078,19.428099,1396.190963
sehore,19.49685478,madhya pradesh,39.581455,29.241375,1.4841666,6.8471332,78.491943,20.293116,6.8797259,12.359097,57.243668,-56080.35761,2.6895094,18.808489,81.191513,6.5671043,71.529091,2.4582064,44.167515,35.093739,799.1885253
seoni,46.55172348,madhya pradesh,49.156437,30.363642,1.6061815,7.5337148,81.300064,8.7548084,40.601303,8.0650501,42.28017,-540479.8292,2.1029811,10.566408,89.433594,5.2644897,69.842087,3.7159085,32.4939,24.299417,891.0819477
shahdol,19.75308609,madhya pradesh,43.938858,29.739635,1.538496,7.20467,77.480492,6.3179216,46.898441,6.1542206,40.629414,-634579.4427,1.9796754,17.266626,82.733376,4.8375688,69.63456,5.1680007,30.634699,20.840517,675.9856324
shajapur,26.1764698,madhya pradesh,45.327969,29.83268,1.289337,5.7772288,69.752731,26.960098,5.4680195,17.080875,50.33065,12819.04806,2.7905734,18.331547,81.668457,6.3384967,74.642326,2.5980227,43.151814,35.500404,577.6703565
sheopur,6.097560883,madhya pradesh,47.902061,29.400957,1.07221,4.8654099,56.461613,13.480747,21.182835,11.808324,53.328693,-408448.8963,2.2549641,18.073711,81.926292,5.808526,75.589844,1.8654561,30.754038,28.35973,446.853454
shivpuri,10.16949081,madhya pradesh,61.453064,29.337107,1.3456399,6.098959,66.776619,21.053745,8.2180958,13.737819,56.783127,-158056.0995,2.5755713,23.955484,76.044518,5.6871061,73.047356,3.0899022,29.605215,26.693743,903.9625603
sidhi,23.80952454,madhya pradesh,30.468899,29.176023,1.4706059,6.8209791,73.702721,16.294426,32.138229,17.876226,33.32439,-694100.6297,1.9334588,8.7074699,91.292534,5.3434277,70.943527,2.2944667,48.316685,20.645575,718.1913035
singrauli,45.63106918,madhya pradesh,61.613052,28.870073,1.3766496,6.5520225,68.761871,11.009134,30.791092,8.3142195,49.885551,-571395.2155,2.1432471,19.156288,80.843712,5.7182426,73.298866,2.0962365,28.475464,17.305639,618.0725242
tikamgarh,9.795918465,madhya pradesh,56.40976,29.279785,1.4482958,6.6356421,76.522057,23.429251,4.6413512,12.548551,58.947933,-89425.14026,2.6671541,15.249002,84.750999,5.4151487,73.351105,1.6001281,27.517134,28.913137,791.8145782
ujjain,24.60567856,madhya pradesh,39.158188,31.056421,1.4139892,6.6151714,72.403015,20.562305,7.6997094,22.272415,46.986809,351660.4181,3.324424,39.751606,60.248394,5.7544794,74.178879,5.0373487,55.07341,42.650646,1224.274426
umaria,14.0625,madhya pradesh,59.949459,29.542624,1.4841379,6.7685542,74.989037,12.565539,45.555084,12.242599,29.375082,-521883.8283,2.1519871,18.49239,81.507614,5.362329,69.34375,3.7814264,25.675053,20.375126,464.5283137
vidisha,15.02590656,madhya pradesh,52.878693,29.013597,1.4428741,6.5242829,76.764832,18.576952,2.7382097,21.202192,55.755772,-55470.25416,2.7187088,22.277515,77.722481,6.1562343,72.10611,2.0141418,33.204453,33.841469,852.961832
ahmadnagar,,maharashtra,51.732426,30.833387,1.8261687,8.6400986,88.874695,11.696818,10.957435,50.754566,26.479193,409558.0277,3.3438842,22.383564,77.616432,5.7037516,76.23156,4.9239135,44.230579,48.692009,2684.663984
akola,,maharashtra,59.235783,31.213789,1.9187055,9.2324762,94.955788,19.016052,6.2401104,31.445049,43.298786,486739.1376,3.4955359,41.884754,58.115242,5.7249122,74.170532,4.4875727,36.305775,46.385227,1175.62543
amravati,,maharashtra,48.598248,31.455458,1.9627256,9.5499258,93.520447,25.421059,17.885098,14.522197,42.102386,435251.0439,3.4276581,36.600925,63.399071,5.2436862,70.920876,6.3156581,45.396046,42.590103,1795.584792
aurangabad,2.127659559,maharashtra,53.683716,29.909092,1.7749487,8.3946629,87.462685,20.881224,10.970323,37.379395,28.115475,486692.973,3.4993887,47.621666,52.378334,6.0410595,78.78846,3.4598477,41.156433,52.62307,2144.644492
bhandara,,maharashtra,48.264965,32.099941,1.9162766,9.3875008,92.411331,21.641844,18.8939,5.6582623,53.805996,277935.5312,3.1576405,18.004276,81.995728,4.601047,72.455444,7.2091498,43.56599,42.769699,676.3096984
bid,,maharashtra,55.751492,30.455021,1.5772438,7.4373741,78.75853,19.355457,5.0498223,53.669716,21.824018,155452.8969,2.9882317,23.316385,76.683617,5.7163324,79.482773,5.6089988,40.260906,49.285286,1187.760815
buldana,,maharashtra,60.444454,31.492134,1.68036,7.8357453,86.192047,22.16925,8.6518993,21.203924,47.974926,253106.8718,3.1714599,21.984022,78.015976,5.2470798,75.306938,5.2293582,39.125301,46.431984,1563.820351
chandrapur,,maharashtra,45.974373,31.68306,1.8903112,9.2978687,88.721016,21.982801,17.514076,13.231134,47.271988,454592.8238,3.4575665,37.308224,62.691776,4.6852641,72.293602,4.3522434,44.93338,48.2174,1295.480871
dhule,,maharashtra,49.243496,30.758478,1.560038,7.3787112,78.084305,11.39228,34.851818,16.750284,35.751984,188161.3908,3.0652235,28.611057,71.388939,6.0627384,78.751328,5.2275038,35.118465,41.398994,1094.206796
gadchiroli,,maharashtra,64.508034,31.234295,1.620634,7.7280526,80.675278,12.841606,37.3634,12.151952,37.524529,-135742.3826,2.6147394,9.6416063,90.358391,4.4399681,73.406631,6.2067032,24.582262,49.02813,572.4152411
gondiya,,maharashtra,43.201916,31.963902,1.9036738,9.318449,93.563408,17.886992,17.412533,7.3236837,57.376789,89573.35004,2.916054,15.373741,84.626259,4.745419,73.76561,4.005302,44.090015,48.000095,714.3665022
hingoli,,maharashtra,69.369453,30.708851,1.5703727,7.1601348,79.857597,23.393642,14.345341,29.850542,32.410477,120056.5423,2.9380145,16.895452,83.104546,6.0809994,76.315399,5.5925159,21.794439,48.001389,710.3724433
jalgaon,,maharashtra,55.033173,31.070496,1.6783018,7.7959242,83.67543,15.947887,17.370399,20.932283,44.683952,369241.3708,3.3223574,30.832201,69.167801,5.8725586,78.135475,5.273437,35.707108,41.440861,2197.038943
jalna,,maharashtra,51.529827,30.295341,1.5043895,6.91782,78.820282,25.869715,8.5120249,41.404263,23.281382,33617.35032,2.8394916,22.769905,77.230095,5.8522015,80.008995,5.2940893,43.536274,47.75386,1172.194899
kolhapur,,maharashtra,46.052826,31.95223,1.9988947,9.5834303,92.657959,18.238186,2.024919,56.221188,22.267897,533579.2411,3.5580704,33.438007,66.561989,5.3844151,75.476913,5.9400663,45.118546,48.426815,2390.223546
latur,,maharashtra,53.85202,31.180103,1.689181,7.8735571,85.03376,27.543795,4.1543493,50.092567,18.209291,311967.5373,3.2430308,29.961861,70.038139,5.4257255,77.535553,4.4202456,40.795128,41.78014,1200.365569
mumbai,,maharashtra,22.873283,32.136333,2.2535853,11.301072,95.929291,13.557148,1.1342702,58.203274,26.167324,1222114.075,4.4379959,100,0,4.6688046,67.751457,2.6799853,76.350853,50.482624,1899.987612
mumbai suburban,,maharashtra,14.851387,31.915775,2.1326499,10.535807,92.285065,14.468101,1.2052355,64.025749,15.600692,1049352.048,4.2548523,100,0,4.9134731,68.039284,3.24931,84.227913,41.659184,5473.883192
nagpur,,maharashtra,29.075409,31.975046,2.1237402,10.536227,94.965981,22.656076,8.6734066,17.757524,50.912994,949715.8792,4.1551867,67.463455,32.536549,4.8379927,69.481789,3.5589199,65.259171,50.035625,2629.452951
nanded,,maharashtra,57.634663,30.727852,1.5040246,6.87184,76.865273,31.526466,16.445612,23.432713,28.035896,111385.576,2.9358563,31.152735,68.847267,5.4574261,74.157028,7.1058979,34.647785,38.743744,1776.090639
nandurbar,,maharashtra,48.729057,30.68964,1.2623451,5.8613582,66.634598,6.0581422,72.204956,6.9071403,13.896216,-401949.2741,2.3353283,16.71759,83.28241,5.8359299,73.581902,4.66085,24.745646,37.349289,986.83767
nashik,,maharashtra,31.900139,30.802919,1.7662175,8.2556381,87.72049,13.227584,27.210468,30.499411,27.991045,247175.5183,3.1598041,40.111118,59.888882,6.1693664,77.025475,5.3710985,56.317795,45.034573,3571.509987
osmanabad,,maharashtra,52.762798,31.498653,1.7254531,8.0866308,86.482323,19.314039,5.5024762,55.354191,19.548515,228740.0245,3.1049762,17.640131,82.359871,5.5179553,81.073112,3.5532727,44.022602,47.365753,805.4663132
palghar,,maharashtra,25.446922,30.755833,1.7405069,8.4068127,81.361679,11.936203,35.947674,31.955883,19.886856,448690.5531,3.4490862,50.450508,49.549492,5.1030531,67.925995,4.3086758,65.305832,44.444553,1841.450011
parbhani,,maharashtra,59.281906,29.748329,1.4991504,6.7917871,78.600517,31.349239,11.192196,31.635874,24.180937,88051.43824,2.8921835,33.32016,66.679832,6.434576,80.794128,4.5298209,32.39312,37.903309,980.114569
pune,,maharashtra,25.694878,30.560307,2.0649049,10.150346,91.299232,21.207218,9.9197865,44.369244,23.696609,905823.8874,4.0618095,63.614834,36.385162,4.880712,72.862473,6.04109,72.057487,47.939945,7448.618067
raigarh,28.91566086,maharashtra,38.604454,31.970459,1.7065037,8.097909,82.257805,6.0506706,17.056015,32.307388,44.470699,564058.8166,3.581826,38.349686,61.650311,4.7604408,73.485619,4.987258,57.691322,49.859161,1694.551198
ratnagiri,,maharashtra,34.346836,32.846653,1.8524672,8.4704218,92.00248,10.963101,4.1503386,24.688644,59.847694,158808.7806,2.9678025,15.198955,84.801041,5.3196783,69.772133,4.2983556,60.670246,44.993431,950.3768246
sangli,,maharashtra,21.668823,31.689686,2.0178921,9.6905136,92.799118,15.461369,2.7972412,51.930382,28.415176,614593.0046,3.6635427,33.269054,66.730949,5.5940967,76.430695,6.5306211,67.625603,45.161552,1646.096485
satara,,maharashtra,29.82592,32.151157,1.9350837,9.141078,90.45327,15.564434,4.9341478,61.43354,18.067875,386712.2765,3.3559034,21.906857,78.09314,5.5581574,76.405396,5.4346452,64.332306,48.398483,1744.907107
sindhudurg,,maharashtra,23.099846,33.47961,1.9667146,9.3038702,94.444527,10.31823,1.396004,46.966854,40.879509,267041.604,3.1491299,15.015517,84.984482,5.0934229,69.711151,4.9932213,72.788292,42.457348,425.9994078
solapur,,maharashtra,53.083317,31.149971,1.5631115,7.2033324,81.093864,24.035374,7.7940383,47.573814,20.210611,223881.6193,3.0963669,35.444134,64.555862,5.5011215,75.756104,8.1016521,40.954647,46.645321,2507.643019
thane,,maharashtra,23.855392,31.298307,2.031024,9.837491,91.849991,14.617359,4.0090895,51.010662,28.077183,949934.6199,4.1602077,85.314148,14.68585,5.2179842,68.49218,5.9385271,70.833824,47.629364,5390.539923
wardha,,maharashtra,40.037827,31.943439,2.0348754,9.9678946,96.010628,17.188007,15.898013,10.416196,56.497784,556863.2121,3.6068201,31.955225,68.044777,4.6124825,74.190681,5.4230475,50.646164,43.518906,731.7285648
washim,,maharashtra,58.328655,30.969189,1.6478078,7.7740602,86.206467,17.3517,15.452898,26.054468,40.899246,93626.54632,2.9054809,18.541914,81.458084,5.4267626,78.196762,4.9352264,37.64687,36.31982,680.3041373
yavatmal,,maharashtra,57.722111,31.622561,1.7349582,8.0647068,87.297081,18.270626,25.530048,16.780403,39.304592,147439.023,3.0200722,20.368893,79.631111,4.8769383,73.513618,5.842927,32.376896,55.496185,1627.217478
bishnupur,26.07802773,manipur,23.122154,31.672625,1.9247608,9.1946592,91.751373,19.75449,1.5819254,52.045929,25.852957,-199777.382,2.4429147,43.449646,56.550354,5.2210512,65.832932,4.06568,65.75264,17.88583,136.9076937
chandel,19.44444466,manipur,8.6396179,31.660788,1.721078,8.1139765,85.653,4.1936221,89.334518,2.3376248,4.1342335,-227697.2812,2.4205351,21.488541,78.511459,4.7821121,66.932175,6.3722959,79.106644,38.790424,45.23112391
churachandpur,21.91142082,manipur,14.873817,30.576826,1.8010826,8.2225161,92.211823,0.55199981,95.534943,3.3063724,0.60668027,-139907.5164,2.5377562,7.5089312,92.491066,5.6180911,61.837749,5.9460969,79.604172,37.010742,96.76367591
imphal east,26.7985611,manipur,20.243446,31.449135,2.0013711,9.6884165,93.08271,11.003712,5.3181725,52.99971,28.931374,71768.07337,2.8660712,44.532715,55.467285,5.020679,64.079384,5.6407495,73.323357,27.680019,287.0122529
imphal west,29.10547256,manipur,23.245644,32.375412,2.1666224,10.689549,96.033981,3.5392609,6.1837888,78.102684,12.062567,297091.5125,3.2126398,59.944637,40.055367,4.9424224,65.731926,4.9987059,73.576149,28.207489,273.0868844
senapati,,manipur,14.34166,30.55901,1.7196144,8.0043383,87.608559,2.4049728,91.539673,5.8761759,0.17917398,-374274.9324,2.2037511,4.3181334,95.681862,5.1896963,65.492805,5.1842203,73.105713,33.197933,57.33847785
tamenglong,15.73604012,manipur,30.47961,31.226835,1.6329249,7.4623399,85.592323,0.50695276,99.318764,0.17427792,0,-690506.6126,1.7785394,23.931583,76.068413,5.115592,70.151894,4.4391322,61.824398,37.931149,45.32473489
thoubal,21.33726692,manipur,17.28154,30.509741,1.8491018,8.5752506,89.431885,13.304813,0.21343401,43.909424,42.307716,-205069.5057,2.4606452,34.433743,65.566254,5.2576022,63.74622,6.6552243,71.234985,28.152821,270.4167483
ukhrul,23.60515022,manipur,19.403183,31.239594,1.8576932,8.9817972,93.273064,0.91161317,99.088387,0,0,-660724.8257,1.8173516,25.428274,74.571732,5.1350026,64.56147,5.9470096,68.912079,43.061764,58.75109019
east garo hills,26.34730721,meghalaya,24.263523,29.698868,1.7404377,7.9570818,91.486549,0.89619011,99.008369,0,0.095437683,-336604.1414,2.2823174,18.053272,81.946732,5.0320888,62.539738,2.907933,61.754452,20.827692,111.0608469
east jantia hills,,meghalaya,14.590134,28.496872,1.3231272,5.7297444,72.929298,0.21176136,99.085533,0.59281361,0,-472695.6636,2.120862,0,100,6.5442314,60.371178,13.953013,68.874763,42.525185,81.1580889
east khasi hills,33.44867325,meghalaya,17.490974,29.981697,1.8897586,8.8373432,91.638855,4.4126849,88.839813,5.4638853,0.68376523,27697.43804,2.8006647,46.661678,53.338318,5.4396644,56.075596,9.5580473,67.915451,47.407242,524.2076164
north garo hills,,meghalaya,24.979382,29.043716,1.7484155,7.9004426,92.114021,0.17264712,99.77124,0,0,-452967.9952,2.0888188,14.726988,85.273018,4.9859633,57.59639,3.0935533,53.252964,26.595137,101.2499078
ribhoi,36.36363602,meghalaya,20.120098,29.126247,1.5663884,6.703877,87.678726,2.9739759,95.620758,1.3290752,0.076191276,-495589.2781,2.0770831,11.012226,88.98777,5.7387366,58.558689,9.0283976,61.996174,40.401855,163.4413856
south garo hills,33.33333588,meghalaya,22.823837,29.706245,1.7277387,7.8092923,90.661545,1.5428658,97.574196,0.56858975,0.31435421,-473565.0178,2.0399594,8.6722183,91.327782,4.4742107,67.787231,2.9089801,71.90876,19.086699,71.81231593
south west garo hills,,meghalaya,34.04937,29.397921,1.5988423,7.1253486,85.185097,1.464023,87.562012,6.5209761,4.4529896,-495865.4779,2.0664032,0,100,5.0892549,63.33297,2.9289138,55.558426,21.87569,97.3920471
south west khasi hills,,meghalaya,13.959137,29.124882,1.5555874,6.6967273,85.569122,1.758294,95.348892,2.8222358,0.070581861,-617119.1912,1.9015515,0,100,6.3192015,65.180641,8.8641548,60.365158,39.649876,54.72719183
west garo hills,23.36956596,meghalaya,5.4586639,29.825014,1.785493,8.2986584,91.152634,2.5574374,95.785522,0.89808571,0.758955,-145898.2158,2.5196617,22.028652,77.971352,4.4743719,67.517212,3.1317737,87.702484,30.349211,289.5360564
west jaintia hills,,meghalaya,3.9486771,29.336119,1.3340334,5.7901311,73.575958,0.77342421,99.066193,0,0.092163645,-592492.7089,1.9858885,13.058429,86.941566,6.0900083,58.657856,15.145111,65.259293,42.543514,153.1276209
west khasi hills,35.80786133,meghalaya,36.779308,28.841211,1.4558102,6.0287633,85.019508,0.45121992,95.836693,3.7120874,0,-806953.0056,1.6778624,16.372105,83.627899,6.3817143,68.940956,9.0695906,54.630375,39.835133,162.2581922
aizawl,30.34705544,mizoram,3.9138107,31.339737,2.1358807,10.475488,99.083,0.77224058,98.299858,0.087032929,0.73212808,937246.3835,4.1948848,84.308899,15.691103,4.9260492,49.822937,9.1969824,89.576729,40.623848,238.4269913
champhai,34.90909195,mizoram,3.8660431,32.414249,1.9160198,9.0340042,97.722672,0,98.955612,0,0.10984355,404956.4697,3.3530967,42.856171,57.143826,4.5705643,59.613712,10.176757,86.484291,38.004749,56.52807583
kolasib,27.39726067,mizoram,6.2717285,31.870523,1.9132178,8.8395004,95.889015,0.56603056,99.049255,0,0.23673587,488281.945,3.5251002,61.804951,38.195049,4.9629006,60.411018,9.5863676,87.035576,41.081814,46.41671485
lawngtlai,32.35294342,mizoram,22.433861,30.758617,1.4848543,6.748673,78.39872,11.083498,85.542519,0,3.1896706,-198073.4455,2.5629573,18.877728,81.122276,4.8369756,62.316196,8.2714672,64.861588,40.650768,61.53468613
lunglei,30.33472824,mizoram,15.376968,31.387934,1.8816696,8.8669748,92.309662,5.9614062,89.641037,0,3.0904489,354641.7902,3.3242261,44.101074,55.898922,4.7527013,52.109295,9.2835388,75.848839,39.868248,84.11685282
mamit,35.33834457,mizoram,25.40744,31.432388,1.7896421,8.2341433,91.415649,2.4883525,94.998199,0,2.5134482,154698.7208,3.0017259,23.62388,76.376114,4.6462703,62.977028,7.4261112,71.452507,43.435497,43.94023583
saiha,33.96226501,mizoram,10.547523,31.012676,1.9302561,9.166481,97.004532,1.8368268,97.445114,0,0.5915302,327011.0257,3.2464483,48.118484,51.881516,5.2040262,62.752407,7.2558908,73.355743,40.833355,26.6057201
serchhip,38.14432907,mizoram,3.4686966,31.926018,2.0021381,9.3278894,99.788574,0.52592635,98.95034,0,0.42944437,477628.6139,3.4750304,54.126884,45.873116,4.9759569,55.836262,11.469819,88.836082,46.786072,31.0203151
dimapur,23.79746819,nagaland,10.052643,30.533949,1.9820853,9.5061283,91.24427,13.195972,80.466492,1.0460182,5.1553588,541846.1129,3.5675845,54.227257,45.772739,4.4164104,55.054642,4.2372899,87.916229,62.687141,192.4096884
kiphire,18.6046505,nagaland,21.104767,31.650709,1.5373621,6.641222,82.153793,0.60708237,99.035744,0,0.35716912,-773476.2737,1.6938674,24.56673,75.433266,4.0885868,73.275528,2.8497484,74.160591,51.715546,26.09998896
kohima,33.62318802,nagaland,9.5918427,30.24264,2.3297362,11.483238,97.779366,6.1355505,93.188248,0.30925652,0.36694303,222911.5897,3.1109645,60.481144,39.518856,4.006568,46.845779,1.6673634,88.055046,64.490173,99.38558985
longleng,25,nagaland,15.884155,31.212633,1.6553637,7.2266674,87.458389,0.684331,99.23941,0,0.076257825,-749009.6706,1.6950414,13.690887,86.309113,4.2442327,69.084976,2.7147489,77.079544,49.560459,24.88138084
mokokchung,39.27125549,nagaland,10.829323,32.037895,2.0479662,9.8906116,95.789268,0.74239707,98.341621,0.14667961,0.66267669,4101.336674,2.771287,27.593983,72.406021,4.0486212,55.286663,4.6200371,89.170677,71.129402,74.96621704
mon,29.77528,nagaland,15.124176,31.417929,1.5928893,6.9786587,88.156815,0.071849369,99.758492,0,0,-738834.5766,1.667587,20.03306,79.966942,3.8549962,60.312241,3.8705013,75.660751,48.453556,78.12869214
peren,41.12149429,nagaland,16.929413,31.282207,1.6793971,7.6350255,85.857529,1.0085365,98.562881,0.33163732,0.096944809,-397213.2446,2.2094831,18.997803,81.002197,4.1237116,60.682117,4.3832173,76.092682,51.445122,32.85164678
phek,48.80952072,nagaland,8.5797501,30.009563,1.8073754,8.2981358,90.120895,0.21503158,99.575058,0,0.20991589,-567476.0038,1.956583,15.821713,84.178284,4.2660131,54.873264,3.6153688,79.083443,50.59679,67.08781744
tuensang,41.14583588,nagaland,31.597752,30.365606,1.6766673,7.3678412,87.760933,0.67516619,99.230278,0.094558552,0,-602091.7559,1.9190152,21.093874,78.906128,5.2525525,59.88269,4.4061699,63.579906,55.255581,92.03174669
wokha,36.96969604,nagaland,7.2357483,31.764021,1.9570554,9.0767775,94.892708,0.51980883,99.480194,0,0,-69462.49403,2.6543903,30.01033,69.98967,3.8147709,58.797871,5.1778731,92.065201,58.630138,42.63893772
zunheboto,29.09090805,nagaland,3.9521637,32.299648,1.8516752,8.5001764,93.335464,0.29847318,99.70153,0,0,-484319.3063,2.0574763,23.211891,76.788109,3.7035539,58.717674,4.5479226,89.833252,57.415325,39.74471712
central,,nct of delhi,18.422295,30.433863,1.9449284,9.5970278,87.768303,32.149391,2.2487111,45.135162,16.475952,1172335.158,4.4891076,98.599884,1.4001188,5.4819579,63.811649,3.9792552,72.473251,37.792309,934.7161486
east,,nct of delhi,28.246902,30.788181,1.9115748,9.4734373,85.088982,29.456064,1.7137421,47.68243,19.865248,1259239.091,4.5398231,99.81443,0.18556558,5.2945008,66.126343,3.7312384,66.445389,38.552387,972.1479436
new delhi,,nct of delhi,23.131584,30.509771,1.9423541,9.6573944,87.553596,34.656315,0.6820398,41.571598,19.670422,1134753.395,4.4287,100,0,5.0550961,72.113403,2.8490217,69.726196,35.986076,617.8073965
north,,nct of delhi,21.842918,29.495764,1.8196914,8.9485149,84.506538,26.737261,1.0504346,46.422947,18.411093,1021095.444,4.2275009,88.170792,11.829208,5.7025738,69.713196,3.1176963,69.300941,37.53389,992.5397989
north east,,nct of delhi,35.441933,30.003235,1.9214976,9.5892582,86.71064,11.910489,0.18084605,52.587326,31.082088,1368531.401,4.6769948,99.687714,0.31228796,5.6393819,65.088226,2.5169048,59.846474,42.740723,920.4102042
north west,,nct of delhi,17.403534,31.016436,2.0149648,10.080193,87.985886,22.864435,1.581187,51.648754,22.306356,1340985.481,4.6554103,99.096909,0.90308803,5.1167703,68.772926,4.4191542,78.412605,42.570271,1378.401957
shahdara,,nct of delhi,14.422867,30.460178,1.9068608,9.476099,86.163208,36.537949,0.97173136,44.418465,15.940801,1260713.334,4.5891075,100,0,5.5829568,62.513321,4.9860826,83.088409,43.59687,816.9863098
south,,nct of delhi,20.79615,30.764475,1.9913131,9.9083424,88.450577,23.551317,1.3606678,52.683662,20.179174,1455454.782,4.7901087,99.729401,0.27059728,5.0640059,65.847832,2.8295462,77.180008,43.029774,715.4055402
south east,,nct of delhi,17.596786,30.351036,2.0077219,10.139922,87.778763,24.766375,0.94161063,52.202255,21.043785,1256119.19,4.5249896,100,0,5.1215091,62.437569,3.3896127,78.052536,40.837292,995.6691937
south west,,nct of delhi,10.462883,31.143715,2.1212661,10.714664,90.152184,21.22831,0.41254032,59.577454,17.94775,1469837.05,4.7134724,88.652565,11.347438,5.2583866,71.087608,2.2911286,83.649307,45.807598,875.8410879
west,,nct of delhi,24.916466,30.088076,1.8793743,9.3231802,87.036148,30.240622,2.6352096,47.890045,13.962682,1230483.734,4.5123458,99.847595,0.15240429,5.448843,66.019753,3.7011099,72.924461,45.394741,1789.154314
anugul,17.82945633,odisha,32.370552,30.45129,1.5352819,7.0966716,80.761139,23.668242,15.843974,20.540623,39.856319,-334050.1078,2.3605416,14.638777,85.361221,4.9552007,73.668701,5.5695534,56.462646,23.94117,736.7656476
balangir,21.4285717,odisha,36.654232,30.525738,1.4730593,6.7737899,79.083748,17.043348,19.733971,7.8057299,55.302532,-355343.4271,2.2836051,10.954467,89.045532,4.8708267,68.012062,4.0041075,50.324184,18.155788,1079.443294
baleshwar,25.95628548,odisha,25.518333,31.356447,1.6684955,7.7282901,84.386192,22.0599,14.270459,32.139397,31.194057,-400842.324,2.247453,12.067238,87.932762,4.4329944,79.00132,4.4126387,58.951218,18.590555,1265.383591
bargarh,32.35294342,odisha,51.91996,30.905039,1.593812,7.4321418,82.40625,26.365057,23.064442,4.3398862,46.113544,-388138.2283,2.2442412,8.8030739,91.196922,4.7818475,70.516975,5.0742774,36.97467,12.553766,856.2470332
baudh,30.55555534,odisha,48.858463,30.871981,1.4050794,6.4388723,75.854393,22.532671,16.407469,6.1768217,54.774921,-509458.7703,2.1479576,5.339148,94.660858,4.7650819,73.164635,3.9772716,34.514324,19.329706,276.8122492
bhadrak,10.69958878,odisha,22.235027,30.648693,1.708162,7.896091,88.330299,33.128883,2.4637568,32.55954,31.745159,-453830.8972,2.1391535,14.482887,85.517113,5.0068111,72.709999,3.0286801,62.684559,16.134115,830.8014688
cuttack,10.59431553,odisha,35.707443,31.874943,1.8102845,8.5292568,89.116058,26.704475,2.1969049,36.926331,33.351379,117497.6449,2.9558399,32.527218,67.472786,4.9982896,73.824692,4.1133261,53.677605,24.143692,1447.68208
debagarh,46.15384674,odisha,36.919426,31.151903,1.4820945,6.7289062,77.051979,23.734303,28.283346,7.9952917,39.504856,-694391.9838,1.8690504,6.6143923,93.385605,4.252594,70.952477,6.3699441,49.783791,16.751707,168.6193851
dhenkanal,9.05172348,odisha,31.117592,31.477196,1.6345925,7.4262047,85.49456,22.901697,14.440973,16.404961,45.772015,-468123.783,2.1989579,9.2569427,90.743057,4.5539017,73.45929,6.0908122,55.532997,17.515451,655.0636287
gajapati,27.7227726,odisha,43.932907,30.411034,1.1052144,4.9994712,59.152443,10.381613,57.821732,6.5545626,25.118982,-584492.1623,2.065464,16.177601,83.822403,4.9712219,67.143623,6.1751056,36.12674,27.281088,318.2693161
ganjam,22.02898598,odisha,34.563099,30.673038,1.5439562,7.0854197,78.9664,19.784859,3.5963907,19.038101,57.372456,173793.8634,3.0104897,26.093679,73.906319,5.4076867,73.382118,6.0743885,52.151501,26.913342,2006.924627
jagatsinghapur,10.49382687,odisha,18.046722,32.306919,1.8710775,8.883522,93.385384,25.868696,1.5156152,36.302361,35.832249,-105119.9936,2.6224515,9.9700155,90.029984,4.5613632,73.423409,4.0119748,73.190895,21.585367,609.8320904
jajapur,13.09523869,odisha,30.809166,31.043268,1.680589,7.8202796,85.751785,32.264839,8.6900492,25.066631,33.110069,-338502.7043,2.3445635,7.7646532,92.235344,4.9811563,74.82,3.1573229,53.449982,20.272387,1060.404444
jharsuguda,33.08823395,odisha,39.871655,31.597755,1.7544571,8.2901735,86.751266,18.916433,32.253357,16.412985,32.310059,-23619.82725,2.7585585,44.318031,55.681969,4.884933,65.114815,5.8766499,49.799984,18.675423,349.1833496
kalahandi,21.22448921,odisha,44.103622,30.53162,1.2836478,5.8439984,69.615685,18.971001,24.188398,4.9081135,51.932491,-574296.6508,2.0083821,10.505854,89.494148,5.0164123,71.001518,4.0077763,39.638153,17.945829,723.224375
