district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
sagar,180244240,0.15876338,0.18064578,0.23550081,0.12476769,0.16303964,1.0806626,0.28475583,0.25318724,0.38126862,0.24776644,0.35641074,0.7878983,0.16097273,0.2825866,0.014391229,0.027120313,0.077355146,0,0.31469077,0,0.4039675,0.15485346,0.035454441,1.3136107,0.055290028,0.02937391,0,0.049727552,0,0.078299396,0.030750303,0.053989161,0.24983312,0.4081735,0.077787176,0.020719375,0.75942081,0.27858421,0.33941892,0.064014912,0.1706295,0.12795265,0.20065354,0.17799301
damoh,99610888,0.085974902,0.18799517,0.26930141,0.27484396,0.18955907,1.6764121,0.167044,0.16151091,0.11426973,0.14622045,0.24858636,0.59199899,0.17473142,0.17498051,0.073262505,0,0.17555101,0.092018463,0.22434367,0.14314069,0.3008891,0.068758249,0.084943064,8.0021925,0.0306287,0.012997726,0,0,0,0.037418559,0.037165195,0.011909,0.18109246,0.31897762,0.068683617,0.006207866,0.77046114,0.47289795,0.3746376,0.17783675,0.37104791,0.3291392,0.37486899,0.45247701
satna,134877920,0.33293027,0.22713464,0.24843812,0.10651652,0.18858364,0.89797717,0.32035938,0.22781463,0.21805479,0.1740237,0.36669901,0.73385769,0.55610371,0.37688658,0.10150914,0.050132468,0.11197587,0.098261967,0.64848053,0.10194704,0.40964821,0.21385199,0.12517074,0.58909965,0.24822138,0.032110985,0,0,0,0.24822138,0.014411558,0.028823117,0.29702681,0.5687685,0.079026304,0.036910556,0.78159219,0.19640128,0.24221411,0.12013616,0.076921202,0.10729138,0.21620509,0.13520926
rewa,138338480,0.20384569,0.16962713,0.21566364,0.21477559,0.1971976,1.6482999,0.20729867,0.048886854,0.049654659,0.11054654,0.12925462,0.3835693,0.13289762,0.067063987,0.04481278,0.019248353,0.019248353,0,0.12548396,0.019248353,0.16729046,0.02556272,0.009624177,0.38637659,0.078127466,0.019248353,0,0.018145652,0.008856372,0.078127466,0.036961097,0.065065823,0.18310086,0.3118628,0.036961097,0.032211985,0.78312379,0.13842376,0.25525784,0.11305083,0.31481996,0.29598245,0.23348764,0.43570122
umaria,59144200,0.11257014,0.14529425,0.13892283,0.083365589,0.15352103,1.5095203,0.44282159,0.13583641,0.35788435,0.27987903,0.24612853,0.88125008,0.19400287,0.19370055,0.10132772,0.038307358,0.11291687,0.047305804,0.44539675,0.16994011,0.44334519,0.10236669,0.1037682,9.2579079,0.097879164,0.022019776,0,0.012865725,0.005146287,0.10302545,0.02493996,0.04987992,0.34413823,0.62784296,0.062243786,0.029077543,0.71565473,0.31515503,0.4100841,0.10456799,0.21085949,0.15255129,0.24079444,0.39066291
neemuch,59637096,0.1878012,0.21442688,0.27186888,0.12595649,0.070989184,0.94436592,0.22970641,0.19673555,0.21778932,0.14928032,0.29735318,0.39239538,0.024259783,0.099348597,0,0,0.10233758,0.026344709,0.22912396,0.087198548,0.20799786,0.056297526,0.085614249,0.73281002,0.069994502,0.039987512,0,0.045734722,0,0.069994502,0.057667632,0.11533526,0.10103633,0.16085526,0.04830822,0.018820265,0.81302226,0.12937893,0.23178819,0.049731847,0.19113293,0.15533765,0.13111654,0.18525875
mandsaur,92618624,0.12649913,0.10536474,0.18224546,0.071049869,0.13862711,0.92072958,0.23960473,0.068676762,0.19640572,0.14876959,0.21430506,0.37913066,0.029395297,0.029395297,0.022766879,0.022766879,0.14012362,0.059030622,0.23230158,0.021392317,0.18778884,0.021261059,0.080757968,1.1374975,0.11972743,0.047362439,0,0.067841582,0,0.11972743,0.019495204,0.032492008,0.14844416,0.22931917,0.12160596,0.008134238,0.81776434,0.39300829,0.27346718,0.12037714,0.09020292,0.064025082,0.22871667,0.19592781
ratlam,103560464,0.086337835,0.16204315,0.17953144,0.059269026,0.26585275,0.86562717,0.1046678,0.11783751,0.012139864,0.069148406,0.095634878,0.26209068,0.026321609,0.040652774,0,0,0.015162447,0.041424919,0.04097243,0.035478327,0.16472831,0.031698246,0.0308704,3.8192384,0.059795279,0,0,0,0,0.059795279,0.069020815,0.089699924,0.061942443,0.088505767,0.047127675,0,0.83349138,0.46079126,0.21359162,0.037236709,0.12645297,0.12040813,0.23782316,0.18773188
ujjain,142964704,0.066765361,0.10361544,0.099569857,0.011492473,0.080024533,0.90746611,0.07670071,0.10772602,0.099598005,0.11760749,0.16975412,0.41958919,0.14549553,0.14584495,0.021551361,0.021551361,0.17463054,0.097211257,0.14511427,0.1144354,0.20775735,0.075910114,0.09892226,0.63181084,0.038269971,0.013351876,0,0.007788041,0,0.043833807,0.070867084,0.14173417,0.17290652,0.31114,0.22392935,0,0.70098287,0.59551531,0.28536811,0.044545028,0.11267389,0.10647251,0.2628938,0.2017521
dewas,123970896,0.1200235,0.13654183,0.16475554,0.10736539,0.13945951,1.0513757,0.11830559,0.10967378,0.13116255,0.10548915,0.19840853,0.52980381,0.058292989,0.047050074,0.036121447,0.01864248,0.050891798,0.029717306,0.14057775,0.066871077,0.24479064,0.029157441,0.04208003,5.4844284,0.034250055,0.025571704,0,0.025571704,0.00621416,0.047393437,0.023153337,0.040092517,0.19746703,0.30146161,0.14604965,0.014380198,0.72403675,0.60849959,0.3511202,0.092888519,0.15361492,0.12489196,0.25214335,0.12101606
dhar,100987008,0.22956814,0.32132578,0.24007083,0.27332404,0.2857593,1.5071403,0.21759003,0.19804481,0.21511109,0.21349752,0.32426831,0.38464627,0.15759179,0.17105606,0.071499713,0.063814767,0.13670771,0.021271588,0.2817775,0.094164535,0.24695832,0.095442086,0.078433052,3.9240437,0.11671779,0.020158386,0,0.049839363,0.010635794,0.13211489,0.051481344,0.10296269,0.1891948,0.31061825,0.22719082,0.004761296,0.93049717,0.55977893,0.46308291,0.31470108,0.30390936,0.25920218,0.42888847,0.33296072
indore,246006048,0.35361502,0.31831405,0.34665588,0.34695283,0.28929546,1.1022805,0.082594238,0.11211397,0.11277295,0.096070178,0.22885473,0.55706334,0.13226432,0.15500854,0.016411515,0.044944357,0.088996336,0,0.19523205,0.006437549,0.29346752,0.078219309,0.035643756,3.159718,0.084158048,0.0332665,0,0.058235586,0.016854985,0.084158048,0.05462762,0.092843726,0.17618488,0.28798676,0.19307819,0.004993816,0.7710225,0.72069597,0.21705841,0.050361734,0.19802892,0.19471774,0.15062706,0.29148668
khargone (west nimar),110113192,0.07159508,0.073778927,0.08318916,0.056472018,0.057857852,1.0878685,0.10599326,0.090397336,0.075474359,0.07670901,0.14588068,0.31484151,0.095253848,0.092707045,0.013579554,0.00593512,0.091991231,0.074818864,0.081578322,0.043805014,0.19350176,0.046027202,0.055326939,4.8315129,0.043997508,0.006690243,0,0.006789777,0.018849259,0.043997508,0.013579554,0.027159108,0.11720286,0.16239913,0.11326179,0.034634534,0.76240623,0.23815279,0.30968186,0.1160128,0.13070659,0.14048369,0.25487649,0.13610703
barwani,84107296,0.28670546,0.16994412,0.24797837,0.09697637,0.25565788,1.4027665,0.14952995,0.098639637,0.11980044,0.10263563,0.19690426,0.27257583,0.10317979,0.097762361,0,0.016509769,0.13514619,0.12150563,0.16516267,0.083671704,0.14328156,0.055635329,0.082377352,0.61232769,0.051875535,0.039456293,0,0.019894684,0,0.06521371,0.02291467,0.032491166,0.11089813,0.2012735,0.092442326,0,0.83502102,0.27060872,0.47447535,0.16077936,0.24869503,0.14689423,0.19689085,0.26118758
rajgarh,102023568,0.19450149,0.29276592,0.15810472,0.15436088,0.18756761,0.98971516,0.22255522,0.053054564,0.2773923,0.18695669,0.25433409,0.68081439,0.019696742,0.15707855,0,0,0.083211027,0.11794373,0.38475776,0.18073098,0.3326858,0.075256482,0.090803199,1.6931235,0.097884372,0.029463731,0,0.006684769,0,0.12734811,0.026349599,0.052699197,0.210612,0.35884562,0.019219089,0,0.74823159,1.020172,0.23145926,0.031929947,0.24887426,0.067854978,0.050192274,0.35940447
vidisha,98945800,0.34856051,0.16792652,0.1442322,0.11020969,0.16765465,1.0524777,0.44082561,0.12193921,0.2469991,0.24336749,0.16684155,0.61687934,0.068944968,0.043668605,0.031956941,0.031956941,0.043668605,0.056196593,0.40133381,0.063146904,0.27850944,0.02484454,0.043457136,1.4488208,0.067901284,0.025036434,0,0.031041924,0.012504593,0.067901284,0.019174265,0.025362996,0.15141346,0.15352465,0.029151171,0.012504593,0.77238405,0.19185247,0.21882297,0.049135458,0.20036873,0.13582623,0.11779676,0.33052757
bhopal,151473360,0.12132058,0.20735489,0.025778176,0.61911678,0.025778176,0.14704473,0.10721764,0.10721764,0.10721764,0.05360882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05360882,0.10721764,0.35873106,0.71101761,0.012889092,0,0.62421405,0.16848487,0.008574716,0,0,0.006444546,0.11487604,0.017149424
sehore,92592992,0.15416448,0.18218817,0.21656801,0.14152586,0.12991112,0.71642303,0.061399281,0.057231933,0.097749166,0.069938146,0.13735148,0.22842364,0.14147675,0.053806987,0.012170402,0,0.040238176,0.040318009,0.098307297,0.046403211,0.12993282,0.026903493,0.040786371,0.35740709,0.040883914,0.006633396,0,0.007101758,0.014880813,0.055764727,0.014203516,0.028407032,0.045052666,0.057432931,0,0.006085201,0.56341916,0.37414366,0.34772801,0.10160612,0.13451558,0.088464923,0.08870554,0.14644466
raisen,34586368,0.12754051,0.22185363,0.15808338,0.10302536,0.15808338,0.36070085,0.11340029,0,0,0.056700144,0.061376955,0.099257022,0.061376955,0,0,0,0,0,0,0,0.079874329,0,0,2.6238885,0,0,0,0,0,0,0,0,0.083470605,0.077780411,0.049185853,0,0.65565717,0.053528834,0.1323553,0,0.064901873,0.078028716,0.085414954,0
betul,108152624,0.15330166,0.11472369,0.11408439,0.16177398,0.13402005,1.1444253,0.16776788,0.17060083,0.1378822,0.18640891,0.18915898,0.54084468,0.11000466,0.14669615,0.11235071,0.048074432,0.067381054,0.090955682,0.19295208,0.090955682,0.30570987,0.088534959,0.045477841,1.3136669,0.060456898,0.028239759,0,0.01385959,0.009653312,0.072244212,0.006799132,0.013598264,0.1836309,0.29869249,0.050320443,0,0.74915826,0.65630484,0.20140246,0.078389101,0.26560789,0.10559798,0.15036234,0.34306547
harda,43881044,0.1421442,0.19179747,0.22765805,0.074597381,0.085279375,0.99501896,0.18129598,0.20723338,0.21534736,0.15904368,0.44852906,0.47737488,0.19640264,0.10279329,0.053944387,0.053944387,0.17698818,0.14422593,0.28096351,0.1284072,0.24262471,0.056083716,0.12621577,0.91571867,0.082758449,0.015482881,0,0.036103036,0.005150538,0.10401569,0.058738552,0.1174771,0.2309033,0.33650398,0.18865713,0.056150489,0.74994659,0.46653074,0.40161085,0.078184828,0.13070917,0.1179239,0.27297488,0.27631325
hoshangabad,97687552,0.44010687,0.45911777,0.58520126,0.74233842,0.39794838,1.0504955,0.066048309,0.058261342,0.06946484,0.073146246,0.16845249,0.21568529,0.14659296,0.085757539,0.034515105,0,0.12597027,0.044764884,0.20545524,0.067665488,0.12488309,0.039784811,0.089393459,5.1789865,0.06163422,0.036677141,0,0.030673243,0.009150767,0.07907258,0.038776822,0.047746781,0.22668472,0.33883837,0.015320683,0.023390431,0.68177325,0.39701968,0.40655148,0.1412459,0.19340335,0.11568329,0.23711158,0.21036522
katni,58906420,0.19517468,0.24924585,0.25550684,0.1989136,0.18974829,1.269757,0.13592315,0.066613473,0.20499389,0.19836916,0.23702805,0.55537039,0.086509451,0.06939099,0,0,0.049495012,0.051667713,0.16430949,0.027910642,0.31748092,0.033922516,0.036626041,7.0863714,0.013955321,0,0,0,0,0.013955321,0,0,0.24565987,0.36609572,0.12859595,0.013955321,0.7937265,0.39685163,0.42235276,0.059310529,0.197557,0.1072308,0.21927698,0.26402885
jabalpur,84883168,0.16449542,0.16449542,0.16449542,0.13347468,0.16449542,0.41750044,0.064015545,0,0,0.032007772,0,0,0,0,0,0,0,0,0,0.059394602,0,0,0.019798201,0,0,0,0,0,0,0,0,0,0.21728842,0.33096492,0,0,0.77784479,1.151445,0.083813742,0,0.066737339,0.066737339,0,0.20021203
narsimhapur,84947232,0.054511454,0.17104608,0.13211246,0.098426752,0.072053,0.86485285,0.21918115,0.10168546,0.18701887,0.15908192,0.21157108,0.29729977,0.13659722,0.07800737,0.11458704,0.011991044,0.042473804,0.042473804,0.14984559,0.042473804,0.16701508,0.070217595,0.021236902,0.77203417,0.076877251,0.027232423,0,0.026546126,0.021236902,0.076877251,0.021236902,0.042473804,0.18290904,0.26430386,0.056411326,0.011304747,0.81392837,0.20533322,0.28062004,0.037675943,0.15603048,0.08506152,0.07626377,0.22920111
dindori,59264056,0.14628771,0.088654988,0.11011666,0.04770897,0.090507679,1.3653678,0.3515434,0.16004093,0.29926771,0.23157704,0.30123499,0.80655742,0.36060375,0.19010971,0.017692916,0,0.059851572,0.022866154,0.49773115,0.067263082,0.4211562,0.099812068,0.04660891,3.4149249,0.14745916,0,0,0.004225445,0,0.14745916,0.009242027,0.010033164,0.34539714,0.66121739,0.10560536,0,0.75381213,0.38395151,0.35926774,0.11558885,0.11080965,0.18026358,0.38260368,0.21683422
mandla,75016216,0.15765852,0.12363519,0.13213471,0.056413416,0.11869114,1.3199905,0.052300639,0.11185704,0.11123803,0.073023595,0.14806606,0.56926078,0.19576408,0.14695457,0.079714127,0.013668565,0.013668565,0.013668565,0.37285021,0.013668565,0.30171266,0.075851709,0.006834283,1.2380573,0.02141561,0,0,0,0,0.02141561,0.019747596,0.039495192,0.29413927,0.55011082,0.20406514,0.025439274,0.7697714,0.43366185,0.35332564,0.10888051,0.25219947,0.1621654,0.17058299,0.31625471
chhindwara,112385912,0.1764922,0.19058947,0.17756337,0.096231058,0.10751799,0.64647561,0.47047061,0.15904731,0.46450141,0.2096945,0.31766856,0.53300935,0.16111368,0.1449319,0.036324266,0,0.036324266,0.051127493,0.32426712,0.089933917,0.20336692,0.054331668,0.043400619,2.593148,0.067170635,0.027430234,0,0.027430234,0.018332662,0.067170635,0.027364213,0.00903155,0.25470778,0.43830076,0.07441929,0.035471689,0.6288535,0.11009219,0.18436973,0.065759011,0.060824439,0.12444089,0.075867109,0.13521442
seoni,109423296,0.12118091,0.12523885,0.16303369,0.18085644,0.10730248,1.1652699,0.10461393,0.12267979,0.089299187,0.092114218,0.3367739,0.5237233,0.23733117,0.2304038,0.041546885,0.010121089,0.015729118,0,0.26325512,0.015729118,0.26765913,0.11987906,0.007864559,1.3884436,0.048629526,0,0,0,0.00683593,0.048629526,0.060347032,0.081713222,0.19612129,0.36051041,0.048850056,0,0.71566123,0.4630653,0.19649963,0.075333051,0.23266178,0.1513754,0.19561423,0.31378573
balaghat,130987456,0.18906926,0.16890728,0.18441583,0.15238892,0.17567185,0.63697338,0.035718977,0.05887663,0.019077934,0.05970557,0.084632486,0.26904607,0.019077934,0.067474723,0,0.0121302,0.026573278,0,0.088794015,0.027120886,0.15468553,0.047849178,0.019351739,1.3791902,0.005791295,0,0,0.0060651,0,0.011856395,0.013232946,0.013232946,0.21064246,0.39476532,0,0,0.78346723,0.48053086,0.26051062,0.047425143,0.10968168,0.083244734,0.19116624,0.16941674
guna,88253616,0.17702466,0.14187276,0.12427592,0.13791366,0.15465933,0.93991542,0.13886285,0.087765887,0.10335564,0.12456957,0.19141646,0.34691125,0.054078035,0.036466878,0,0.036149658,0.078519456,0.017767023,0.093066178,0.064030759,0.22130114,0.03630827,0.044316769,1.2680006,0.056145098,0.008805577,0,0.008805577,0,0.064950675,0.036774687,0.073549375,0.11636794,0.23273587,0.082514554,0,0.7459144,0.37963191,0.25206068,0.054749247,0.14179008,0.092361994,0.20982474,0.18912871
ashoknagar,40009208,0.064074375,0.12426064,0.11453828,0.17539835,0.063060582,0.47038183,0.036729146,0,0.036881011,0.036805078,0.066114329,0.08073099,0,0,0,0,0,0,0.036881011,0,0.033057164,0,0,0.055321515,0,0,0,0,0,0,0,0,0.12760812,0.21758007,0.11226236,0,0.85049182,0.01461666,0.15446649,0.034093603,0.052458175,0.043618158,0.067150764,0.1185946
