district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
tiruchirappalli,94445776,0.46564004,0.70270622,0.40961921,0.11725872,0.15637115,0.87321299,0.2853725,0.054582771,0.15089263,0.12447079,0.58417094,1.0454659,0.15060188,0.34715694,0.045741897,0,0.052222516,0,0.25484118,0,0.45558411,0.13102719,0.026111258,1.9719932,0.10487267,0.025187965,0,0.026604461,0.018450513,0.11378738,0.073347673,0.12906599,0.4711616,0.81052542,0.14922576,0.025107507,0.82572186,0.41720846,0.19188432,0.10307334,0.18950467,0.088259757,0.21356356,0.086927347
perambalur,20213328,0.48959276,0.6959964,0.47438264,0.1190655,0.12167037,0.98315406,0.26732531,0.065910526,0.12921242,0.16729759,0.38765451,1.1481899,0.11468908,0.59505808,0.090232596,0,0.15094838,0.04610908,0.27914962,0.073958926,0.52608222,0.26824918,0.089396067,6.4207602,0.079252064,0.011429489,0,0.013924921,0.011323766,0.10450076,0.0655047,0.1310094,0.4671728,0.81603235,0.11575709,0.054444127,0.77046376,0.57068354,0.33922839,0.054572657,0.14193195,0.062815532,0.28590286,0.098702744
ariyalur,29266322,0.46624944,0.7445187,0.32327148,0.074121952,0.14334199,0.31818533,0.27532664,0.018305819,0.03166363,0.13140325,0.22634631,0.6329391,0.065019101,0.21858548,0.080154724,0,0,0,0.21579401,0,0.28735662,0.090888426,0,3.165801,0.007567811,0.021673035,0,0,0,0.029240845,0.12707746,0.21734627,0.31414756,0.57540226,0.18314351,0.067496046,0.69100571,0.58365273,0.10658128,0.059248477,0.055214114,0.016528009,0.063767187,0.016846258
cuddalore,88777640,0.49967533,0.77432543,0.52385265,0.1706014,0.24905255,0.51770514,0.10445046,0.026911877,0.097283371,0.10596606,0.20728508,0.62843859,0.02382974,0.23973271,0.017809777,0.034630116,0.025725227,0.008904888,0.092941366,0.008904888,0.31192222,0.11503371,0.025725227,3.8782115,0.025725227,0.025725227,0,0.025725227,0,0.025725227,0.054249112,0.10849822,0.29748571,0.53037751,0.14316213,0.025725227,0.7134999,0.52253002,0.1538804,0.048918311,0.12178169,0.038887437,0.11768744,0.036549844
nagapattinam,60417840,0.57619023,0.84181958,0.80496252,0.2101984,0.19883743,0.91514367,0.28407213,0.1795063,0.13548064,0.20135437,0.27067631,0.97863621,0.14117818,0.33739632,0.017798949,0.017798949,0.034397952,0.016599005,0.29291189,0.016599005,0.45908329,0.1703257,0.026129186,1.9175863,0.14585629,0.0189978,0,0.008268766,0.008268766,0.15724075,0.13675548,0.25140372,0.48725563,0.80827528,0.1768084,0.061672248,0.79572517,0.79647487,0.1977706,0.1013261,0.12916695,0.067538694,0.28135309,0.13798825
thiruvarur,45638896,0.4321264,0.544222,0.30148974,0.14534087,0.18023942,0.52585036,0.1305051,0.057346612,0.076647408,0.11710765,0.27578089,0.70323426,0.081800267,0.23406053,0.031322319,0,0,0,0.14599948,0,0.35528159,0.11324479,0,1.2819133,0.042810719,0.007922103,0,0.010685775,0,0.042810719,0.053915635,0.10783127,0.3718459,0.60175174,0.094163276,0.018753389,0.71275824,0.46054611,0.1533825,0.073304795,0.053223986,0.053604387,0.16282664,0.029508054
thanjavur,72475216,0.52854472,0.76378095,0.43863156,0.086385503,0.182891,1.12904,0.24492738,0.07690005,0.28773433,0.19051024,0.49744001,0.81291085,0.084168769,0.44388279,0.037355557,0.01590254,0.044287775,0,0.46553564,0,0.40267906,0.20771855,0.017413015,6.0640588,0.10284927,0.054401219,0,0.019023262,0.009522207,0.15725049,0.085573159,0.1190349,0.37145394,0.67358345,0.20702925,0.072790138,0.75986707,0.85846305,0.26210618,0.14267448,0.48828587,0.15656464,0.23713607,0.27076966
pudukkottai,62430900,0.56728798,0.75717753,0.57498491,0.34883314,0.3422215,0.90932012,0.1400304,0.0670591,0.11995082,0.085882761,0.22497936,0.47738206,0.17064373,0.22671779,0.053198144,0.016473189,0.028990164,0,0.18600024,0,0.23996258,0.12020371,0.014495082,3.9190102,0.041665714,0.008236595,0,0.019541252,0,0.052970372,0.051282618,0.10256524,0.33400875,0.51104766,0.037489418,0.044453613,0.69969559,0.39982006,0.28221923,0.075391285,0.16358262,0.12923653,0.20108867,0.057801824
sivaganga,50650596,0.53637075,0.73238003,0.35142171,0.28265074,0.24791072,0.45309049,0.12773277,0.015618612,0.055755474,0.070650637,0.17280596,0.42975447,0.046422634,0.087518454,0.03611768,0.02874059,0.051736291,0,0.11498443,0.01475418,0.20879865,0.048776187,0.02955669,3.8309648,0.03015011,0.00265683,0,0.00265683,0,0.03015011,0.018182155,0.036364309,0.17739831,0.30938175,0.010627357,0.021747384,0.68554139,0.41414556,0.15564883,0.027087223,0.077562168,0.076131999,0.11072499,0.00593531
madurai,150345744,0.35863003,0.61662894,0.39011383,0.39032337,0.13868748,0.5153318,0.074580029,0.022988878,0.059938099,0.033255693,0.08870092,0.42710185,0.035732172,0.11616136,0.022988878,0.036094084,0.022988878,0.022988878,0.18956165,0.022988878,0.21723172,0.060972799,0.011494439,1.0708058,0.011494439,0,0,0.011494439,0,0.011494439,0.027104245,0.054208491,0.21428514,0.38017175,0.12293069,0,0.77320033,0.49917147,0.18750751,0.046935454,0.12935717,0.14321481,0.16793466,0.024293285
theni,68491496,0.37644458,0.57882828,0.24766485,0.022115942,0.13800126,0.57605129,0.0954642,0,0.019003382,0.040597886,0.04284662,0.7154029,0.028161891,0.18187107,0,0,0,0,0.083077528,0,0.3497712,0.081897333,0,2.3130059,0.033821557,0,0,0.008035962,0,0.041857518,0.054735117,0.09339831,0.26101622,0.46193799,0.071214765,0.008791792,0.72972858,0.44544762,0.11455352,0.008216729,0.12756905,0.11586961,0.19902241,0.01082
virudhunagar,81233440,0.54916626,0.67999589,0.38451102,0.14061466,0.21627899,1.1052096,0.23591055,0.068265729,0.11374478,0.14069481,0.23327376,0.48812252,0.078815423,0.235303,0.034132864,0,0,0,0.15513724,0,0.29600415,0.11392796,0,4.2024331,0.074712187,0,0,0.034132864,0,0.091778621,0.080438644,0.11185024,0.25149652,0.38107264,0.048212904,0.017066432,0.78852421,0.63750458,0.36123911,0.065026052,0.27426237,0.12174513,0.24370915,0.11587277
ramanathapuram,73890408,0.45004764,0.50983465,0.36078054,0.22671968,0.22267707,0.68637377,0.12401242,0.023057459,0.061952792,0.075199358,0.16699164,0.75928521,0.056633141,0.16685115,0.005425089,0.005425089,0.019286901,0.012305738,0.035550218,0.006152869,0.42770863,0.089165322,0.013134032,2.3554342,0.036811177,0,0,0.006054413,0,0.036811177,0.071445093,0.11515623,0.43145555,0.80164117,0.23666492,0,0.79954326,0.61624986,0.099862501,0.050828639,0.15308395,0.13418102,0.20722058,0.041197091
thoothukkudi,61596240,0.4554832,0.63784778,0.35285726,0.16054019,0.18625961,0.55196077,0.007461738,0,0,0.004974492,0.11512667,0.32114652,0,0.028581468,0.016048415,0,0.016048415,0,0.024749903,0,0.18071187,0.018302837,0.008024207,1.281782,0,0,0,0,0,0,0.067498215,0.12697221,0.12895268,0.23903105,0.016943891,0,0.73923349,0.49208546,0.23225053,0.064193659,0.070470467,0.048689514,0.12944405,0.071106225
tirunelveli,121079040,0.32139096,0.56337976,0.19187893,0.068057351,0.12208235,0.46193355,0.14093952,0.073264256,0.11211066,0.08656466,0.18847258,0.46863556,0.076109573,0.21021961,0.022161771,0,0.019316457,0,0.095221505,0.017648686,0.22986925,0.09133935,0.018482571,0.58775985,0.029563457,0.029563457,0,0.0185805,0,0.038485728,0.035465576,0.054805689,0.28230757,0.52247846,0.13361582,0.029063486,0.63593119,0.46313155,0.064317845,0.036988162,0.083965786,0.065928705,0.1537042,0.057028856
kanniyakumari,62173812,0.3823041,0.8532604,0.4329769,0.048109435,0.099300459,0.50904179,0.094823688,0.016671391,0.016607555,0.047411844,0.1558127,0.29026511,0.040588487,0.098354802,0.040588487,0,0.033293761,0,0.08806742,0.028537434,0.16413194,0.044421162,0.026159357,0.5308193,0.015538005,0.016646881,0,0,0,0.026159357,0.042970084,0.058568679,0.23609865,0.3865284,0.1022248,0.006025527,0.77569163,0.30841827,0.12184478,0.048233859,0.10661732,0.072975017,0.10140321,0.057967637
dharmapuri,52789628,0.45593357,0.70331818,0.30929419,0.10154881,0.18446843,0.53432089,0.032040384,0.040402066,0.029457226,0.022387125,0.22372739,0.4922238,0.029286094,0.43404555,0,0,0.021676872,0,0.15016173,0,0.2602888,0.19223946,0.010838436,2.2016675,0.041664455,0,0,0,0,0.041664455,0.018496947,0.036993895,0.27405182,0.48455676,0.34921944,0.003183466,0.83724582,0.55645353,0.15065722,0.040435445,0.099291496,0.020799672,0.13529514,0.087841898
krishnagiri,75268552,0.41647699,0.65051031,0.3503294,0.1359321,0.13491333,0.47781622,0.083271965,0.00945165,0.086244531,0.070891812,0.27660105,0.60631496,0,0.27576691,0.027266474,0.0189033,0.057182658,0,0.19329511,0,0.2921373,0.13253462,0.028591329,0.8535555,0.12892227,0,0,0.024409743,0,0.12892227,0.021443019,0.042886037,0.28020117,0.50537086,0.32515594,0.020107029,0.84948701,0.5230962,0.26648432,0.015925443,0.040190689,0.023084886,0.099165037,0.094394878
coimbatore,142625664,0.22234873,0.50188881,0.24003263,0.085427791,0.17186265,0.24426039,0.028565742,0,0,0.014282871,0.043137453,0.44734329,0.026024377,0.026024377,0,0,0,0,0.042848613,0,0.20133324,0.013012188,0,1.7195185,0,0,0,0,0,0,0.014282871,0.028565742,0.27260014,0.45554325,0.04315912,0.014282871,0.7794522,0.40644807,0.11777485,0.005369447,0.04319283,0.010528322,0.035364665,0.032030258
tiruppur,78705328,0.30535641,0.60538429,0.27337092,0.096172817,0.21233441,0.4321124,0.16203178,0.018578133,0.12887013,0.089388043,0.18060993,0.46549037,0.018578133,0.15403497,0.018578133,0,0.13545685,0.049905147,0.15403497,0.049905147,0.17977451,0.054441348,0.04515228,2.4821768,0.009289066,0,0,0.009289066,0,0.009289066,0.051093772,0.045153081,0.29051691,0.37590471,0.084169015,0.028517231,0.79290795,0.3036035,0.11179389,0.052403543,0.06234264,0.06234264,0.082788117,0.060441561
yanam,18372648,0.1638208,0.65979904,0.29214188,0.27604485,0.14010049,0.35626197,0.073860444,0.06298586,0.13046099,0.071790196,0.16686675,0.44275218,0.03081668,0.12482975,0,0,0,0,0.094163127,0.020446699,0.21127701,0.052322563,0.01022335,2.9675417,0.030407974,0,0,0,0,0.030407974,0.051346328,0.093456537,0.18008269,0.32851627,0.040893398,0.01022335,0.83068281,0.46237656,0.15620589,0.037919138,0.041223019,0.022118641,0.042877708,0.05591758
puducherry,269880576,0.28805441,0.6803183,0.22792651,0.068261616,0.13964897,0.52491075,0.10015731,0.096179843,0.083283968,0.065771006,0.26381311,0.46620518,0.031371411,0.14194196,0.051725924,0.020354515,0.038025938,0.020354515,0.083598308,0.020354515,0.23674285,0.059092045,0.01562055,0.65473193,0.048456941,0,0,0.011390909,0,0.048456941,0.01960974,0.03921948,0.25148064,0.44392654,0.13561523,0.017111216,0.78651226,0.39820692,0.13379194,0.043654021,0.06236282,0.040717266,0.17635831,0.068026416
mahe,10190588,0,0.16597864,0.011538392,0.01971476,0,0.5933736,0.11019119,0,0.10000581,0.071752585,0,0.23507996,0,0,0,0,0.029554525,0,0,0,0.0850472,0,0.014777263,2.3040423,0,0,0,0,0,0,0,0,0.24150471,0.47020251,0,0,0.80658764,0.006540055,0.093055964,0.067965463,0.10329983,0.043032747,0.17388977,0.11212984
karaikal,88207488,0.26810738,0.73224384,0.43250468,0.1045434,0.21850905,0.42324159,0.11184767,0.027657222,0.054016322,0.069103383,0.077470951,0.65975893,0,0.18900852,0.009220714,0,0,0,0.030164491,0,0.30316105,0.084590323,0,0.58410627,0.059958063,0,0,0.005728051,0,0.065686114,0.044539519,0.089079037,0.28964671,0.46258539,0.47402868,0,0.73775071,0.70419514,0.10983279,0.054533396,0.047274772,0.081197441,0.10782874,0.022574421
nicobars,24524672,0.15901518,0.083093911,0.071721733,0.014848557,0.089021377,0.56741065,0.075530432,0.030082768,0.056494292,0.043937836,0.030082768,0.11489593,0,0,0,0,0.018239755,0.017537279,0.012159836,0.017537279,0.041453358,0,0.014848557,1.4072051,0.012159836,0.006079918,0,0,0,0.012159836,0.011948621,0.023897242,0.38804922,0.50915998,0.012159836,0,0.5932371,0.25529686,0.23839964,0.029485898,0.067699619,0.031058356,0.08079835,0.17477889
north  & middle andaman,81490176,0.03218231,0.15078855,0.062022042,0.013703787,0.028856361,0.79457033,0.014915049,0,0.054333445,0.023082832,0.11596823,0.1895116,0.007457525,0.014915049,0.022372574,0,0,0,0.11128199,0,0.075599737,0.007457525,0,2.4284561,0.039579839,0.007457525,0,0,0,0.039579839,0,0,0.22954826,0.33426893,0.01688179,0.007457525,0.79675788,0.33641833,0.064218134,0.054554883,0.20761579,0.1465129,0.13784412,0.18382449
south andaman,175611616,0.025094826,0.044005968,0.025094826,0.065414459,0.019284755,0.48771143,0.032437541,0.037147604,0.029398214,0.024160372,0.11991364,0.38482961,0.13020253,0.13734385,0.017430214,0,0.037147604,0.017430214,0.13153379,0.017430214,0.15780742,0.062480662,0.012382535,1.4294381,0.061052635,0.005810071,0,0,0,0.061052635,0,0,0.38974494,0.57788795,0,0,0.68632483,0.99233234,0.091159776,0.065293655,0.094820797,0.036613382,0.11104684,0.13525754
east siang,155596768,0.61219066,0.74202114,0.39296725,0.42326361,0.32050696,0.53094679,0.088260911,0.11143363,0.14475301,0.1109202,0.10333174,0.22533044,0.11682964,0.14123079,0.030461898,0.041629959,0.058344334,0.022575777,0.084887765,0.052325875,0.10605077,0.06980139,0.029395668,2.2428749,0.022373041,0.012036921,0,0.012036921,0.00601846,0.028391503,0.041802187,0.072461456,0.25921607,0.42237821,0.049150288,0.011787289,0.61774468,0.21790424,0.60155261,0.15817437,0.21610156,0.17185463,0.16757026,0.18783727
kra daadi,55606388,0.11379072,0.40440547,0.15884529,0.11181336,0.26175091,0.55735481,0.1250163,0.098568857,0.099628806,0.11144543,0.13667229,0.24755739,0.099628806,0.04981079,0.048750836,0.062000304,0.13619736,0.048758067,0.16057639,0.22395805,0.1681945,0.062000304,0.11144543,1.3129855,0.036561321,0.074189819,0,0.062000304,0.074189819,0.086379342,0.062000304,0.086372107,0.082718678,0.15324785,0,0,0.80754322,0.19674093,0.3523998,0.048750836,0.069687285,0.1742232,0.40961072,0.062694594
kurung kumey,78279224,0.21321581,0.24189821,0.21321581,0.19887461,0.068579726,0.30751812,0,0.094014525,0.12594453,0.07225737,0.18808971,0.31405672,0.11583234,0.13017355,0,0.043023601,0.13391185,0,0.15885594,0.076486386,0.14685087,0.057916172,0.057916172,6.5345402,0.07225737,0.03242071,0,0,0,0.07225737,0.094788164,0.12473491,0.36022472,0.64886141,0.0286824,0,0.77840465,0.43630683,0.24173699,0.021225683,0.046721146,0.046721146,0.046721146,0
lohit,78072480,0.28170085,0.46593451,0.34572366,0.39782509,0.54093587,0.31336668,0,0.027548786,0,0.010594117,0.066575557,0.053731993,0.02111611,0.017910665,0,0.012721103,0.008467132,0,0.036015917,0.008467132,0.044498816,0.015315884,0.004233566,0.7959094,0,0,0,0,0,0,0.009489733,0,0.2848576,0.46464506,0.025682636,0,0.67107111,0.2063642,0.13287823,0.006061701,0.090090916,0.090380833,0.081581779,0.052140884
longding,69127344,0.024210492,0.20992185,0.12744962,0.10226008,0.13149299,0.54260916,0.063282631,0.073798411,0.11537325,0.059208959,0.1861812,0.32984799,0.10905585,0.12731494,0,0.038347546,0.045384385,0.006526188,0.2113844,0.018993728,0.17186205,0.076597475,0.025955286,0.85492676,0.013052375,0.006526188,0,0,0.02569996,0.032226149,0.02082636,0.035126533,0.42031682,0.71037591,0.083072916,0.025227498,0.74486703,0.25700974,0.10760488,0.061465908,0.089655012,0.048871137,0.15873791,0.12848374
namsai,168498880,0.13344063,0.18870465,0.12160505,0.18207884,0.043590274,0.29368645,0.012661425,0.11805688,0.093022339,0.065359153,0.13923094,0.30333808,0.1139446,0.12360248,0.01251727,0.024749981,0,0,0.1590077,0.01251727,0.1729632,0.074104153,0.006258635,1.2791001,0.012589348,0,0,0,0,0.012589348,0.006258635,0.01251727,0.3827585,0.56910723,0.043556627,0.012589348,0.79374212,0.25354499,0.068317257,0.096815608,0.05063051,0.033939067,0.043898791,0.10137662
siang,47700364,0.18810022,0.30174175,0.20607312,0.20538461,0.18036212,0.380247,0.062227052,0.1013712,0.13112684,0.098117679,0.14387676,0.21198222,0.075499862,0.079134069,0,0,0.042639486,0,0.032556858,0.058128677,0.13417527,0.039567035,0.030647313,0.99033785,0.034338731,0.015480531,0,0,0,0.034338731,0.048658643,0.078494117,0.36329076,0.62448001,0.058683913,0.031206239,0.66221482,0.47010008,0.2154554,0.095457785,0.039448671,0.039483115,0.07785859,0.073243573
tirap,103170496,0.06294357,0.1194763,0.24451502,0.25668037,0.25783145,0.21374494,0.031523626,0.012648946,0,0.01907463,0.025676275,0.13362382,0.031097263,0.02876051,0,0,0,0.012648946,0.032456383,0,0.079437703,0.014380255,0.006324473,1.5268784,0,0.006324473,0,0.006324473,0,0.012648946,0,0,0.19716661,0.37466002,0.026658649,0.006324473,0.7294572,0.26412025,0.02488476,0.025185922,0.030386584,0.036711056,0.078537814,0.0180388
west siang,147042528,0.26521757,0.26146275,0.26725188,0.15957403,0.20093586,0.86427176,0.10900509,0.092449978,0.062467452,0.056895804,0.22178337,0.30564621,0.2023803,0.10419496,0.061516732,0.098764569,0.15002336,0.062467452,0.11073978,0.067690082,0.15292117,0.073468342,0.061493129,4.0701485,0.016555116,0.029999947,0,0.005925694,0,0.046555061,0.066531077,0.067631863,0.38071153,0.67890429,0,0.018848009,0.6837762,0.57044166,0.27773547,0.15935427,0.24277282,0.16327186,0.28749588,0.28634039
biswanath,57897064,0.16196527,0.077323057,0.12022199,0.14594197,0.085445665,0.34284243,0.012567114,0.012567114,0.012567114,0.012567114,0.030270861,0.31102136,0.012567114,0.025199499,0.012567114,0.012567114,0.036588676,0.018156344,0.062943384,0.050525583,0.15256467,0.018883307,0.049146362,0.5377816,0,0,0,0,0,0,0.030474653,0.048382193,0.25249797,0.39966717,0.036757857,0,0.74779618,0.26590094,0.079822749,0.053902801,0.012567114,0.018988665,0.038568206,0.13899289
charaideo,61982056,0.13623373,0.23629437,0.12087002,0.089855358,0.10177734,0.53729266,0.11951365,0.070717938,0.068413734,0.086128041,0.43628827,0.45729259,0.18564013,0.07002002,0.015844731,0,0.049194898,0.069409117,0.19258299,0.03817011,0.25042659,0.037503175,0.041205734,4.654912,0.062933698,0.009048199,0,0,0,0.062933698,0.032570556,0.053987462,0.24765074,0.42876902,0.07029967,0,0.67183167,0.69035161,0.15969783,0.066738673,0.072586507,0.070989206,0.18734194,0.16973694
dhubri,163212080,0.18686265,0.058811173,0.22436523,0.051213808,0.058564469,0.54210597,0.08420869,0.013701033,0.054669827,0.05252488,0.085412003,0.42266351,0.062037148,0.035400063,0,0,0.098722614,0,0.13557667,0.017700031,0.23363923,0.017700031,0.051959869,1.5247926,0.031532127,0.01282193,0,0,0,0.044354059,0.025841482,0.024819572,0.059599761,0.10568253,0.048043072,0.006921921,0.82966614,0.51129448,0.13599183,0.063914441,0.081124067,0.053331535,0.086569466,0.12117463
hojai,26366176,0.093551107,0.072304152,0.09152969,0.029166574,0.044480853,0.40207067,0,0,0,0,0.14383163,0.47359711,0.082507297,0.039055493,0,0,0.085840322,0,0.11695351,0.013132887,0.24844907,0.02285777,0.046158038,3.4071829,0.029330609,0.016197722,0,0.022764165,0,0.029330609,0.029424215,0.04552833,0.083883345,0.14269878,0.030782582,0.006566444,0.87072682,0.54156864,0.12619911,0.015090698,0.0669358,0.006566444,0.10073417,0.086544439
jorhat,120389432,0.31379616,0.33455372,0.32173285,0.30442739,0.2200734,0.41101596,0.056800891,0.056800891,0.02490172,0.031648934,0.18103465,0.41917986,0.083121903,0.090950966,0,0.034508761,0.018910879,0.036809493,0.15526313,0.042726424,0.202399,0.042972509,0.030818652,1.1509316,0.038241573,0.006747212,0,0.018404746,0,0.038241573,0.03149436,0.062988721,0.33709484,0.54275948,0.10884615,0.031648934,0.73526269,0.5761779,0.10833402,0.048812497,0.079759784,0.038402583,0.054148782,0.08155828
karbi anglong,79824944,0.15609775,0.17777464,0.31824589,0.53351992,0.16521654,0.55851912,0.10478598,0.060496189,0.088175446,0.092646889,0.15320848,0.47095275,0.088449217,0.046812661,0.012368114,0,0.1082662,0,0.11894543,0.056234125,0.20903011,0.02340633,0.051319961,2.9903939,0.047319081,0.006184057,0,0,0,0.047319081,0.014386619,0.028773237,0.35957146,0.62004793,0.20361958,0,0.72297871,0.62422526,0.13531588,0.066260189,0.066858925,0.079323575,0.11521462,0.095545925
majuli,20969288,0.073118314,0.12430675,0.11986377,0.15295427,0.043232419,0.3908253,0.034414046,0.029500954,0.049882811,0.056532726,0.15037888,0.30754039,0.081174284,0.033068649,0.013491827,0,0.011463432,0.005977218,0.11968981,0,0.16065577,0.023280237,0.011463432,1.6751032,0.039175913,0,0,0,0,0.039175913,0.005924569,0.011849139,0.31397414,0.44760466,0.064018957,0,0.79272968,0.38252968,0.079235405,0.089135975,0.063574217,0.052015405,0.04447905,0.062385239
nagaon,336461440,0.046948846,0.082032308,0.078841545,0.11132515,0.10926926,0.78223628,0.12828258,0.096652143,0.17185448,0.13936529,0.35394824,0.55424303,0.25082171,0.18361606,0.10370275,0.046507969,0.20139663,0.062317576,0.28074458,0.15518393,0.26969439,0.10846892,0.12350031,3.6667199,0.1080598,0.041480862,0,0.029794486,0,0.11319746,0.055609725,0.075820364,0.099273488,0.16923992,0.13603112,0.042332653,0.80810726,0.26051244,0.18150488,0.12135283,0.13020177,0.084596291,0.15920201,0.10537847
sivasagar,81998648,0.038466379,0.10654227,0.087173514,0.046380289,0.088063419,0.74328446,0.21060826,0.07444302,0.18861996,0.12923899,0.34247845,0.61790639,0.21520443,0.18011634,0.019876024,0.019876024,0.13729788,0.060948774,0.40847504,0.19906768,0.306701,0.09351097,0.10989468,5.9577823,0.091468446,0.025911367,0,0.006905589,0.026174067,0.10435109,0.085591219,0.17118244,0.49554914,0.82180625,0.11544441,0.013919266,0.73913026,0.6037665,0.13767284,0.095820434,0.07907135,0.071973421,0.18242747,0.17631893
sonitpur,157333520,0.042077392,0.038864743,0.10991278,0.013143474,0.019958423,0.48926678,0.012812871,0,0.025560301,0.019186586,0.078565642,0.42736593,0.045289975,0.05281575,0,0,0.082493588,0.01300393,0.08512868,0.01300393,0.22667789,0.026455641,0.050999742,2.5095475,0.006501965,0,0,0,0,0.006501965,0.01137809,0.02275618,0.25024837,0.38123101,0.019240865,0,0.81657004,0.57250112,0.12535469,0.070040338,0.099074885,0,0.019621152,0.1751757
south salmara mancachar,73513152,0.085873954,0.17930508,0.16101508,0.18841019,0.13794047,0.62528133,0.11253756,0,0.1471678,0.073272891,0.18643394,0.56137168,0.15777862,0.065664291,0.052743584,0.019381063,0.036524974,0.037541419,0.06697011,0,0.2499637,0.032655355,0.024501752,2.4732261,0.10814653,0,0,0.024039291,0,0.10814653,0.044158399,0.042608239,0.012531444,0.025062889,0.13328922,0,0.85846061,0.52878159,0.11201607,0.074051932,0.011444469,0.084226206,0.22718816,0.1163545
west karbi anglong,33084548,0.081150815,0.27969092,0.25760868,0.57657146,0.044476259,0.50909847,0.051011909,0,0.034481231,0.039939974,0.29752743,0.48552999,0.17398243,0.10773576,0.005613194,0.005613194,0.071513079,0,0.19571891,0.023254843,0.27591023,0.054437347,0.03575654,3.7757387,0.0617183,0.02360549,0,0,0.005613194,0.0617183,0.015592868,0.021098278,0.52670854,0.89271283,0.15288267,0.016386682,0.73429143,0.59870756,0.10940092,0.098541625,0.064610735,0.041668605,0.15169269,0.043183845
balod,86214768,0.1317139,0.18831342,0.1928682,0.13806689,0.11101822,1.0922247,0.048861571,0.03875757,0.0660237,0.029540079,0.084187292,0.23267886,0.036090534,0.0455417,0,0,0.011951294,0.010104,0.03150646,0,0.10649722,0.025758673,0.011027646,1.4436773,0.027976634,0.014133797,0,0,0.005975647,0.033028632,0.009081797,0,0.28776497,0.45487002,0.010104,0,0.67152196,0.061388649,0.37931037,0.09179467,0.12120572,0.14131305,0.2560834,0.10251749
baloda bazar,134593216,0.17506032,0.21562369,0.22577682,0.19714296,0.19638562,0.88937569,0.066318199,0.049242467,0.049242467,0.027420936,0.15476191,0.34600487,0.14509293,0.17021455,0.04473025,0.042392202,0.052136987,0.06933289,0.17011757,0.097924136,0.17427386,0.082734972,0.045431316,4.4481316,0.045142505,0.014130735,0,0.0070615,0.0070615,0.045142505,0,0,0.29186273,0.54560345,0.11537222,0.014468241,0.78532797,0.29119512,0.12800467,0.05227739,0.23635568,0.18514945,0.10612634,0.18146218
balrampur,75561728,0.10954646,0.16224517,0.43603837,0.46191385,0.33772007,0.76310658,0.034271464,0.034271464,0.021467177,0.013557869,0.060303465,0.26510003,0.037011582,0.034271464,0,0,0,0,0.050222661,0,0.11573909,0.013557869,0,1.1991915,0.013557869,0,0,0,0,0.013557869,0.007772202,0.015544403,0.24740572,0.41257194,0.015544403,0,0.76932251,0.096262649,0.33497307,0.026503298,0.11363627,0.18818922,0.45605007,0.35584393
bastar,92986720,0.35570526,0.37759921,0.37832206,0.2436585,0.25816736,0.930516,0.085499048,0.219896,0.11487259,0.14308795,0.38000068,0.60759556,0.1213638,0.15799265,0.077471137,0.023968004,0.041915145,0.041815273,0.23324999,0.035852131,0.34633836,0.098309182,0.026899638,5.3000622,0.071563765,0.024882285,0,0.011984002,0,0.071563765,0.048758317,0.086195633,0.46072859,0.65105122,0.0327399,0.0294249,0.67961466,0.95451117,0.24336508,0.099610008,0.13668886,0.12456834,0.14540057,0.18088317
bemetara,85207120,0.043620415,0.056169555,0.30740079,0.2512311,0.26625949,0.61227125,0.063283525,0.049147993,0.014504528,0.038894027,0.038623039,0.2286516,0.10452916,0.048880246,0,0,0.027075225,0.026978767,0.014504528,0.027075225,0.11161187,0.028042139,0.035342634,0.15371685,0.012011027,0.012011027,0,0.012011027,0.005773907,0.012011027,0.020278435,0.020278435,0.1673004,0.28336912,0.052103017,0,0.80818617,0.074689999,0.14259012,0.043837298,0.14712992,0.064941838,0.14536214,0.06840992
