district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents
dungarpur,25.6880722,rajasthan,36.37067,29.761641,1.3755316,6.5396695,71.060364,4.4668169,68.799706,9.669282,16.842569,-258349.9807,2.4156077,5.3101048,94.689896,5.5127602,70.611801,2.529552,51.515675,36.452511,1026.683782,31.570095,9.5692968,90.732765,5.8027716,2.0628328,64.449417,18.300394,15.187356,-147115.34,5.5415621,65.403648,87.886345,0.0,73.055275,76.35301799
durg,26.55367279,chhattisgarh,36.89473,30.896412,1.8787482,9.1768379,87.810616,13.100275,7.5650163,11.089011,68.245697,769885.9003,3.901319,62.321247,37.678753,5.3874378,67.083054,4.3217573,58.403809,24.17522,1131.648784,32.067646,8.4020519,80.325523,59.725254,11.999141,7.9301825,75.455612,4.6150627,560822.88,5.2567382,59.80743,95.298538,0.0,82.794151,84.79939982
east,,nct of delhi,28.246902,30.788181,1.9115748,9.4734373,85.088982,29.456064,1.7137421,47.68243,19.865248,1259239.091,4.5398231,99.81443,0.18556558,5.2945008,66.126343,3.7312384,66.445389,38.552387,972.1479436,31.82679,10.04451,87.179138,100.0,24.41428,2.5253248,27.992254,45.068142,1172598.6,4.8572025,60.333763,94.692291,0.0,77.077538,68.88789752
east district,41.4587326,sikkim,6.9699097,30.679462,2.0144508,9.6878195,94.482536,4.7546191,29.21175,4.5491347,60.859985,512951.6628,3.5615885,60.864628,39.135372,3.9625149,60.844116,3.3833969,91.451553,28.522259,188.6207272,33.146725,10.231717,85.380264,66.389206,9.4475937,25.901678,59.226482,3.2809746,508704.75,3.2357078,45.676044,98.421463,0.0,56.801205,39.05955534
east garo hills,26.34730721,meghalaya,24.263523,29.698868,1.7404377,7.9570818,91.486549,0.89619011,99.008369,0.0,0.095437683,-336604.1414,2.2823174,18.053272,81.946732,5.0320888,62.539738,2.907933,61.754452,20.827692,111.0608469,30.762331,7.9115214,86.194321,18.581709,0.0,100.0,0.0,0.0,-414303.47,5.0345488,59.200649,86.017975,0.0,71.198257,24.25825285
east godavari,17.77150917,andhra pradesh,47.130089,31.81398,1.6394161,7.7169061,82.288086,19.175615,1.5715009,39.427708,39.542675,407150.5912,3.4027255,27.486362,72.513641,4.1703815,74.822174,8.0852995,49.589012,46.1549,3052.469259,33.187843,7.3405633,60.478527,39.224167,10.370173,0.0,60.014725,29.615101,466194.09,4.0046449,64.026466,96.719101,0.0,82.104004,687.2673142
east jantia hills,,meghalaya,14.590134,28.496872,1.3231272,5.7297444,72.929298,0.21176136,99.085533,0.59281361,0.0,-472695.6636,2.120862,0.0,100.0,6.5442314,60.371178,13.953013,68.874763,42.525185,81.1580889,30.078669,4.6301918,72.244759,0.0,0.41670412,99.583298,0.0,0.0,-444106.0,6.9088407,59.298672,83.464897,0.0,74.648972,17.23596993
east kameng,9.615385056,arunachal pradesh,17.318962,30.920835,1.2555892,5.9585385,63.737125,2.2523234,97.343208,0.11373728,0.29073298,-378835.7771,2.2809236,14.050176,85.949829,4.6617208,71.328964,3.9503205,68.997887,31.712576,28.79024601,32.939831,6.5329456,67.941513,9.2087049,0.87992978,98.214867,0.0,0.0,-620438.19,4.442832,70.064949,86.316849,0.0,69.126198,1.656562989
east khasi hills,33.44867325,meghalaya,17.490974,29.981697,1.8897586,8.8373432,91.638855,4.4126849,88.839813,5.4638853,0.68376523,27697.43804,2.8006647,46.661678,53.338318,5.4396644,56.075596,9.5580473,67.915451,47.407242,524.2076164,30.777319,7.2311378,85.944138,41.552303,0.58898252,90.066574,0.0,9.3444395,16902.834,5.7042451,50.126625,85.406425,0.0,76.774124,98.04478693
east siang,21.33891296,arunachal pradesh,6.1513138,30.473961,1.8681026,9.2042713,85.639412,12.054914,85.112961,0.0,2.2963855,112841.6094,2.9557991,36.136925,63.863075,4.6036534,64.25872,2.5244813,85.403778,32.585915,40.59950685,32.537006,10.15916,93.053017,34.201733,4.8488059,92.267738,2.8834567,0.0,-74496.898,4.6705766,56.188309,91.555092,0.0,58.156361,2.39003098
ernakulam,31.82406044,kerala,6.6728363,32.937969,2.4098959,12.387667,100.0,10.24258,0.53946733,32.022907,57.074409,1213063.588,4.5459456,69.69014,30.309862,4.4800038,72.569725,2.9014621,91.92598,36.818237,1775.089194,35.811382,11.334385,99.175041,74.55912,10.515174,0.0,60.135342,29.349487,1299235.1,4.2659125,64.983406,98.598816,0.0,73.711922,458.8314745
erode,33.10344696,tamil nadu,24.993523,32.629189,1.9319981,9.713048,89.052841,39.188953,3.6459327,0.0,57.165115,582460.2723,3.6518443,33.979202,66.020798,4.2176409,71.458382,6.6055112,72.546288,37.00972,1708.035367,35.482639,9.6034422,80.360336,28.217911,56.039749,8.5036402,35.456612,0.0,344965.63,3.7958405,66.847481,97.53981,0.0,94.306274,139.5180266
etah,8.965517998,uttar pradesh,41.308998,28.254797,1.5079229,7.3106327,72.229309,18.89986,0.42735064,16.830782,63.842003,-105440.9044,2.6423097,18.778658,81.221344,6.1904039,67.154747,2.7255642,40.206764,30.742914,1070.738857,31.066183,8.6257248,79.012543,20.00779,22.388817,0.0,57.953518,19.657665,-42109.59,6.1983566,58.511162,81.515762,0.0,72.154213,66.39971626
etawah,4.301075459,uttar pradesh,41.138668,29.27758,1.7527294,8.5068445,82.148209,25.79006,0.64708585,18.713444,54.62035,304662.6295,3.2209485,26.906178,73.093819,5.9237366,69.953621,2.8884566,52.285175,34.465584,958.9262449,31.74976,10.0067,87.6017,31.213825,14.911081,0.0,67.107811,17.98111,412442.19,5.4758315,61.116879,93.423843,0.0,75.097565,64.08967772
faizabad,15.45893669,uttar pradesh,36.952881,28.655645,1.7656596,8.7481833,79.011658,21.661114,0.51472175,21.729902,56.094265,-111102.107,2.6395383,14.00248,85.99752,6.8689446,65.966782,1.9816929,52.50843,32.566963,1597.462771,32.205181,9.8157988,93.349487,19.348164,17.671616,0.0,60.881989,21.446392,5631.4658,7.2082801,61.452206,89.461311,0.0,72.54921,103.1481107
faridabad,10.21126747,haryana,31.177685,30.576244,1.9192629,9.5541077,86.106407,19.73889,1.6287161,48.183678,30.34474,1137423.798,4.3966894,78.981537,21.018461,5.4045043,69.947586,2.7297256,59.033024,35.707325,935.90233,30.655602,10.462789,90.721756,76.901596,17.374979,3.2101057,34.326286,45.088623,1157806.8,5.2638364,55.748981,90.210709,0.0,64.922417,76.82444182
faridkot,16.89189148,punjab,36.467857,31.13168,1.6352581,8.0596561,79.070259,52.413471,0.39837873,35.854675,11.000685,980938.1433,4.1675801,39.804279,60.195721,5.7275453,72.445824,3.3270884,53.215935,42.761456,341.0043734,32.96772,7.8385577,79.194313,49.12925,52.90556,0.0,6.503778,40.59066,1066511.4,6.6775112,64.0952,89.683792,0.0,81.704018,23.9685597
farrukhabad,6.914893627,uttar pradesh,47.40649,28.912607,1.3750408,6.5656681,68.26252,17.23559,0.59136552,18.574324,63.228424,79579.13887,2.8788059,22.442064,77.55793,6.0196929,65.683258,2.6949298,40.515141,29.503,1125.342379,32.277206,7.5050802,68.275597,23.600048,20.264437,0.0,58.665512,21.070049,24971.877,6.0343518,56.212402,87.921631,0.0,76.00901,71.10987544
fatehabad,12.28070164,haryana,59.976639,29.942387,1.5724424,7.7039599,76.878471,45.995407,0.67092085,29.497667,23.836006,883063.3237,4.0229082,19.882336,80.117661,5.8826671,69.946465,4.3272457,29.83107,43.143036,554.0972657,30.486437,8.5394936,89.496422,16.964304,37.127377,4.9200802,26.665649,30.687302,886870.69,6.1041145,56.626747,89.807709,0.0,80.629868,48.69412318
fatehgarh sahib,16.66666794,punjab,28.706825,31.898218,1.9288961,9.7734861,90.334473,41.920849,0.27672672,35.587986,19.379919,1275100.424,4.5642076,31.689072,68.310928,5.725286,72.510178,4.122787,65.618553,40.565334,321.1103067,32.599609,9.0147419,85.077263,30.692905,53.624081,0.0,8.7194099,34.288685,1231728.6,5.8526602,56.29723,94.325378,0.0,82.09433,29.07260971
fatehpur,22.07792282,uttar pradesh,40.274063,28.968351,1.4571658,7.0314727,69.510933,32.616505,1.0555993,19.158844,47.169052,-488520.5655,2.1688476,13.399445,86.600555,5.4482775,65.578384,3.5379324,49.145988,30.504585,1499.296105,31.175138,8.6813269,79.136337,14.399862,30.846548,5.9961967,45.756012,17.401241,-373462.34,5.6069636,53.813026,89.420052,0.0,61.718472,100.8176393
fazilka,19.8501873,punjab,46.617374,30.49444,1.5983446,7.8139153,77.459267,52.351849,1.3558388,26.947552,13.818632,765086.1528,3.8472464,22.121784,77.878212,5.8564196,69.754745,4.0775232,43.100285,52.038158,709.4772655,31.764746,8.5098896,83.288757,21.854601,51.982212,0.0,19.000982,27.459997,622989.0,5.5482802,60.129612,89.717659,0.0,81.928078,52.99865715
firozabad,7.926829338,uttar pradesh,40.705444,28.560841,1.5881121,7.7340126,78.363525,23.938183,0.39000979,12.839897,62.752861,286956.7935,3.1769056,35.61018,64.389816,6.1737437,70.980995,2.4357655,42.536263,32.82254,1407.53153,30.433773,8.9648209,88.118904,36.659969,29.405828,0.0,59.510208,10.518372,364359.16,6.7303667,64.679596,83.241707,0.0,72.655579,105.5538117
firozpur,10.69958878,punjab,33.696938,31.638084,1.5802827,7.8857441,79.083794,41.531116,0.1828897,41.863331,10.437183,993608.3791,4.1645455,34.619526,65.380478,5.6379342,71.060799,4.3176136,57.400536,44.617653,449.1522315,31.398706,9.3372335,82.565155,33.92234,42.277626,0.0,20.776657,35.374657,998914.81,5.2824974,58.469814,91.097473,0.0,77.83094,28.96285592
gadag,31.57894516,karnataka,53.768394,31.343914,1.5627236,7.4279265,78.515152,12.773789,6.479475,8.0017891,72.356293,-49.34759501,2.7811432,41.998188,58.001816,5.5453634,68.056366,9.6291962,37.582977,34.787434,754.6569982,33.307144,8.0067043,78.719223,38.778965,14.278496,7.0779347,52.768387,25.875183,-45524.723,5.4487891,60.631073,91.351372,0.0,79.859573,167.9743878
gadchiroli,,maharashtra,64.508034,31.234295,1.620634,7.7280526,80.675278,12.841606,37.3634,12.151952,37.524529,-135742.3826,2.6147394,9.6416063,90.358391,4.4399681,73.406631,6.2067032,24.582262,49.02813,572.4152411,32.755596,9.9409161,88.920082,8.9690943,15.141864,37.32655,31.579479,15.952106,-51053.797,4.3897099,61.264427,89.090294,0.0,82.977615,142.7323893
gajapati,27.7227726,odisha,43.932907,30.411034,1.1052144,4.9994712,59.152443,10.381613,57.821732,6.5545626,25.118982,-584492.1623,2.065464,16.177601,83.822403,4.9712219,67.143623,6.1751056,36.12674,27.281088,318.2693161,34.318844,6.2294645,65.884209,19.50407,13.12595,54.67511,16.318108,15.880834,-658033.19,5.0378385,71.683792,80.059647,0.0,85.828384,17.89563371
ganderbal,18.71921158,jammu & kashmir,36.121445,29.689219,1.4206368,6.8679008,65.919464,5.111053,9.6304026,73.353539,10.198538,263972.3349,3.1501825,15.616179,84.38382,5.7781205,60.332321,1.3257343,61.5849,22.824833,151.6039113,32.114914,10.364247,86.168175,17.939228,1.2964022,3.2655735,4.4396677,90.99836,337285.25,5.8469748,57.807053,97.706345,0.0,71.922478,32.08082169
gandhinagar,8.333333969,gujarat,42.372948,31.159887,1.7272563,8.0421047,83.158295,14.676085,2.5231166,18.659897,63.334518,659099.154,3.7470188,47.787945,52.212055,5.487772,77.327782,3.4105091,45.346252,49.150105,878.516233,32.748325,9.5623198,90.925621,47.41737,15.957668,1.6648009,74.700577,7.6769533,569303.5,5.1482167,68.715706,87.7192,0.0,80.778381,223.4578741
ganganagar,5.177993774,rajasthan,43.597733,30.296495,1.5315343,7.4784017,73.897087,38.71706,0.85727692,11.516802,48.908859,608543.7179,3.6463244,26.350582,73.649422,6.1484075,71.584396,3.4529784,50.541328,44.65308,1360.7465,31.417953,8.9021282,87.077324,30.753389,37.634556,2.6969006,45.947952,13.720592,506998.53,5.5590143,57.965065,94.139061,0.0,76.476654,105.6027456
ganjam,22.02898598,odisha,34.563099,30.673038,1.5439562,7.0854197,78.9664,19.784859,3.5963907,19.038101,57.372456,173793.8634,3.0104897,26.093679,73.906319,5.4076867,73.382118,6.0743885,52.151501,26.913342,2006.924627,32.550091,8.7993069,87.519287,35.308666,22.048161,1.697538,65.926399,10.3279,372982.19,5.5657463,61.105145,86.7146,0.0,68.813293,109.2978727
garhwa,30.56768417,jharkhand,38.498302,29.150753,1.3257995,6.2380795,65.042519,23.579212,13.130257,12.000267,49.61694,-847158.3111,1.7401413,4.4289989,95.570999,5.5004611,72.599426,2.813045,42.006283,22.393549,733.8011712,31.488184,8.4631691,82.004181,12.265702,15.118885,15.960078,59.009941,9.9110966,-768005.69,5.5752745,62.025578,80.504585,0.0,73.462906,46.22858874
garhwal,31.29251671,uttarakhand,22.656044,30.80055,1.9003179,9.6062098,88.361015,19.431982,0.26826504,71.098343,9.0672712,295681.2316,3.1745322,17.721884,82.278114,4.8590431,65.428467,4.9198093,65.761688,45.347668,324.2205387,32.4627,10.779364,95.446945,23.158274,15.694978,0.0,23.388395,58.166321,407590.0,4.8684187,56.521923,88.417732,0.0,54.135429,15.1140331
gariyaband,53.125,chhattisgarh,54.273022,30.230947,1.400391,6.4896255,75.448814,8.3360777,37.875538,0.92373836,52.864647,-338563.9943,2.3080187,8.1143093,91.885689,5.2469349,69.503693,4.106204,33.067989,18.626013,397.4945569,31.839499,7.9743843,84.117203,7.8333244,11.145103,40.419777,48.43512,0.0,-193213.81,4.9357834,67.362762,87.341011,0.0,59.001339,26.65055119
gautam buddha nagar,12.8440361,uttar pradesh,34.783764,29.694986,1.7781271,8.8756342,82.085846,18.933413,2.3720303,31.588116,46.879147,1043918.139,4.2382197,55.423893,44.576111,6.1190224,69.268524,3.035814,61.691113,52.258896,1027.524763,31.526018,10.040722,83.054314,63.332008,26.170725,0.97039825,45.556114,27.302759,866613.38,5.0985641,59.920334,96.474876,0.0,73.172897,73.52424937
gaya,2.711323738,bihar,44.129921,28.01606,1.2037845,5.7939968,61.222031,32.784248,1.2509769,16.385193,49.579582,-450805.5047,2.1960721,13.099504,86.900497,6.0703301,72.862206,2.2412834,41.79792,31.953722,2196.685238,30.782431,7.5446024,69.128075,14.92465,27.305225,0.73351216,50.225479,21.735781,-225780.95,5.9766002,62.979538,85.927841,0.0,74.416054,380.7253568
ghaziabad,7.129456043,uttar pradesh,28.078144,30.337616,1.8798133,9.3879719,82.104759,22.409111,0.15225726,34.007797,43.163525,1232898.661,4.5808644,87.617752,12.382247,6.0214105,69.210968,2.4223604,59.974445,34.479862,2696.837585,31.167917,9.9568405,86.848244,88.378128,5.2287402,0.0,57.120853,36.05357,1226546.3,4.9689908,53.694595,88.052589,0.0,71.619942,174.4236723
ghazipur,17.14975739,uttar pradesh,47.30378,29.308874,1.6612601,8.3110609,76.471581,31.409258,1.064566,9.415226,58.110954,-249711.5709,2.4175034,8.2682838,91.731712,6.3492117,67.448105,2.3091447,44.746857,28.292156,2085.821037,30.061979,10.341383,89.493759,11.143459,23.739199,1.3103631,65.606674,9.3437653,-52213.387,6.3817668,55.681442,92.050636,0.0,69.54599,134.3381909
gir somnath,,gujarat,36.285801,29.851254,1.4939513,6.8082929,74.115662,24.888166,2.9474087,9.4727383,62.30545,369503.6633,3.3233449,25.905222,74.09478,6.3633547,67.088928,3.5677166,48.277416,37.054897,646.0799842,32.954453,8.5410624,84.192902,29.178825,5.1885376,4.1555924,82.555008,7.7112803,418831.81,6.7481227,59.434944,84.563217,0.0,62.947487,169.3377653
giridih,10.27568913,jharkhand,45.046612,29.353466,1.200562,5.478085,62.339462,18.424908,10.632108,10.432371,58.919685,-470185.503,2.1513379,8.8986998,91.101303,5.4947009,79.463867,2.0286851,49.702282,30.840954,1230.411761,32.453053,7.3057055,79.042938,13.515672,23.007969,4.2223959,54.647678,18.121958,-287571.91,5.3764257,74.424011,94.748894,0.0,73.951714,56.49892643
goalpara,10.99476433,assam,44.07629,30.235296,1.4939009,6.6312609,80.01297,15.988148,43.222069,16.812065,23.977716,-551549.7205,1.9857033,13.630772,86.369232,5.0090132,73.460266,4.1778283,47.304691,16.907944,597.4112813,32.24453,6.6058416,68.2789,16.752562,2.0849242,54.535305,26.0254,17.354374,-541142.88,4.7717733,71.504616,91.380981,0.0,77.61602,117.0375258
godda,11.94029808,jharkhand,32.343529,29.718199,0.97520679,4.4739861,51.967632,14.982237,24.506416,4.9386525,55.390263,-798868.7286,1.7924603,6.2749653,93.725029,5.1625051,79.781219,2.7886074,46.005981,28.307831,682.7832623,29.749203,7.9636426,78.270683,11.60405,6.4647169,33.317513,56.57246,3.645309,-492876.13,4.930347,58.226902,78.34951,0.0,63.646603,43.21946365
golaghat,17.56756783,assam,24.796871,31.029894,1.5478489,7.1018291,79.842178,15.972519,12.79718,11.791112,59.139252,-526940.0535,1.9997475,6.8004584,93.199539,4.5666842,74.664459,5.3228049,52.775921,19.095051,644.2183552,32.677483,7.5547304,73.713776,9.9207182,16.785398,4.5423136,64.271423,14.400869,-558415.5,4.35115,64.742683,77.572792,0.0,68.379173,129.7297263
gomati,,tripura,38.562984,30.910151,1.6277759,7.1667457,87.85511,17.72962,41.956692,18.222252,20.94495,-448895.1676,2.1156359,20.189041,79.810959,4.1199164,82.320313,4.4504962,53.623539,23.200361,235.0700019,34.099266,8.8943338,84.855942,23.447063,26.773241,29.95759,27.245028,16.024143,-298032.31,4.2101903,70.67041,92.186523,0.0,78.802467,44.38953722
gonda,8.274231911,uttar pradesh,34.882179,28.342808,1.2627873,6.1130929,64.351448,19.234856,2.451731,26.657347,51.579277,-262483.7168,2.4046359,7.4042716,92.595726,6.3017354,66.673569,2.4034991,52.457458,25.44935,1899.221265,29.735903,7.3018742,75.151001,6.9403439,17.221874,1.2983299,54.914082,26.565716,-170528.67,5.4598389,61.784546,87.339638,0.0,77.791946,97.56641674
gondiya,,maharashtra,43.201916,31.963902,1.9036738,9.318449,93.563408,17.886992,17.412533,7.3236837,57.376789,89573.35004,2.916054,15.373741,84.626259,4.745419,73.76561,4.005302,44.090015,48.000095,714.3665022,34.795589,10.134995,91.726753,18.124208,17.7054,18.922659,58.708382,4.6635585,231402.58,4.9349003,66.850563,87.291931,0.0,80.418312,174.9091924
gopalganj,2.189780951,bihar,34.274277,28.258289,1.3105512,6.2200732,67.864418,17.428537,4.677824,14.520827,61.390865,-350986.9144,2.2691088,15.502922,84.497078,6.3941436,69.12336,2.266248,58.613396,22.213451,1642.58926,29.369562,6.9875822,76.107422,17.678387,15.494185,4.690578,66.952744,9.0721073,-409837.63,6.0252652,51.778908,92.887672,0.0,71.907501,231.5160948
gorakhpur,7.563025475,uttar pradesh,30.496143,28.952061,1.4970658,7.3852334,72.20005,24.92737,0.22482976,11.889834,62.957966,14550.15029,2.8023686,23.224831,76.775169,6.4038434,65.823318,2.1728354,61.917103,23.843197,2835.266149,30.659271,9.3496447,85.133179,26.018879,21.126751,0.0,71.772209,7.1010351,106071.14,6.4908805,51.019772,92.413246,0.0,59.877716,151.2542502
gulbarga,35.625,karnataka,30.541271,29.892469,1.4395808,6.8818536,71.399689,19.245199,14.744642,3.1779327,61.357437,-2310.944888,2.7622983,34.588367,65.411636,5.7784953,72.476952,5.4013834,57.021748,30.660179,1552.602292,31.04928,7.8483367,82.512627,28.127983,19.188713,7.2917433,66.68512,6.834425,-72838.547,5.9649825,55.613945,87.563019,0.0,76.977432,331.9055264
gumla,25.45454407,jharkhand,48.685909,29.331781,1.4141495,6.5786257,70.320419,8.868063,64.400574,3.0494869,23.681875,-1065457.697,1.4727426,7.6250987,92.374901,5.1074948,67.095909,3.7871647,37.079258,14.639072,566.6869552,30.853165,8.1140871,80.144775,8.3540392,4.2199163,60.366863,33.76918,1.6440394,-918076.38,5.4748411,58.868103,85.765167,0.0,63.797146,42.02125722
guna,17.05426407,madhya pradesh,54.951973,29.549835,1.1575559,5.2454453,62.315441,18.643831,13.951848,5.802412,61.52005,-200621.7259,2.5307066,24.092829,75.907173,5.8559494,73.438774,2.2681503,28.381781,29.080742,797.7356241,30.825609,7.1874099,72.716629,24.957027,21.102533,10.174641,51.49353,16.752346,-351672.13,5.6757145,63.174377,83.333755,0.0,84.32016,52.65564069
guntur,35.7534256,andhra pradesh,47.517834,31.954746,1.361927,6.292201,69.759705,34.125942,3.516952,26.819927,35.421322,449488.619,3.4498858,36.045589,63.954407,4.2540154,78.70929,7.77841,38.348293,51.527649,2865.182588,33.491524,5.8933582,70.145874,32.081585,24.147224,9.0557814,44.174843,22.622152,460745.31,4.3860154,74.133957,85.866127,0.0,80.272003,588.9367275
gurdaspur,6.779661179,punjab,24.924988,31.172968,1.8695415,9.5969543,88.615532,39.086891,0.85734177,39.936573,19.668394,1160737.491,4.4125357,23.074076,76.925926,5.3902645,72.156403,3.7515397,65.92453,41.289322,903.3269326,32.070839,10.210505,90.628914,30.51601,38.365265,2.4238508,20.655296,37.835106,1246685.3,5.600122,56.104172,90.849518,0.0,79.354721,65.28330675
gurgaon,19.31216812,haryana,26.895058,30.636885,1.9775479,9.887208,89.194023,27.330688,0.89851159,33.834469,37.67836,1225663.693,4.4645553,65.173462,34.826538,5.4245572,74.579491,4.160974,68.831917,39.45842,858.5053017,30.497656,12.06748,96.526978,66.093796,13.320485,1.9870596,41.300125,43.392334,1156914.8,4.3237467,62.884735,95.726974,0.0,67.684959,49.90927443
gwalior,9.904153824,madhya pradesh,43.567894,29.890852,1.6904061,8.0839653,80.968842,24.533037,2.3244991,15.952071,56.021595,761828.7212,3.8930266,64.318047,35.68195,6.0688162,70.900574,3.5760682,44.246803,37.634121,1277.861131,30.56871,9.3302326,81.5485,59.129501,38.262749,2.7617273,35.959587,23.015938,634874.06,5.7186337,52.239388,87.814697,0.0,67.794815,90.30334836
hailakandi,2.586206913,assam,47.238213,30.066938,1.582962,7.1398973,84.173737,38.618027,5.4050999,19.674873,35.738831,-677854.1197,1.8120604,7.3393793,92.660614,5.3803692,72.038979,5.3709636,40.035431,23.531584,455.6929913,34.917606,7.6010356,89.440941,7.0174294,19.082798,0.0,39.160023,38.860981,-675558.63,5.8075113,75.654907,87.273643,0.0,85.995071,94.65800148
hamirpur,42.54545593,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,28.038212,0.48064351,57.57336,13.633701,764119.0861,3.8773878,9.3682661,90.631737,4.821991,75.728912,2.0299387,85.37944,44.353668,247.9542462,32.845829,11.203255,98.988167,7.9458532,19.57452,0.0,14.218433,65.181602,689418.63,4.7697649,63.290428,98.678329,0.0,69.61541,41.52864268
hamirpur,42.54545593,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,28.038212,0.48064351,57.57336,13.633701,764119.0861,3.8773878,9.3682661,90.631737,4.821991,75.728912,2.0299387,85.37944,44.353668,247.9542462,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328
hamirpur,34.28571701,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,28.038212,0.48064351,57.57336,13.633701,764119.0861,3.8773878,9.3682661,90.631737,4.821991,75.728912,2.0299387,85.37944,44.353668,247.9542462,32.845829,11.203255,98.988167,7.9458532,19.57452,0.0,14.218433,65.181602,689418.63,4.7697649,63.290428,98.678329,0.0,69.61541,41.52864268
hamirpur,34.28571701,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,28.038212,0.48064351,57.57336,13.633701,764119.0861,3.8773878,9.3682661,90.631737,4.821991,75.728912,2.0299387,85.37944,44.353668,247.9542462,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328
hamirpur,42.54545593,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.845829,11.203255,98.988167,7.9458532,19.57452,0.0,14.218433,65.181602,689418.63,4.7697649,63.290428,98.678329,0.0,69.61541,41.52864268
hamirpur,42.54545593,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.845829,11.203255,98.988167,7.9458532,19.57452,0.0,14.218433,65.181602,689418.63,4.7697649,63.290428,98.678329,0.0,69.61541,41.52864268
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328
hanumangarh,3.289473772,rajasthan,50.120537,30.166405,1.4856315,7.1492052,71.081573,29.900051,1.3233443,12.398536,56.378071,538319.7928,3.5361252,21.655931,78.344063,6.1027069,72.95517,2.9980485,45.227043,42.487926,1222.704696,32.086498,9.1966009,87.385712,26.009754,25.45138,2.3222287,56.382477,15.397437,609027.19,5.8551435,65.559143,95.34758,0.0,71.932808,92.83177775
haora,15.13292503,west bengal,32.529743,31.393253,1.747046,8.0612793,87.759216,29.093206,1.3472074,56.881386,12.041322,189697.7622,3.0843942,66.9058,33.094204,4.7443738,73.887016,3.829252,62.106396,18.132393,3320.21573,35.629524,8.751194,91.971718,65.032249,16.042025,0.0,17.193621,66.764359,321367.16,4.7215667,65.142723,94.636139,0.0,88.946922,630.8775966
hapur,,uttar pradesh,39.490356,29.89073,1.5679109,7.7509952,75.723251,24.544195,1.0290917,25.817331,48.472031,852113.1882,4.0156293,33.111561,66.888443,6.4044018,71.169991,2.6978061,48.39312,40.513184,839.6384358,30.39365,9.3867064,88.451424,32.022854,22.018393,0.0,49.742989,28.238619,866214.44,6.4399233,55.801998,87.883476,0.0,65.21907,66.67811786
harda,12.12121201,madhya pradesh,55.257179,30.638536,1.4948357,6.9349084,78.471519,17.562653,22.807425,18.530214,40.968277,176575.1854,3.0346406,22.323221,77.676781,5.394937,73.132027,2.1900854,32.437027,36.621075,362.6448056,33.27647,7.7053943,80.595863,19.172964,14.247773,29.429796,36.716988,19.605442,140718.83,5.3167567,68.52726,87.694206,0.0,80.262466,26.62552907
hardoi,5.217391014,uttar pradesh,56.792511,28.571413,1.2445273,5.851027,64.845367,30.168137,1.1789681,18.793159,49.859734,-599385.5395,1.9837209,14.920984,85.079018,6.3651776,66.872864,3.3160203,31.581911,26.347944,2383.092261,30.54521,7.5295444,74.752525,14.27282,24.596436,0.0,59.890915,15.512652,-546023.75,6.659327,58.983219,88.37442,0.0,72.129784,173.1815171
